,Abstract
305,"A dominant loss of function mutation in myo-inositol phosphate synthase gene and recessive loss of function mutations in two multidrug resistant protein type-ABC transporter genes not only reduce the seed phytic acid levels in soybean, but also affect the pathways associated with seed development, ultimately resulting in low emergence. To understand the regulatory mechanisms and identify key genes that intervene in the seed development process in low phytic acid crops, we performed computational inference of gene regulatory networks in low and normal phytic acid soybeans using a time course transcriptomic data and multiple network inference algorithms. We identified several transcription factors and their regulatory interactions with genes that have functions in myo-inositol biosynthesis, auxin-ABA signaling and seed dormancy. We validated the predicted regulatory network by comparing it with published regulatory interactions in Arabidopsis. Some regulatory interactions were found in the low phytic acid mutants but not in non-mutant plants. These findings provide important hypotheses on expression regulation of myo-inositol metabolism, and phytohormone signaling in developing low phytic acid soybeans. The computational pipeline used for unsupervised network learning in this study is provided as open source software and is freely available at https://lilabatvt.github.io/LPANetwork/. Overall design: Four soybean experimental lines designated as: (i) 3mlpa, (ii) 3MWT, (iii) 1mlpa, and (iv) 1MWT were used in this study. The lpa mutant line, '3mlpa', carrying three mutations mips1/mrp-l/mrp-n, and its non-mutant sibling line with normal phytic acid, '3MWT', were derived from crossing of 'CX-1834' (lpa line with two mpr-l/mrp-n mutations on soybean chromosomes 19 and 3, respectively) with 'V99-5089' (lpa line with single mips1 mutation) (Saghai Maroof et al., 2009). Another lpa line, '1mlpa', carrying a single mips1 mutation on soybean chromosome 11, and its isogenic sibling line with normal phytic acid, '1MWT', were derived from crossing of 'Essex' (a normal phytic acid line with no mutations) with V99-5089 (Saghai Maroof and Buss, 2008; Glover, 2011). Developing seeds were sampled in triplicates for each experimental soybean line based on seed lengths corresponding to 2-4 mm (stage1), 4-6 mm (stage2), 6-8 mm (stage3), 8-10 mm (stage4), and 10-12 mm (stage5), respectively. Samples were flash frozen using liquid nitrogen and stored at -70°C. High-quality total RNA (RIN 9-10) was extracted from frozen samples using RNeasy Plant Mini Kit, with on-column DNase digestion (QIAGEN). Total of 60 mRNA libraries were prepared from total RNA samples and sequenced as 100SE using HiSeq2000. This study includes the re-analysis of all samples in GSE75575"
306,Soybean root (Zone of nodulation (ZON)) transcriptome in response to inoculation with wild-type (CB1809) or Nod factor deficient (nodC-) Bradyrhizobium japonicum.
307,This study will give additional knowledge to the plant stress tolerance mechanism and provide useful information for soybean breeding with good drought and heat resistance for future potential changing climate.
308,"Liaodou 15 a susceptible soybean cyst nematode (SCN) line, and infected SCN after 10 day; examined the whole genome-scale gene expression profiling under SCN invasion"
309,"Purpose:  The goals of this study are to identify what gene GmRAV1 was related to. RNA-Sequencing experiments were designed between GmRAV1-ox soybeans and DN50 soybeans. Methods:  Leaves mRNA  of 30-day-old DN50 and GmRAV1-ox soybeans were used by RNA sequencing using Illumina HiSeqTM2000. The sequence reads that passed quality filters were analyzed at the transcript isoform level with TopHat followed by Cufflinks. Genome_build: Glycine max Wm82.a2.v1 Results: RNA-seq data confirmed that there are 1467 genes with significant differences. Some genes expression of cytokinin and auxin signaling pathways is dramatically changed, such as GmARR9, GmAUX22, GmPIN1, GmCycD3 and GmPDV2. Conclusions: GmRAV1 are related to cytokinin and auxin signaling pathways. Overall design: High-throughput sequencing using Illumina HiSeq 2000 (RNA-Seq) was performed on 30-day-old DN50 and GmRAV1-ox soybeans."
310,"Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-transcriptionally. However, the molecular mechanism of miRNA-mRNA interaction under water deficiency remains largely unknown. Here, we generated comprehensive analyses by integrating of sRNA, transcriptome and degradome to elucidate complex regulations of drought resistance in soybean leaf and root tissues."
311,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
312,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
313,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
314,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
315,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
316,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
317,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
318,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
319,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
320,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
321,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
322,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
323,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
324,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
325,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
326,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
327,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
328,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
329,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
330,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
331,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
332,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
333,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
334,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
335,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
336,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
337,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
338,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
339,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
340,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
341,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
342,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
343,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
344,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
345,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
346,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
347,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
348,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
349,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
350,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
351,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
352,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
353,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
354,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
355,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
356,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
357,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
358,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
359,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
360,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
361,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
362,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
363,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
364,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
365,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
366,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
367,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
368,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
369,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
370,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
371,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
372,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
373,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
374,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
375,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
376,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
377,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
378,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
379,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
380,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
381,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
382,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
383,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
384,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
385,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
386,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
387,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
388,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
389,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
390,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
391,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
392,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
393,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
394,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
395,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
396,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
397,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
398,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project
399,"Silicon protects soybean plants against Phytophthora sojae by interfering with effector-receptor expression.By contrast, the transcriptomic response of Si-fed (Si+) plants was remarkably unaffected by the presence of P. sojae, and the expression of effector-coding genes by the pathogen was significantly reduced. Given that the apoplast is the key site of interaction between effectors and plant receptors in the soybean-P. sojae complex, as well as the site of amorphous-Si accumulation, our results indicate that Si likely interferes with the signaling network between P. sojae and the plant, preventing or decreasing the release of effectors reaching plant receptors, thus creating an incompatible interaction"
400,"The sRNA-seq, mRNA-seq and WGBS of soybean Tianlong 1 cultivar and Gmdcl2a/dcl2b mutant"
401,Glycine max_drought_study
402,"Transcriptomic response of soybean plants subjected to drought, heat and their combination Overall design: Soybean plants were subjected to a combination of drought and heat stress"
403,"To reveal the possible causes of the nutrients difference in soybeans A7 (containing low oil and high protein) and A35 (containing high oil and low protein), RNA-seq technology was performed to compare and identify the potential differential expressed genes (DEGs) at different seed developmental stages."
404,"We detected the mobile mRNAs / sRNAs and decipher their functions by integrating sRNA-seq, RNA-seq, and single molecule, real-time (SMRT)-seq, and degradome-seq data from heterografted and autografted soybean (Glycine max) and common bean (Phaseolus vulgaris)"
405,"we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean"
406,"Evening Complex is a key component of the plant circadian clock network. Here, we conducted RNA sequence analysis using leaves samples from BC1F9 plants of wt, gmlux2, gmelf3a and gmlux2 gmelf3a four genotypes. And we further identified the genome-wide targets of soybean GmLUX2 and GmELF3a."
407,"GmJAG1 is a key transcription factor, however how GmJAG1 targeted in soybean genome is still unclear. Using a optimized ChIPmentation method, we successfully identified the GmJAG1 binding sites in soybean. Coupled with ATAC-seq H3K27me3 ChIP-seq data, we found that transcription factor associated these epigenetic marks to regulating gene expression in soybean."
408,"In eukaryotes, the genome is hierarchically organized into three-dimensional (3D) structures which are crucial for many biological processes in animals and plants, of which the roles in the evolution and domestication of soybean remained elusive. In this study, we comprehensively compared 3D genome organizations among Glycine max, Glycine soja and Phaseolus vulgaris, and revealed the roles of genome topology in the evolution and domestication of soybean. The data sets provided a rich resource to identify genes involving in chromatin contacts and important agronomic traits to be utilized in the crop improvements in the future."
409,"To investigate the transcriptomic changes and regulatory divergences between wild and cultivated soybean, young leaves from the soybean cultivar Jiyu47 (paternal) and a wild soybean GS (maternal) as well as their F1 hybrids were collected. Three individuals were harvested for each genotype and RNA was extracted and sequenced for each individual separately."
410,Raw sequence reads of RNA-seq of six HD12s and M18s
411,"Sterilized seeds were germinated in sterilized vermiculite. After 7 days, seedlings were inoculated with rhizobia (USDA110, OD600=0.8) for 2 hours prior to transplanting into nutrient solution containing 5000 uM or 50 uM N supplied as nitrate and ammonium (3:1). Nutrient solution pH was checked daily and adjusted to 5.8-6.0 as necessary with H2SO4 or KOH. Plants transferred to hydroponics solution were reared in growth chambers (day/night: 14 h/10 h). Roots were harvested five days after inoculation by combining three seedlings as one biological replicate. At each sampling time point, three biological replicates were harvested and quickly immersed in liquid nitrogen prior to being subjected to total RNA extraction and then RNA-seq analysis."
412,"Throughout a growing season, plants experience a multitude of short periods of various abiotic stresses. These stress events have long-term impacts on plant performance and yield. It is imperative to improve our understanding of the genes and networks underlying plant stress tolerance to mitigate end of season yield loss. The majority of studies examining transcriptional changes induced by stress focus on single stress events. Few studies have been performed to examine the transcriptional response of plants exposed to sequential stress exposure, which better reflects field conditions. In this study, we examine the transcriptional profile of soybean plants exposed to iron deficiency stress followed by phosphate deficiency stress (-Fe-Pi). Comparing this response to previous studies, we identified a suite of genes unique to the novel sequential stress exposure (-Fe-Pi)"
413,"The loss of function of J/GmELF3 gene in soybean delays flowering and enhance yield under short day conditions. Understanding the molecular mechanism of soybean delayed flowering under short-day (SD) conditions will enhance breeding of high yielding soybean varieties for the tropics. Our study aims at discovering the flowering related genes and the pathways involved in Huaxia-3, a long-juvenile mutant soybean variety with mutation in J locus and delayed flowering under SD. RNA-Seq analysis was conducted to compare the transcriptome of Huaxia-3 (HX-3) to a transgenic Huaxia-3 (OEHX-3) overexpressing the J gene. The study contributes to the knowledge gap in the molecular mechanism of flowering time regulation under tropical conditions."
414,"RNA-seq based transcriptomes of soybean cyst nematode (SCN) resistant wild soybean (Gylcine soja), NRS100 (nematode resistant soja) with three other genotypes: susceptible wild soybean genotype S-soja (PI468396B), resistant Glycine max cultivar Peking (PI548402), and susceptible Glycine max cultivar William 82 (PI509044), were generated to understand the unique resistance mechanism in NRS100. NRS100 is significantly resistant (Female Index = 3.3) to SCN HG Type 2.5.7 (SCN race 5), which is prevalent in the south-eastern United States. RNA of each genotype was collected in triplicates for two conditions: control and SCN treated. Each replicate was run on two separate lanes in HiSeq. These RNA-seq transcriptomes of SCN treated and control conditions across four genotypes: Peking , Williams 82, S-soja, and NRS100 are used to determine differential regulation between genotypes. Nematode susceptible and resistant genotypes from both cultivated and wild soybeans are used to elucidate species-specific and genotype-specific responses."
415,"Synthetic Community 1 (SynCom1) was composed of 12 isolates with nitrogen fixation, Pi solubilizing and IAA production. Each isolate was cultured in their respective growth medium at 28 Celsius degree and shaken at 150 rpm/min to an OD600 of 1.5. SynCom1 inoculants were prepared through mixing of equal amounts of each re-suspended microbial strain. Sterilized seeds of soybean were germinated in the growth substrate. Three seeds were sown in each pot and 10 mL SynCom mixture was applied to each pot around the planted seed. Plants were irrigated with LNLP (low N: 530 uM; low P: 25 uM) nutrient solution. The newest mature trifoliate leaves were collected from three biological replicates of SynCom1 inoculated and control soybean plants after 4 weeks of cultivation in growth chambers. Three biological replicates were harvested and quickly immersed in liquid nitrogen prior to being subjected to total RNA extraction and then RNA-seq analysis."
416,Glycine max roots have been either engineered to overexpress or undergo RNAi of mitogen activated protein kinases (MAPKs) that have been shown to function during the defense response it has to the plant parasitic nematode Heterodera glycines (McNeece et al. 2019). The appropriate pRAP15-ccdB overexpression and pRAP17-ccdB RNAi control experiments have also been performed. The pRAP15 overexpression plasmid has been presented (Matsye et al. 2012). The pRAP17 RNAi plasmid has been presented (Klink et al. 2009). The root tissue used in the analysis is uninfected root tissue. The overexpression experiments have been performed in the G. max genotype G. max[Williams 82/PI 518671]. The RNAi experiments have been performed in the G. max genotype G. max[Peking/ PI 548402].
417,Soybean tissue-specific transcriptomes of Jack and williams82(within VC stage)
418,Discover SMV-resistance genes/networks in soybean based on transcriptome
419,"In this study, the transcriptomics sequencing approach was employed to evaluate differentially expressed genes in the four tissues, including cytoledon (C), germ (G), hypocotyledon (H), radicle (R), from 4 genetically modified (GM) and 3 natural genotypic soybean lines."
420,"Regional Soybean landrace accessions with diverse genetic backgrounds are valuable resources for the efforts of soybean breeding programs, as only limited germplasm resources are currently available for breeding the best cultivars. To explore the molecular basis of drought tolerance traits of regional soybean collections, a localsoybean landrace LX together with the standard wild type William82 were chosen to perform the multi-omics analysis with the aim to understand the molecular basis of the desired traits of LX. Firstly, the germination potential of LX was investigated which confirmed the previous report that LX germinated better at drought stress conditions. Additionally, LX plants accumulated more anthocyanin at both normal and stress conditions, and exhibited better resistance to drought treatment comparing to William82. When grown at the same condition, the LX plants are greener than control lines and contain more chlorophyll. Collection of biochemical measurements all indicated that LX is more physiologically adaptive to stress conditions. Using untargeted mass spectrometry analysis in combination with transcriptomics analysis, we revealed the chemical diversity and genetic basis underlying the overall performance of LX landrace at the designed growth conditions. Under both normal and stress conditions, significant differences in the expressions of a suite of secondary metabolism genes, particularly the genes from general phenylpropanoid pathway, were detected in LX comparing to William82 plants. Consistently, correlating with the transcript analysis, a set of corresponding secondary metabolites with profoundly different accumulations were also detected in LX plants. Further correlation analysis between metabolites and transcripts pointed to a MYB transcription factor likely sitting at the top of the regulation module, which is responsible for the LX agronomic traits. Our study provides the multilateral information of global regulatory mechanism of secondary metabolism on soybean drought resistance."
421,"We examined the transcriptome induced by GmNAC81 overexpression and leaf senescence and showed that GmNAC81 further modulates leaf senescence by regulating an extensive repertoire of functionally characterized senescence-associated genes (SAGs). GmNAC81 overexpression also uncovered the regulation of typical drought-responsive genes. Key regulators and effectors of ABA signaling were suppressed by GmNAC81 overexpression.  Overall design: RNA was extracted from leaves collected in two developmental stages of the plant, vegetative stage three (V3; 20 days after germination, DAG) and reproductive stage six (R6; 80 DAG). Each developmental stage comprised a set of nine libraries."
422,to trace the dynamic gene expression of Glycine max under high-nitrogen treatment
423,"We looked for differences in the transcriptomes of imbibing soybean axes that were either recently harvested and expected to germinate, or aged in dry storage and expected to not germinate. It is unclear what of the many changes that occur in seeds in the dry state might be responsible for the loss of germination capacity. Since we previously found the dry transcriptomes in fresh and aged seeds were not significantly different, we decided to see whether different metabolic pathways get activated in aged seeds upon imbibiition."
424,"To monitor the transcriptional changes in soybean seeds caused by field mold stress, stressed and healthy seeds were subjected to transcriptional profiling using Illumina paired-end sequencing analysis."
425,"To investigate the molecular mechanisms of the response from soybean CMS-based F1 male organ to HT, a detailed transcriptome analysis was performed during flower bud development of soybean HT tolerant and HT sensitive CMS-based F1 combinations (NF1 and YF1) under normal temperature and HT conditions. In total, 8784 differentially expressed genes (DEGs) were response to HT stress, which were mainly associated with anther/pollen wall development, carbohydrate metabolism and sugar transport, and auxin signaling."
426,"Here, the low-linolenic acid mutant “MT72” and the wild-type control “JN18” were used as materials. The lncRNAs in young pods at 30 and 40 days (d) after flowering were systematically identified and analyzed using transcriptome sequencing technology combined with bioinformatics tools. A total of 39,324 lncRNAs and 561 differentially expressed lncRNAs were identified. A lncRNAs-miRNAs- protein-coding genes (mRNAs) network was constructed, and 46 lncRNAs, 46 miRNAs and 137 mRNAs were found to be correlated. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway analysis of 12 targeted mRNAs in the competing endogenous RNA network showed that these lncRNAs may be involved in the biological processes of fatty acid transport, lipid synthesis and cell division. Finally, the expression levels of differentially expressed lncRNAs, miRNAs and mRNAs were verified using qRT-PCR. The expression patterns of most genes were consistent with the sequencing results. In conclusion, new information was provided for the study of fatty acid synthesis by lncRNAs in young soybean pods. Overall design: Studies on low linolenic acid mutants “MT72” and wild-type “JN18” at 30d and 40d after flowering of soybean"
427,GmRAV overexpression repressed flowering time and growth period [RNA-Seq]
428,RNA-Seq
429,Location of related genes of short petioles and rolled leaves in soybean
430,"Transcription is the first step of central dogma, in which the genetic information stored in DNA is copied into RNA. Other than mature RNA sequencing (RNA-seq), high throughput nascent RNA assays have been established and applied to provide details of transcription. We present here the first profiling of nascent RNA from trifoliate leaf and shoot apex of soybean. In combination of nascent RNA (chromatin bond RNA, CB RNA) and RNA-seq, we found that introns are largely spliced co-transcriptionally. Although alternative splicing (AS) is mainly determined at nascent RNA biogenesis, differential AS between tissues at mature RNA does not correlate well with co-transcriptional differential AS. Overall, RNA abundance is moderately correlated between nascent RNA and mature RNA in one tissue, but their fold changes between tissues is highly correlated at nascent RNA and mature RNA level. Thousands of novel transcripts (mainly noncoding RNA) were detected by CB RNA-seq, including two natural antisense RNA overlapped with two important genes controlling soybean reproductive development, FT2a and Dt1a. Taken together, we demonstrated the adoption of CB RNA-seq in soybean, which may shed light on gene expression regulation on important agronomic traits in leguminous crops."
431,To identify differentially expressed genes associated with COR treatment in soybean leaves by RNA-seq
432,"These findings provide novel insights into the roles of Dt1 and FT5a in controlling the stem growth habit and flowering time in soybean, which determine the adaptability and grain yield of this important crop."
433,"Liaodou 10 under CK anf Cd treated, Shendou20 under CK and Cd treated."
434,"Leaf samples were collected from soybean production fields in Illinois, USA from 2008 through 2015, approximately 2,000 leaf samples each year. Total RNA was extracted from the collected samples, pooled by year, depleted of ribosomal RNA and sequenced on Illumina sequencers"
435,"Abiotic stresses, such as drought and salinity, severely affects the growth, development,and productivity of the plants. The Catharanthus roseus RLK1-like (CrRLK1L) proteinkinase family is involved in several processes in the plant life cycle. However, there havebeen few studies addressing the functions of CrRLK1L proteins in soybean. In this study,38 CrRLK1L genes were identified in the soybean genome (Glycine max Wm82.a2.v1)."
436,abiotic stress
437,RNA-seq data of soybean during different growth stage.
438,"Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare NGS-derived GmLHP1OE soybean plants Transcriptomes profiling (RNA-seq) to microarray methods and to evaluate protocols for optimal high-throughput data analysis.Results: RNA-Seq analysis identified 422 differentially expressed genes (DEGs) with &gt;2.0-fold differences in expression in GmLHP1-OE vs. WT plants under non-stress conditions (False discovery rate [FDR] **P &lt; 0.01). Among the 422 DEGs, 253 were significantly upregulated and 169 were significantly downregulated."
439,"Iron deficiency chlorosis (IDC) is an abiotic stress that negatively affects soybean (Glycine max [L.] Merr.) production. Much of our knowledge of IDC stress responses is derived from model plant species. Gene expression, quantitative trait loci (QTL) mapping, and genome-wide association studies (GWAS) performed in soybean suggest that stress response differences exist between model and crop species. Our current understanding of the molecular response to IDC in soybeans is largely derived from gene expression studies using near-isogenic lines differing in iron efficiency. To improve iron efficiency in soybeans and other crops, we need to expand gene expression studies to include the diversity present in germplasm collections. Therefore, we collected 216 purified RNA samples (18 genotypes, two tissue types [leaves and roots], two iron treatments [sufficient and deficient], three replicates) and used RNA sequencing to examine the expression differences of 18 diverse soybean genotypes in response to iron deficiency. We found a rapid response to iron deficiency across genotypes, most responding within 60 min of stress. There was little evidence of an overlap of specific differentially expressed genes, and comparisons of gene ontology terms and transcription factor families suggest the utilization of different pathways in the stress response. These initial findings suggest an untapped genetic potential within the soybean germplasm collection that could be used for the continued improvement of iron efficiency in soybean."
440,studying the growth and development of different forage species under the environmental stress of plateau or plain and its regulation mechanism are of great significance to the mutual scientific and reasonable introduction between plateaus and plains.
441,Effects of Funneliformis mosseae on differentially expressed genes in continuous cropping soybean.
442,Genome sequencing and de novo assembly of Rps11 donor line PI549527
443,Total RNA was extracted from three Pakistani Soybean cultivars to explore the gene expression patterns.
444,"To investigate the regulatory mechanisms of GmZF392, GmZF351 and GmNFYA in oil accumulation, seeds at H3 stage of transgenic plants and JACK plants were collected for RNA extraction and sequencing. Before sequencing, qPCR showed that expression of GmZF392, GmZF351 and GmNFYA increased to about 10, 109 and 7 times respectively compared to JACK. Clean reads of RNA-sequencing were mapped to soybean genome and genes that had a 1.5 fold increase or 50% decrease, compared to JACK, were defined as differential expressed genes (DEGs). Overall design: mRNA profiles of soybean seeds at H3 stage. Wild type (Jack), GmZF351 overexpressing soybean,  GmZF392 overexpressing soybean and GmNFYA overexpressing soybean."
445,It will help growers produce high-quality foods that are beneficial to human health.
