biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random,bases,bytes,run_file_create_date,age_sam,treatment_sam_ss_dpl55,primary_search,cultivar_sam,dev_stage_sam,ecotype_sam,isolate_sam_ss_dpl100,tissue_sam_ss_dpl145,disease_sam,population_sam_s_dpl40,geo_accession_exp,source_name_sam,developmental_stage_sam,assemblyname,accession_sam,biological_replicate_sam,collected_by_sam,collection_location_sam,graft_combination_sam,growth_protocol_sam_s_dpl216,genotype_sam_ss_dpl92,id_column_sam,biomaterial_provider_sam,photoperiod_sam,sample_time_sam,treatment_time_point_sam_s_dpl419,replicate_sam_ss_dpl121,nominal_length_run,run_id_run,biome_sam,env_package_sam,estimated_size_sam,feature_sam,investigation_type_sam,isol_growth_condt_sam,lat_lon_sam_s_dpl34,material_sam,num_replicons_sam,ploidy_sam,project_name_sam,propagation_sam,ref_biomaterial_sam,strain_sam_ss_dpl139,dangling_references_run,hours_after_treatment_sam,development_stage_sam,fasta_file_run,phenotype_sam,seed_harvest_year_sam,specimen_voucher_sam,host_sam,isolation_source_sam,compartment_sam,sex_calc,breed_sam,sample_type_sam_ss_dpl131,condition_sam_ss_dpl69,transgenic_line_sam_s_dpl414,genetic_background_sam,cell_type_sam_ss_dpl37,line_sam_s_dpl22,sample_group_sam_s_dpl128,time_point_sam,culture_collection_sam_ss_dpl468,sample_sam,location_sam,develomental_stage_sam,cell_line_sam,tmp_sam,seed_length_sam,read_name_barcode_proc_directive_run,growth_condition_sam,file_name_sam,library_id_sam,label_sam,stage_sam,disease_stage_sam_s_dpl172,seed_compartments_tissue_sam,temp_sam,generation_sam_s_dpl91,transgenic_status_sam,preservation_sam,seed_region_sam,seed_weight_sam,trait_sam,treatment_stage_sam,time_after_imbibition_sam,tissue_type_sam_s_dpl410,infection_time_sam,plant_phenotype_sam,time_sam,hours_post_inoculation_sam_s_dpl245,identity_sam,bioproject_id_sam,sample_title_sam,sampling_time_point_sam_s_dpl522,transgene_sam,height_or_length_sam,id_sam,growth_stage_sam,treatment_time_sam,distinctive_attribute_sam,phosphorus_conccentration_sam,age_at_rna_extraction_sam,timepoint_sam_ss_dpl17,genotype_variation_sam,sample_id_sam,tissue_source_sam,experimental_factor__7_1_exp,broker_name_sam,common_name_sam,ena_first_public_sam_dt_dpl178,ena_last_update_sam_ss_dpl537,external_id_sam,insdc_center_alias_sam,insdc_center_name_sam,insdc_first_public_sam,insdc_last_update_sam,insdc_status_sam,metabolic_process_sam,organism_part_sam,submitter_id_sam,agent_sam,block_sam,sample_summary_sam,purification_sam,gene_insert_sam,strain_ecotype_sam,tissue_and_developemental_stage_sam,technique_sam,day_moved_sam,ion_stress_sam,vigs_sam,infection_sam,fungal_isolate_sam,_48_h_inoculation_sam,sampling_time__h__sam,reference_annotation_used_for_mapping_sam,root_zone_sam,days_after_treatment_sam,dehydration_sam,glyceollins_elicitation_sam,medium_ph_sam,replication_sam_s_dpl43,cummulative_precipitation_at_sampling_sam,sampling_date_sam,temperature_at_sampling_sam,seed_field_emergence_sam,time_of_seed_harvest_sam,pi_email_run,pi_name_run,pi_orcid_run,pi_organization_run,subregion_sam,total_rna_input_amount_sam,identifier_seq_id_sam,truseq_index_500_sam,truseq_index_700_sam,well_position_sam,inoculation_sam,cultivar_line_sam,tissue_1_sam,tissue_2_sam,cultivar_genotype_sam,library_type_sam_s_dpl277,mutant_sam,tissue_developmental_stage_sam,experimental_factor__cultivar_exp,experimental_factor__growth_condition_exp,experimental_factor__time_exp,ena_first_public_sam,ena_last_update_sam,scientific_name_sam,dawei_sam,md5sum_sam,ozone_level_sam,replicates_sam_s_dpl124,experimental_factor__phenotype_exp,infect_sam,body_site_sam,specific_host_sam,cultivars_sam,pigmentation_sam,design_description_sam,filetype_sam,instrument_model_sam,library_layout_sam,library_selection_sam,library_source_sam,library_strategy_sam,platform_sam,title_sam,graft_scion_sam,graft_stock_sam,manganese_concentration_sam,tem_sam,fusarium_virguliforme_strain_sam,soybean_cultivar_sam,tissue_age_sam_s_dpl615,experimental_factor__6_0_exp,tag_sam,filename2_sam,filename_sam,reference_annotation_sam,inoculation_treatment_sam,mg_concentration_sam,cultivar_id_sam,cultivar_type_sam,innoculation_sam,experimental_factor__1_8_exp,tissue_3_sam,tissue_4_sam,description_sam,individual_sam,env_broad_scale_sam,env_local_scale_sam,env_medium_sam,quality_book_char_run,quality_scoring_system_run,accession_ecotype_sam,tissue_and_developmental_stage_sam,experimental_factor__1_4_exp,concentration_sam,cultivation_pattren_sam,er_gfp_sam,subsrc_note_sam_s_dpl392,authors_sam,env_biome_sam
SAMD00222772,DRR225276,RNA-Seq,TOKYO_AGRITECH,public,DRX215561,SAMD00222772,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS171633,Glycine max,DRP006945,2021-03-15,PRJDB9752,1429.0,,202.0,4788.0,,Safirah T.N. Ratu,,[2019-03-17],,,,,,[C1],"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.848699659265651,4788776024.0,1498794747.0,2021-03-15T02:41:00.000Z,,sterilised water (mock treatment),"['17612316', '695462', 'DRP006945', 'DRR225276', 'DRS171633', 'DRX215561', 'PRJDB9752', 'SAMD00222772']",En1282,,,,Root,,,,,,,,1,,,,Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth pouch,,,,,,,25 degree,,,,,,,,,,,,3 days post inoculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD00222773,DRR225277,RNA-Seq,TOKYO_AGRITECH,public,DRX215562,SAMD00222773,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS171634,Glycine max,DRP006945,2021-03-15,PRJDB9752,1191.0,,202.0,4008.0,,Safirah T.N. Ratu,,[2019-03-17],,,,,,[C2],"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.380734234864068,4008897454.0,1248931477.0,2021-03-15T02:41:00.000Z,,sterilised water (mock treatment),"['17612317', '695462', 'DRP006945', 'DRR225277', 'DRS171634', 'DRX215562', 'PRJDB9752', 'SAMD00222773']",En1282,,,,Root,,,,,,,,2,,,,Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth pouch,,,,,,,25 degree,,,,,,,,,,,,3 days post inoculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD00222774,DRR225278,RNA-Seq,TOKYO_AGRITECH,public,DRX215563,SAMD00222774,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS171635,Glycine max,DRP006945,2021-03-15,PRJDB9752,1310.0,,202.0,4346.0,,Safirah T.N. Ratu,,[2019-03-17],,,,,,[C3],"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.0360380358340102,4346266340.0,1374378665.0,2021-03-15T02:41:00.000Z,,sterilised water (mock treatment),"['17612318', '695462', 'DRP006945', 'DRR225278', 'DRS171635', 'DRX215563', 'PRJDB9752', 'SAMD00222774']",En1282,,,,Root,,,,,,,,3,,,,Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth pouch,,,,,,,25 degree,,,,,,,,,,,,3 days post inoculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD00222775,DRR225282,RNA-Seq,TOKYO_AGRITECH,public,DRX215567,SAMD00222775,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS171636,Glycine max,DRP006945,2021-03-15,PRJDB9752,1482.0,,202.0,5074.0,,Safirah T.N. Ratu,,[2019-03-17],,,,,,[W1],"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.717499181719748,5074582390.0,1554092896.0,2021-03-15T02:41:00.000Z,,Inoculated with B. elkanii,"['17612319', '695462', 'DRP006945', 'DRR225282', 'DRS171636', 'DRX215567', 'PRJDB9752', 'SAMD00222775']",En1282,,,,Root,,,,,,,,1,,,,Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth pouch,,,,,,,25 degree,,,,,,,,,,,,3 days post inoculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD00222776,DRR225283,RNA-Seq,TOKYO_AGRITECH,public,DRX215568,SAMD00222776,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS171637,Glycine max,DRP006945,2021-03-15,PRJDB9752,1319.0,,202.0,4430.0,,Safirah T.N. Ratu,,[2019-03-17],,,,,,[W2],"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.383208546796778,4430655678.0,1384092016.0,2021-03-15T02:45:00.000Z,,Inoculated with B. elkanii,"['17612320', '695462', 'DRP006945', 'DRR225283', 'DRS171637', 'DRX215568', 'PRJDB9752', 'SAMD00222776']",En1282,,,,Root,,,,,,,,2,,,,Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth pouch,,,,,,,25 degree,,,,,,,,,,,,3 days post inoculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD00222777,DRR225284,RNA-Seq,TOKYO_AGRITECH,public,DRX215569,SAMD00222777,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS171638,Glycine max,DRP006945,2021-03-15,PRJDB9752,1526.0,,202.0,5131.0,,Safirah T.N. Ratu,,[2019-03-17],,,,,,[W3],"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.226486466124716,5131658702.0,1600220690.0,2021-03-15T12:47:00.000Z,,Inoculated with B. elkanii,"['17612321', '695462', 'DRP006945', 'DRR225284', 'DRS171638', 'DRX215569', 'PRJDB9752', 'SAMD00222777']",En1282,,,,Root,,,,,,,,3,,,,Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth pouch,,,,,,,25 degree,,,,,,,,,,,,3 days post inoculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD00222778,DRR225279,RNA-Seq,TOKYO_AGRITECH,public,DRX215564,SAMD00222778,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS171639,Glycine max,DRP006945,2021-03-15,PRJDB9752,1407.0,,202.0,4830.0,,Safirah T.N. Ratu,,[2019-03-17],,,,,,[M1],"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.0766627562097248,4830677288.0,1476155924.0,2021-03-15T02:46:00.000Z,,Inoculated with bel2-5,"['17612322', '695462', 'DRP006945', 'DRR225279', 'DRS171639', 'DRX215564', 'PRJDB9752', 'SAMD00222778']",En1282,,,,Root,,,,,,,,1,,,,Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth pouch,,,,,,,25 degree,,,,,,,,,,,,3 days post inoculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD00222779,DRR225280,RNA-Seq,TOKYO_AGRITECH,public,DRX215565,SAMD00222779,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS171640,Glycine max,DRP006945,2021-03-15,PRJDB9752,1720.0,,202.0,5757.0,,Safirah T.N. Ratu,,[2019-03-17],,,,,,[M2],"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.405582677402075,5757880114.0,1804019616.0,2021-03-15T02:41:00.000Z,,Inoculated with bel2-5,"['17612323', '695462', 'DRP006945', 'DRR225280', 'DRS171640', 'DRX215565', 'PRJDB9752', 'SAMD00222779']",En1282,,,,Root,,,,,,,,2,,,,Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth pouch,,,,,,,25 degree,,,,,,,,,,,,3 days post inoculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD00222780,DRR225281,RNA-Seq,TOKYO_AGRITECH,public,DRX215566,SAMD00222780,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS171641,Glycine max,DRP006945,2021-03-15,PRJDB9752,1254.0,,202.0,4174.0,,Safirah T.N. Ratu,,[2019-03-17],,,,,,[M3],"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.169853926157089,4174163148.0,1315582683.0,2021-03-15T02:41:00.000Z,,Inoculated with bel2-5,"['17612324', '695462', 'DRP006945', 'DRR225281', 'DRS171641', 'DRX215566', 'PRJDB9752', 'SAMD00222780']",En1282,,,,Root,,,,,,,,3,,,,Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth pouch,,,,,,,25 degree,,,,,,,,,,,,3 days post inoculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMEA5071870,ERR2881733,RNA-Seq,Arun kumaran Anguraj vadivel ,public,ERX2886682,SAMEA5071870,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,ERS2883239,Glycine max,ERP111880,2019-05-02,PRJEB29567,1060.0,,252.0,3374.0,,Control 1_p,,,,,,[2019-05-01],[2018-11-16],[E-MTAB-7379:Control 1],"[fastq, run.zq, sra]","[ena, gs, ncbi, s3]","[ena, gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.325438912941279,3374170380.0,1111683735.0,2022-07-26T07:20:00.000Z,6,,"['10858374', '540805', 'E-MTAB-7379', 'E-MTAB-7379:Control 1', 'E-MTAB-7379:Control 1_p', 'E-MTAB-7379:R2.S00461E_ACAGTG_L001', 'ERP111880', 'ERR2881733', 'ERS2883239', 'ERX2886682', 'PRJEB29567', 'SAMEA5071870']",Harasoy63,,,,,,,,,cotyledon emergence stage,,,,,,,,wild type genotype,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArrayExpress,soybean,,,SAMEA5071870,,Research Associate London Research and Development centre Agriculture and Agri-Food Canada,2019-01-29T17:02:03Z,2018-11-07T16:38:08Z,public,,root,E-MTAB-7379:Control 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-29T17:02:03Z,2018-11-07T16:38:08Z,Glycine max,,,,,wild type phenotype,Agrobacterium rhizogenes strain K599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMEA5071871,ERR2881734,RNA-Seq,Arun kumaran Anguraj vadivel ,public,ERX2886683,SAMEA5071871,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,ERS2883240,Glycine max,ERP111880,2019-05-02,PRJEB29567,1784.0,,252.0,5658.0,,Control 2_p,,,,,,[2019-05-01],[2018-11-16],[E-MTAB-7379:Control 2],"[fastq, run.zq, sra]","[ena, gs, ncbi, s3]","[ena, gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.518470290291884,5658499980.0,1871432724.0,2022-07-15T21:56:00.000Z,6,,"['10858375', '540805', 'E-MTAB-7379', 'E-MTAB-7379:Control 2', 'E-MTAB-7379:Control 2_p', 'E-MTAB-7379:R2.S004620_GCCAAT_L001', 'ERP111880', 'ERR2881734', 'ERS2883240', 'ERX2886683', 'PRJEB29567', 'SAMEA5071871']",Harasoy63,,,,,,,,,cotyledon emergence stage,,,,,,,,wild type genotype,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArrayExpress,soybean,,,SAMEA5071871,,Research Associate London Research and Development centre Agriculture and Agri-Food Canada,2019-01-29T17:02:03Z,2018-11-07T16:38:08Z,public,,root,E-MTAB-7379:Control 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-29T17:02:03Z,2018-11-07T16:38:08Z,Glycine max,,,,,wild type phenotype,Agrobacterium rhizogenes strain K599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMEA5071872,ERR2881735,RNA-Seq,Arun kumaran Anguraj vadivel ,public,ERX2886684,SAMEA5071872,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,ERS2883241,Glycine max,ERP111880,2019-05-02,PRJEB29567,1250.0,,252.0,3971.0,,Control 3_p,,,,,,[2019-05-01],[2018-11-16],[E-MTAB-7379:Control 3],"[fastq, run.zq, sra]","[ena, gs, ncbi, s3]","[ena, gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.0671401941761517,3971841300.0,1311126927.0,2021-10-25T09:47:00.000Z,6,,"['10858376', '540805', 'E-MTAB-7379', 'E-MTAB-7379:Control 3', 'E-MTAB-7379:Control 3_p', 'E-MTAB-7379:R2.S00461C_CTTGTA_L001', 'ERP111880', 'ERR2881735', 'ERS2883241', 'ERX2886684', 'PRJEB29567', 'SAMEA5071872']",Harasoy63,,,,,,,,,cotyledon emergence stage,,,,,,,,wild type genotype,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArrayExpress,soybean,,,SAMEA5071872,,Research Associate London Research and Development centre Agriculture and Agri-Food Canada,2019-01-29T17:02:03Z,2018-11-07T16:38:08Z,public,,root,E-MTAB-7379:Control 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-29T17:02:03Z,2018-11-07T16:38:08Z,Glycine max,,,,,wild type phenotype,Agrobacterium rhizogenes strain K599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMEA5071873,ERR2881736,RNA-Seq,Arun kumaran Anguraj vadivel ,public,ERX2886685,SAMEA5071873,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,ERS2883242,Glycine max,ERP111880,2019-05-02,PRJEB29567,1522.0,,252.0,4783.0,,Control 4_p,,,,,,[2019-05-01],[2018-11-16],[E-MTAB-7379:Control 4],"[fastq, run.zq, sra]","[ena, gs, ncbi, s3]","[ena, gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.756623156570411,4783825620.0,1596027393.0,2021-10-25T09:54:00.000Z,6,,"['10858377', '540805', 'E-MTAB-7379', 'E-MTAB-7379:Control 4', 'E-MTAB-7379:Control 4_p', 'E-MTAB-7379:R2.S00461F_GTGAAA_L001', 'ERP111880', 'ERR2881736', 'ERS2883242', 'ERX2886685', 'PRJEB29567', 'SAMEA5071873']",Harasoy63,,,,,,,,,cotyledon emergence stage,,,,,,,,wild type genotype,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArrayExpress,soybean,,,SAMEA5071873,,Research Associate London Research and Development centre Agriculture and Agri-Food Canada,2019-01-29T17:02:03Z,2018-11-07T16:38:08Z,public,,root,E-MTAB-7379:Control 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-29T17:02:03Z,2018-11-07T16:38:08Z,Glycine max,,,,,wild type phenotype,Agrobacterium rhizogenes strain K599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN01886342,SRR648505,RNA-Seq,GEO,public,SRX216871,GSM1062913,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS385730,Glycine max,SRP017937,2014-01-08,PRJNA186522,2866.0,,51.0,4140.0,,,,,,,,,,,[run.zq],"[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",,0.0750026873653813,4140734319.0,3005350707.0,,3 week,"190 mmol PAR m-2s-1, 230C, 60% R.H., 16 h photoperiod, and 5 ml of mock solution [autoclaved ddiH2O plus equivalent amount of dimethyl sulfoxide (DMSO; Fisher Scientific)","['186522', '1886342', 'GEO Series accession: GSE43463', 'GSE43463', 'GSM1062913', 'GSM1062913_1', 'GSM1062913_r1', 'PRJNA186522', 'SAMN01886342', 'SRP017937', 'SRR648505', 'SRS385730', 'SRX216871']",,,LD,,Trifoliolate leaves,,,GSM1062913,Trifoliolate leaves from three-week-old plants,,,,,,,,,LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN01886343,SRR648506,RNA-Seq,GEO,public,SRX216872,GSM1062914,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS385731,Glycine max,SRP017937,2014-01-08,PRJNA186522,1864.0,,51.0,2694.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.611111337391288,2694577758.0,1955321370.0,2013-01-23T12:22:00.000Z,3 week,"190 mmol PAR m-2s-1, 230C, 60% R.H., 16 h photoperiod, and 5 ml of mock solution [autoclaved ddiH2O plus equivalent amount of dimethyl sulfoxide (DMSO; Fisher Scientific)","['186522', '1886343', 'GEO Series accession: GSE43463', 'GSE43463', 'GSM1062914', 'GSM1062914_1', 'GSM1062914_r1', 'PRJNA186522', 'SAMN01886343', 'SRP017937', 'SRR648506', 'SRS385731', 'SRX216872']",,,LD,,Trifoliolate leaves,,,GSM1062914,Trifoliolate leaves from three-week-old plants,,,,,,,,,LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN01886344,SRR648507,RNA-Seq,GEO,public,SRX216873,GSM1062915,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS385732,Glycine max,SRP017937,2014-01-08,PRJNA186522,2686.0,,51.0,3882.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.862850130170347,3882983685.0,2816904756.0,2013-01-23T12:27:00.000Z,3 week,"190 mmol PAR m-2s-1, 230C, 60% R.H., 16 h photoperiod, and 5 ml of mock solution [autoclaved ddiH2O plus equivalent amount of dimethyl sulfoxide (DMSO; Fisher Scientific)","['186522', '1886344', 'GEO Series accession: GSE43463', 'GSE43463', 'GSM1062915', 'GSM1062915_1', 'GSM1062915_r1', 'PRJNA186522', 'SAMN01886344', 'SRP017937', 'SRR648507', 'SRS385732', 'SRX216873']",,,LD,,Trifoliolate leaves,,,GSM1062915,Trifoliolate leaves from three-week-old plants,,,,,,,,,LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
