biosample,attr
SAMD00549662,"{'title': 'Root sample of f2 soybean Ent0103 with homozygous wild type ichg alleles, replicate 2', 'Identifiers': {'BioSample': 'SAMD00549662', 'SRA': 'DRS326073'}, 'Organism': 'Glycine max', 'Attributes': {'age': 'missing', 'cultivar': 'ENREI', 'replicate': 'biological replicate 2', 'tissue': 'Root'}, 'Accession': 'SAMD00549662', 'ID': '37384391'}"
SAMN34042793,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN34042793', 'Sample name': 'SHND2', 'SRA': 'SRS17205176'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'SHND2', 'cultivar': 'NXD25', 'ecotype': 'wild type', 'age': '40 days', 'tissue': 'leaf'}, 'Accession': 'SAMN34042793', 'ID': '34042793'}"
SAMN19243762,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN19243762', 'Sample name': '73-S127', 'SRA': 'SRS9035621'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not available', 'cultivar': 'not available', 'ecotype': 'not available', 'age': '3 months', 'tissue': 'leaf'}, 'Accession': 'SAMN19243762', 'ID': '19243762'}"
SAMN13746628,"{'title': 'PP-St-1', 'Identifiers': {'BioSample': 'SAMN13746628', 'SRA': 'SRS5952817', 'GEO': 'GSM4254056'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'stigma', 'cultivar': 'Williams 82'}, 'Accession': 'SAMN13746628', 'ID': '13746628'}"
SAMN38636155,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN38636155', 'Sample name': 'R5_Z_AS+MT_24 h_1', 'SRA': 'SRS19792394'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not collected', 'cultivar': 'Zhonghuang 19', 'ecotype': 'not collected', 'tissue': 'leaves', 'replicate': 'replicate = biological replicate 60'}, 'Accession': 'SAMN38636155', 'ID': '38636155'}"
SAMN05714715,"{'title': 'Mock late', 'Identifiers': {'BioSample': 'SAMN05714715', 'SRA': 'SRS1656789', 'GEO': 'GSM2297699'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'root'}, 'Accession': 'SAMN05714715', 'ID': '5714715'}"
SAMN15041207,"{'title': 'ZH24-63-2', 'Identifiers': {'BioSample': 'SAMN15041207', 'Sample name': 'ZH24-63-2', 'SRA': 'SRS6721736'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhonghuang 24', 'tissue': 'unifoliate leaf', 'treatment': '63 hours after continuous light treatment replicate 2'}, 'Accession': 'SAMN15041207', 'ID': '15041207'}"
SAMN39995233,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN39995233', 'Sample name': 'K-R-1', 'SRA': 'SRS20497052'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'kendou40', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'leaf', 'treatment': 'kendou-R+biological replicate 1'}, 'Accession': 'SAMN39995233', 'ID': '39995233'}"
SAMN29914737,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN29914737', 'Sample name': 'NN-T-0h-3', 'SRA': 'SRS14139164'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'NN 1138-2', 'tissue': 'leaves', 'treatment': 'treatment', 'sampling_time_point': '0 hpi', 'replicate': 'biological replicate 3'}, 'Accession': 'SAMN29914737', 'ID': '29914737'}"
SAMN09716063,"{'title': 'YH15_8G8', 'Identifiers': {'BioSample': 'SAMN09716063', 'SRA': 'SRS3595704', 'GEO': 'GSM3306375'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'Sh', 'genotype': '2'}, 'Accession': 'SAMN09716063', 'ID': '9716063'}"
SAMN09715945,"{'title': 'YH25_4G7', 'Identifiers': {'BioSample': 'SAMN09715945', 'SRA': 'SRS3595927', 'GEO': 'GSM3306598'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'LD', 'genotype': '2'}, 'Accession': 'SAMN09715945', 'ID': '9715945'}"
SAMN04349726,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN04349726', 'Sample name': 'LS19', 'SRA': 'SRS1213710'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'Williams 82', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'Root', 'treatment': 'SR-R1'}, 'Accession': 'SAMN04349726', 'ID': '4349726'}"
SAMN09715575,"{'title': 'YH37_7A11', 'Identifiers': {'BioSample': 'SAMN09715575', 'SRA': 'SRS3596192', 'GEO': 'GSM3306865'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'Sh', 'genotype': '4'}, 'Accession': 'SAMN09715575', 'ID': '9715575'}"
SAMN26810704,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN26810704', 'Sample name': 'RFe2', 'SRA': 'SRS12302025'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'hydroponic', 'tissue': 'Root', 'replicate': 'replicate = biological replicate 5'}, 'Accession': 'SAMN26810704', 'ID': '26810704'}"
SAMN10782642,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN10782642', 'Sample name': '2MWT-1', 'SRA': 'SRS4285102'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'missing', 'tissue': 'Seed'}, 'Accession': 'SAMN10782642', 'ID': '10782642'}"
SAMN22371198,"{'title': 'WT 24DAP greenhouse rep3', 'Identifiers': {'BioSample': 'SAMN22371198', 'SRA': 'SRS10623334', 'GEO': 'GSM5629884'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'Thorne (WT)', 'timepoint': '24 DAP', 'tissue': 'immature embryos'}, 'Accession': 'SAMN22371198', 'ID': '22371198'}"
SAMN07337666,"{'title': 'SKRP1-3', 'Identifiers': {'BioSample': 'SAMN07337666', 'SRA': 'SRS2344286', 'GEO': 'GSM2698477'}, 'Organism': 'Glycine max', 'Attributes': {'tag': 'GFP', 'tissue': 'hairy roots', 'cultivars': 'williams'}, 'Accession': 'SAMN07337666', 'ID': '7337666'}"
SAMN10588617,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN10588617', 'Sample name': '38_S99-11986_ESPS 2011_Imbibed_rep_2', 'SRA': 'SRS4134043'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'PI 636696 / S99-11986 replicate 2', 'tissue': 'S99-11986_ESPS 2011_Imbibed_rep_2', 'genotype': 'PI 636696 / S99-11986', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}, 'Accession': 'SAMN10588617', 'ID': '10588617'}"
SAMN15648584,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648584', 'Sample name': 'T212335-37', 'SRA': 'SRS7092656'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P584', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648584', 'ID': '15648584'}"
SAMN00120318,"{'title': 'Small_RNA', 'Identifiers': {'BioSample': 'SAMN00120318', 'Sample name': 'GSM621344', 'SRA': 'SRS121239'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Heinong44'}, 'Accession': 'SAMN00120318', 'ID': '120318'}"
SAMN19245852,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN19245852', 'Sample name': '47-S47', 'SRA': 'SRS9035231'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not available', 'cultivar': 'not available', 'ecotype': 'not available', 'age': '3 months', 'tissue': 'leaf'}, 'Accession': 'SAMN19245852', 'ID': '19245852'}"
SAMN32153757,"{'title': 'Varieties of 348', 'Identifiers': {'BioSample': 'SAMN32153757', 'Sample name': 'JL122', 'SRA': 'SRS16165328'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153757', 'ID': '32153757'}"
SAMN30685024,"{'title': 'RNA-seq of soybean overexpressing GmFT2a infected with Riptortus pedestris', 'Identifiers': {'BioSample': 'SAMN30685024', 'Sample name': 'OE_T2_rep3', 'SRA': 'SRS14991387'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Overexpressing GmFT2a in Jack background', 'tissue': 'Leaves', 'treatment': 'Infected with Riptortus pedestris', 'replicate': 'OE_T2_rep3'}, 'Accession': 'SAMN30685024', 'ID': '30685024'}"
SAMN18877643,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN18877643', 'Sample name': 'ARC', 'SRA': 'SRS8777956'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Augusta', 'tissue': 'root', 'treatment': 'control'}, 'Accession': 'SAMN18877643', 'ID': '18877643'}"
SAMN31541877,"{'title': 'Gm_M', 'Identifiers': {'BioSample': 'SAMN31541877', 'Sample name': 'Gm_M_1', 'SRA': 'SRS15599351'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Glycine max', 'tissue': 'nutrition tissue', 'treatment': 'AMF mixture inoculum colonized', 'replicate': 'biological replicate 1'}, 'Accession': 'SAMN31541877', 'ID': '31541877'}"
SAMN31831533,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN31831533', 'Sample name': 'ZX12-50-1', 'SRA': 'SRS15840993'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'not collected', 'age': 'not collected', 'tissue': 'seed', 'replicate': 'replicate = biological replicate 22'}, 'Accession': 'SAMN31831533', 'ID': '31831533'}"
SAMN15648436,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648436', 'Sample name': 'd8-4', 'SRA': 'SRS7092811'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P434', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648436', 'ID': '15648436'}"
SAMD00182782,"{'title': 'GL3494 variety seed no.2 germinated at 40 Celsius', 'Identifiers': {'BioSample': 'SAMD00182782', 'SRA': 'DRS329544'}, 'Organism': 'Glycine max', 'Accession': 'SAMD00182782', 'ID': '37459420'}"
SAMN27616107,"{'title': 'RNA-Seq data of Glycine max root_Si treatment-3', 'Identifiers': {'BioSample': 'SAMN27616107', 'Sample name': 'Gm_root_Si-3', 'SRA': 'SRS12641565'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'Pungsanaeul', 'ecotype': 'not applicable', 'tissue': 'Root'}, 'Accession': 'SAMN27616107', 'ID': '27616107'}"
SAMN32153775,"{'title': 'Varieties of 366', 'Identifiers': {'BioSample': 'SAMN32153775', 'Sample name': 'JL140', 'SRA': 'SRS16165346'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153775', 'ID': '32153775'}"
SAMN09721198,"{'title': 'not collected', 'Identifiers': {'BioSample': 'SAMN09721198', 'Sample name': 'T2_35_1.fq.gz', 'SRA': 'SRS3597054'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not collected', 'cultivar': 'PR91M10', 'ecotype': 'not collected', 'age': '24 hours', 'tissue': 'whole seed', 'disease': 'not collected', 'treatment': 'treated3'}, 'Accession': 'SAMN09721198', 'ID': '9721198'}"
SAMN30192805,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN30192805', 'Sample name': 'low phosphorus treat ZH13 T3', 'SRA': 'SRS14601375'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'not applicable', 'ecotype': 'not applicable', 'age': '0', 'tissue': 'root', 'genotype': 'Zh13', 'treatment': 'LP'}, 'Accession': 'SAMN30192805', 'ID': '30192805'}"
SAMN15648265,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648265', 'Sample name': 'a11-7', 'SRA': 'SRS7092902'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P245', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648265', 'ID': '15648265'}"
SAMN18736592,"{'title': '2MWT-L-stage1-rep1', 'Identifiers': {'BioSample': 'SAMN18736592', 'SRA': 'SRS8698131', 'GEO': 'GSM5239835'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'MIPS1/MRP-L/mrp-n', 'tissue': 'seed'}, 'Accession': 'SAMN18736592', 'ID': '18736592'}"
SAMN30310291,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN30310291', 'Sample name': 'zh13_GF_L_3', 'SRA': 'SRS14670759'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhonghuang 13', 'tissue': 'Leaf_3'}, 'Accession': 'SAMN30310291', 'ID': '30310291'}"
SAMN30727782,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN30727782', 'Sample name': 'W_Dc_48h_3', 'SRA': 'SRS15044075'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'Williams', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'stem', 'sample': '15'}, 'Accession': 'SAMN30727782', 'ID': '30727782'}"
SAMN36720905,"{'title': 'R75CK3', 'Identifiers': {'BioSample': 'SAMN36720905', 'Sample name': 'R75CK3', 'SRA': 'SRS18434923'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'R75 without water for 3rd time.', 'cultivar': 'R75', 'age': 'one year', 'tissue': 'seeds'}, 'Accession': 'SAMN36720905', 'ID': '36720905'}"
SAMN15648086,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648086', 'Sample name': 'a8-1', 'SRA': 'SRS7092752'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P051', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648086', 'ID': '15648086'}"
SAMN14614954,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN14614954', 'Sample name': 'Myb14-SA-3', 'SRA': 'SRS6497980'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'treat6', 'cultivar': 'Tianlong1', 'ecotype': 'missing', 'age': 'missing', 'tissue': 'shoot apex'}, 'Accession': 'SAMN14614954', 'ID': '14614954'}"
SAMN02192010,"{'title': 'Generic sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN02192010', 'Sample name': 'Blk4_conO3', 'SRA': 'SRS437991'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': '93B15', 'tissue': 'seed coat', 'Block': '4', 'treatment': 'conO3'}, 'Accession': 'SAMN02192010', 'ID': '2192010'}"
SAMN29993490,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN29993490', 'Sample name': 'soy-Y1138-20-1', 'SRA': 'SRS14458606'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'NN1138 20_DPA replicate 1', 'tissue': 'ovule'}, 'Accession': 'SAMN29993490', 'ID': '29993490'}"
SAMN21359692,"{'title': 'Leaf tissue, PI 438103 (G5), deficient iron conditions', 'Identifiers': {'BioSample': 'SAMN21359692', 'Sample name': 'G5_PI438103_Leaf_Def_Rep1', 'SRA': 'SRS10167721'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'VIR 2588', 'accession': 'PI 438103', 'age': '60 minutes after iron stress', 'tissue': '1st trifoliolate leaflets', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 1 of 3'}, 'Accession': 'SAMN21359692', 'ID': '21359692'}"
SAMN36011914,"{'title': 'cr1_b1_1', 'Identifiers': {'BioSample': 'SAMN36011914', 'Sample name': 'b1', 'SRA': 'SRS18085120'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not collected', 'cultivar': 'Jack', 'ecotype': 'not collected', 'age': 'one year', 'tissue': 'seed', 'replicate': 'replicate = biological replicate 7'}, 'Accession': 'SAMN36011914', 'ID': '36011914'}"
SAMN11845755,"{'title': 'soybean stems, replication 1', 'Identifiers': {'BioSample': 'SAMN11845755', 'Sample name': 'LNS4-SS', 'SRA': 'SRS4820384'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Wm82', 'age': 'stem', 'tissue': 'stem'}, 'Accession': 'SAMN11845755', 'ID': '11845755'}"
SAMN37223635,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN37223635', 'Sample name': 'HN65-DS-3', 'SRA': 'SRS18766181'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Heinong65', 'age': 'v3', 'tissue': 'Root', 'treatment': 'HN65-DS-3'}, 'Accession': 'SAMN37223635', 'ID': '37223635'}"
SAMN38912914,"{'title': 'A7-3-1', 'Identifiers': {'BioSample': 'SAMN38912914', 'Sample name': 'WT-1 28 DAS', 'SRA': 'SRS19925076'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams88', 'tissue': 'leaf', 'replicates': 'replicate7'}, 'Accession': 'SAMN38912914', 'ID': '38912914'}"
SAMN09715769,"{'title': 'YH30_5B6', 'Identifiers': {'BioSample': 'SAMN09715769', 'SRA': 'SRS3596037', 'GEO': 'GSM3306709'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'SD', 'genotype': '3'}, 'Accession': 'SAMN09715769', 'ID': '9715769'}"
SAMN09715919,"{'title': 'YH23_2C3', 'Identifiers': {'BioSample': 'SAMN09715919', 'SRA': 'SRS3595874', 'GEO': 'GSM3306546'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'SD', 'genotype': '1'}, 'Accession': 'SAMN09715919', 'ID': '9715919'}"
SAMN19243718,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN19243718', 'Sample name': '29-S83', 'SRA': 'SRS9035588'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not available', 'cultivar': 'not available', 'ecotype': 'not available', 'age': '3 months', 'tissue': 'leaf'}, 'Accession': 'SAMN19243718', 'ID': '19243718'}"
SAMN09716316,"{'title': 'YH07_3F12', 'Identifiers': {'BioSample': 'SAMN09716316', 'SRA': 'SRS3595508', 'GEO': 'GSM3306179'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'LD', 'genotype': '3'}, 'Accession': 'SAMN09716316', 'ID': '9716316'}"
SAMD00244357,"{'title': 'Root sample collected on 2019-06-19 18:00, biological replicate 5', 'Identifiers': {'BioSample': 'SAMD00244357', 'SRA': 'DRS234718'}, 'Organism': 'Glycine max', 'Accession': 'SAMD00244357', 'ID': '27482669'}"
SAMN03755600,"{'title': 'ZT20-4h_Control-R3', 'Identifiers': {'BioSample': 'SAMN03755600', 'SRA': 'SRS951197', 'GEO': 'GSM1701621'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'leaves', 'cultivar': 'BR16'}, 'Accession': 'SAMN03755600', 'ID': '3755600'}"
SAMN25263511,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN25263511', 'Sample name': 'ZC3-4h-CK-2', 'SRA': 'SRS12019959'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhechun NO.3', 'tissue': 'Pod', 'replicate': 'replicate = biological replicate 32'}, 'Accession': 'SAMN25263511', 'ID': '25263511'}"
SAMN01883204,"{'title': 'D65_C8B_BR2', 'Identifiers': {'BioSample': 'SAMN01883204', 'SRA': 'SRS383610', 'GEO': 'GSM1060807'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark isoline with i-k, K1 alleles, PI 547450 (L70-4204)', 'Stage': '100-200mg fresh weight', 'preservation': 'lyophilized', 'purification': 'none', 'tissue': 'seed coat', 'pigmentation': 'non-pigmented'}, 'Accession': 'SAMN01883204', 'ID': '1883204'}"
SAMN21218880,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN21218880', 'Sample name': 'soybeanGmERF113OE15', 'SRA': 'SRS10017478'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Dongnong 50 OE', 'age': '30-day-old soybean', 'tissue': 'Leaf', 'replicate': 'replicate = biological replicate 1'}, 'Accession': 'SAMN21218880', 'ID': '21218880'}"
SAMN32153922,"{'title': 'Varieties of 513', 'Identifiers': {'BioSample': 'SAMN32153922', 'Sample name': 'JL310', 'SRA': 'SRS16279897'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153922', 'ID': '32153922'}"
SAMN22371160,"{'title': 'W-1 R5 field rep2', 'Identifiers': {'BioSample': 'SAMN22371160', 'SRA': 'SRS10623387', 'GEO': 'GSM5629922'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'W-1', 'timepoint': 'R5', 'tissue': 'seed'}, 'Accession': 'SAMN22371160', 'ID': '22371160'}"
SAMN30806747,"{'title': 'G_8h_3', 'Identifiers': {'BioSample': 'SAMN30806747', 'Sample name': 'G_8h_3', 'SRA': 'SRS15082198'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'Genesis 5601', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'stem', 'sample': '21'}, 'Accession': 'SAMN30806747', 'ID': '30806747'}"
SAMN39205537,"{'title': 'QS15544_paired_L73_R1', 'Identifiers': {'BioSample': 'SAMN39205537', 'Sample name': 'RNA_seq_sample_QS15544_RIL_273', 'SRA': 'SRS20030179'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Population QS15544', 'ecotype': 'Population QS15544', 'age': '25 days', 'tissue': 'Leaf tissue from V4 stage', 'population': 'QS15544'}, 'Accession': 'SAMN39205537', 'ID': '39205537'}"
SAMN40001339,"{'title': 'L2C_1', 'Identifiers': {'BioSample': 'SAMN40001339', 'Sample name': 'L2C_1', 'SRA': 'SRS20640466'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'missing', 'cultivar': 'Glycine max', 'ecotype': 'missing', 'age': 'missing', 'tissue': 'seed', 'treatment': 'no', 'replicate': 'replicate = biological replication 1'}, 'Accession': 'SAMN40001339', 'ID': '40001339'}"
SAMN26420997,"{'title': 'plant3', 'Identifiers': {'BioSample': 'SAMN26420997', 'Sample name': 'WT-3', 'SRA': 'SRS12267536'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Plant', 'cultivar': '3Huachun 6', 'age': '8 hours after treatment', 'tissue': 'Soybean root'}, 'Accession': 'SAMN26420997', 'ID': '26420997'}"
SAMN02358869,"{'title': 'SD_G3_T1_C', 'Identifiers': {'BioSample': 'SAMN02358869', 'SRA': 'SRS482199', 'GEO': 'GSM1234628'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'ClarkNIL-L65-3366', 'treatment': 'Short Day (10L:14D)', 'timepoint': 'morning 6:30 am'}, 'Accession': 'SAMN02358869', 'ID': '2358869'}"
SAMN24224866,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN24224866', 'Sample name': 'D0_R2', 'SRA': 'SRS11352766'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': '0day_root_2', 'cultivar': 'Williams 82', 'ecotype': 'W 82', 'age': '0day', 'tissue': 'hypocotyl'}, 'Accession': 'SAMN24224866', 'ID': '24224866'}"
SAMN19021076,"{'title': 'Root RNA-seq', 'Identifiers': {'BioSample': 'SAMN19021076', 'Sample name': 'LP-PTF-R1_FRAS202109882-1r_1', 'SRA': 'SRS8892738'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'HN89', 'age': '33d', 'tissue': 'roots from soybean'}, 'Accession': 'SAMN19021076', 'ID': '19021076'}"
SAMN40001451,"{'title': 'S2D_2', 'Identifiers': {'BioSample': 'SAMN40001451', 'Sample name': 'S2D_2', 'SRA': 'SRS20640394'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'missing', 'cultivar': 'Glycine max', 'ecotype': 'missing', 'age': 'missing', 'tissue': 'seed', 'treatment': 'no', 'replicate': 'replicate = biological replication 2'}, 'Accession': 'SAMN40001451', 'ID': '40001451'}"
SAMN30428958,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN30428958', 'Sample name': 'Gm100M_3', 'SRA': 'SRS14734158'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Root3 of Glycine max under stress', 'cultivar': 'not applicable', 'ecotype': 'not collected', 'age': 'One month', 'tissue': 'Root'}, 'Accession': 'SAMN30428958', 'ID': '30428958'}"
SAMN33988729,"{'title': 'DM 6563 IPRO A-3', 'Identifiers': {'BioSample': 'SAMN33988729', 'Sample name': '13', 'SRA': 'SRS17182257'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'DM 6563 IPRO', 'tissue': 'Seed', 'phenotype': 'Yellow seed coat', 'treatment': 'Six months in uncontrolled enviroment', 'Replicate': '3'}, 'Accession': 'SAMN33988729', 'ID': '33988729'}"
SAMN09715650,"{'title': 'YH35_3F4', 'Identifiers': {'BioSample': 'SAMN09715650', 'SRA': 'SRS3596142', 'GEO': 'GSM3306815'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'LD', 'genotype': '4'}, 'Accession': 'SAMN09715650', 'ID': '9715650'}"
SAMN26344679,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN26344679', 'Sample name': 'Mock_4060_PI105B', 'SRA': 'SRS12147828'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'NIL-4060', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'root crown', 'treatment': 'Water (PH=7)'}, 'Accession': 'SAMN26344679', 'ID': '26344679'}"
SAMD00276112,"{'title': 'Root sample of soybean cultivated in Plot-10, collected on 2018-07-04', 'Identifiers': {'BioSample': 'SAMD00276112', 'SRA': 'DRS277261'}, 'Organism': 'Glycine max', 'Attributes': {'biological_replicate': 'hairy vetch application, biological replicate 5'}, 'Accession': 'SAMD00276112', 'ID': '32887227'}"
SAMD00235524,"{'title': 'Control_1', 'Identifiers': {'BioSample': 'SAMD00235524'}, 'Organism': 'Glycine max', 'Attributes': {'age': 'DAS1', 'treatment': 'no'}, 'Accession': 'SAMD00235524', 'ID': '17154039'}"
SAMD00235543,"{'title': 'Rhizopus_oligosporus_4', 'Identifiers': {'BioSample': 'SAMD00235543'}, 'Organism': 'Glycine max', 'Attributes': {'age': 'DAS4', 'treatment': 'Rhizopus oligosporus'}, 'Accession': 'SAMD00235543', 'ID': '17154058'}"
SAMN02009289,"{'title': 'Generic sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN02009289', 'Sample name': 'num_6', 'SRA': 'SRS415751'}, 'Organism': 'Glycine max', 'Accession': 'SAMN02009289', 'ID': '2009289'}"
