bioproject,stress,n,part,title,abstract,doi,pmid
PRJNA730918,virus,23,leaf: 23,Identification of plant viruses in soybean by metagenomic sequencing,"Viruses negatively impact soybean production by causing disease that affect yield and seed quality. Newly emerging or re-emerging viruses can also threaten soybean production, because current control measures may not be effective against them. Furthermore, detection and characterization of new plant viruses requires major efforts when no sequence or antibody-based resources are available. In this study, soybean fields were scouted for virus-like disease symptoms during 2017 growing season. Total RNA was extracted from symptomatic soybean tissues collected individually. cDNA libraries were prepared and RNA sequencing was performed using next-generation sequencing (NGS) Illumina HiSeq3000 (Illumina, https://www.illumina.com/) to generate paired-end reads (HiSeq: 2 * 150 bp, 2 lanes). After removal of soybean reads, the short-reads were de novo assembled using the Trinity assembler. Through metagenomics approaches, several viruses were detected and identified as single or mixed infections in soybean. De novo assemblies generated full- or nearly full-length genomes in soybean. Taken together, the results of this study showed that NGS-based technology is a valuable diagnostic tool for the identification of several viruses in field-grown soybean, and can provide rapid information about plant viruses that were previously not detected in soybean fields.",10.1186/s12985-022-01872-5,36100874
PRJNA731151,virus,41,leaf: 41,Identification of plant viruses in soybean by metagenomic sequencing,"Viruses negatively impact soybean production by causing disease that affect yield and seed quality. Newly emerging or re-emerging viruses can also threaten soybean production, because current control measures may not be effective against them. Furthermore, detection and characterization of new plant viruses requires major efforts when no sequence or antibody-based resources are available. In this study, soybean fields were scouted for virus-like disease symptoms during 2018 and 2019 growing seasons. Total RNA was extracted from symptomatic soybean tissues collected individually. cDNA libraries were prepared and RNA sequencing was performed using next-generation sequencing (NGS) Illumina HiSeq3000 (Illumina, https://www.illumina.com/) to generate paired-end reads (HiSeq: 2 * 150 bp, 2 lanes). After removal of soybean reads, the short-reads were de novo assembled using the Trinity assembler. Through metagenomics approaches, several viruses were detected and identified as single or mixed infections in soybean. De novo assemblies generated full- or nearly full-length genomes in soybean. Taken together, the results of this study showed that NGS-based technology is a valuable diagnostic tool for the identification of several viruses in field-grown soybean, and can provide rapid information about plant viruses that were previously not detected in soybean fields.",10.1186/s12985-022-01872-5,36100874
PRJDB3474,,6,root: 3 | shoot: 3,A new strategy to identify the long-distance mobile peptides from xylem sap.,"Total RNAs were extracted from internodes and roots of 18 day-after-germination soybean plants, and the expression levels of the genes that encode xylem sap associated peptides or proteins were analyzed.",,
PRJDB3582,,1,leaf: 1,RNAseqs for transcriptome analysis of soybean (Glycine max L.; 2n=20) cultivar ENREI were s equenced.,"Soybean (Glycine max L.; 2n=20) is one of the world's most important leguminous crops and a major source of proteins, oils, and other physiologically active substances. In Japan, soybean is a crop that has been eaten from ancient times, as a valuable source of fermented products such as miso, soy sauce, and natto, and non-fermented products such as tofu and soymilk. In order to facilitate improvement of Japanese soybean cultivars, a large-scale analysis of an elite soybean cultivar Enrei has been initiated. The genome project aims to (1) determine a draft genome sequence of cultivated Enrei using next-generation sequencing technology, (2) characterize the genome by comparative analysis with the completely sequenced soybean cultivar Williams 82, and (3) elucidate the genes involved in many agronomic traits that can be used for improvement of Japanese soybean cultivars.",,
PRJDB7775,,8,shoot: 8,Effect of thinning at R5 on transcriptome in soybean main stem,A. Experimental design: 1 genotype: Sachiyutaka. 2 treatments: thinning at R5 (plant population density was altered from 22.2 plants  to 5.56 plants per square meter) and control (plant population density was maintain at 5.56 from sowing to harvest). 2 replications 2 time point: 14 days after R5 and 28 days after R5. TOTAL: 8 RNA sequencing. Sample: main stem. Stage: R5 to R6. Growth condition: Field condition. Day length: Field condition. Sampling time: 9 a.m. to 10 a.m. Day length: Field condition. Sampling time: 9 a.m. to 10 a.m.,,
PRJNA140079,,3,embryo: 1 | seed: 1 | suspensor: 1,Transcript Profiling of Soybean Seed Compartments Using Laser Capture Microdissection Coupled With RNA-Seq,We used laser capture microdissection (LCM) to capture soybean seed compartments and profiled the transcriptomes of several compartments using next-generation sequencing.  We profiled the transcriptomes of the embryo-proper and the suspensor region from globular stage embryos and the seed coat parenchyma layer of early maturation stage seeds using the Illumina GAIIx system. Overall design: Illumina sequencing of transcripts from laser-captured embryo proper and suspensor of globular stage embryo and seed coat parenchyma layer of the early maturation stage seed.,,
PRJNA140453,,4,cotyledon: 3 | seed: 1,Epigenetic Regulation of the Transition from Seed Maturation to Germination in Soybean,"How epigenetics is involved in the transition from seed maturation to seed germination largely remains elusive. To uncover the possible role of epigenetics in gene expression during the transition from seed maturation to seed germination in soybean, the transcriptome of cotyledons from four stages of soybean seed maturation and germination, including mid-late maturation, late maturation, seed dormancy and seed germination, were profiled by Illumina sequencing. For the genes that are quantitatively regulated at the four stages, two antagonistic epigenetic marks, H3K4me3 and H3K27me3, together with the binding of RNA polymerase II, were investigated at the four stages by chromatin immunoprecipitation (ChIP). For 10 out of 16 genes examined, the relative enrichment of histone modification marks (H3K4me3 and H3K27me3) and RNA polymerase II binding on their promoter regions correlates well with their relative expression levels at four stages, suggesting the involvement of epigenetics in transcriptional regulation. A striking finding is that seed germination-specific genes start to show open chromatin (H3K4me3) during late seed maturation although their transcripts do not accumulate, which is further supported by RNA polymerase II binding. Together, our results provide the first evidence that seed germination genes can be primed for transcription (open chromatin and RNA polymerase II binding) during seed maturation, highlighting that the transition from seed maturation to seed germination starts at late seed maturation stages at both the genetic and epigenetic levels. Overall design: Illumina sequencing of transcripts from cotyledons of mid-maturation (B1 stage) and late maturation (AA1 stage) seeds, whole dry seeds, and cotyledons of seedlings six days after imbibition.",10.1073/pnas.1716758114,29078418
PRJNA186522,,24,leaf: 24,Single-base resolution DNA methylomes of soybean recombinant inbred lines reveals heritability patterns of natural methylation variants (RNA-seq),"Microbe associated molecular pattern (MAMP)-triggered immunity (MTI) is an important component of the plant innate immunity response to invading pathogens. Although several MTI responses can be measured in different plant species, their magnitude is likely plant-species specific and even cultivar specific. In this work, we show that the variation in gene expression, either under untreated or treated conditions, is inherited. In addition, genes with potential additive and non-additive effects were identified in two mapping lines, several of these with a potential function in the control of the innate immunity. Likewise, we observed that some genes differentially expressed across the parental and mapping lines showed different DNA methylation patterns. Finally, a gene regulatory module analysis identified key networks that likely control soybean innate immunity. The data presented represent the basis for further functional analysis that can lead to a better understanding of the soybean innate immunity response. Overall design: RNA-Seq data collected from Glycine max leaves treated with MAMPs of two parental lines of a RIL population and two individual RILs.",,
PRJNA196471,,9,shoot: 5 | leaf: 4,Glycine max Transcriptome or Gene expression,"To provide novel insights into the molecular basis of floral initiation, RNASeq was used to characterize the soybean transcriptome of leaf and micro-dissected shoot apical meristem at different time points after short-day treatment.",,
PRJNA201684,,5,root: 5,Glycine max strain:Peking Transcriptome or Gene expression,Soybean (Peking c.v) roots.,,
PRJNA207354,,24,seed coat: 24,Glycine max strain:93B15 Transcriptome or Gene expression,"The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient, the seed coat promotes transport of sugars from source leaves to seeds, thereby increasing sink strength. Understanding how gene regulation in sink tissue is altered by climate change factors will help elucidate the role these genes play in determining yield. This project aims to determine how elevated temperature, drought and ozone alter gene expression in the seed coat. Overall this study discovered high abundance seed coat specific genes, which may be candidates for functional genomic analysis in the future.",,
PRJNA208048,,3,seed: 2 | nodule: 1,Glycine max strain:LD04-15154 Transcriptome or Gene expression,HiPro soybean RNA-seq.,"10.1104/pp.110.158949, 10.1186/1471-2229-10-41, 10.1186/1471-2229-10-160","20656899, 20199683, 20687943"
PRJNA209843,,12,leaf: 12,Glycine max strain:Gongxuan 1 Transcriptome or Gene expression,"Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However, short crops often grow in shade condition underneath the canopy of tall crops. Soybean is one of the most important oil crops and usually is planted in intercropping patterns. However, little is known about the acclimation responses of soybean leaves to shade in intercropping condition at the transcriptome level.",,
PRJNA238008,,12,seed coat: 12,RNA-Seq Profiling of a Defective Seed Coat Mutation in Glycine max Reveals Differential Expression of Proline Rich and Other Cell Wall Protein Transcripts,"The plant cell wall performs a number of essential functions including providing shape to many different cell types and serving as a defense against potential pathogens. The net pattern mutation creates breaks in the seed coat of soybean (Glycine max) because of ruptured cell walls. Using RNA-Seq, we examined the seed coat transcriptome from three stages of immature seed development in two pairs of isolines with normal or defective seed coat phenotypes due to the net pattern. The genome-wide comparative study of the transcript profiles of these isolines revealed 364 differentially expressed genes in common between the two varieties that were further divided into different broad functional categories. Genes related to cell wall processes accounted for 19% of the differentially expressed genes in the middle developmental stage of 100-200 mg seed weight. Within this class, the cell wall proline-rich and glycine-rich protein genes were highly differentially expressed in both genetic backgrounds. Other genes that showed significant expression changes in each of the isoline pairs at the 100-200 mg seed weight stage were xylem serine proteinase, fasciclin-related genes, auxin and stress response related genes, TRANSPARENT TESTA 1 (TT1) and other transcription factors. The mutant appears to shift the timing of either the increase or decrease in the levels of some of the transcripts.  The analysis of these data sets reveals the physiological changes that the seed coat undergoes during the formation of the breaks in the cell wall. Overall design: Examination of soybean isolines in two different genetic background at three different seed weight stages: Seed coats of Clark standard (CS, wild type) &amp; Clark defective (CD, seed coat mutant), Harosoy Standard (HS) &amp; Harosoy defective (HD) at 50-100mg, 100-200mg and 400-500mg.",10.1371/journal.pone.0096342,24828743
PRJNA242863,,9,seed: 9,Identification and characterization of transcript polymorphisms in soybean lines varying in oil composition and content,"Genetic/genome diversity underlying variation in seed oil composition and content among soybean varieties is largely attributed to differences in transcript sequences and/or transcript accumulation of oil production related genes in seeds. Discovery and analysis of sequence and expression variations in these genes will accelerate soybean oil quality improvement. In an effort to identify these variations, we sequenced the transcriptomes of soybean seeds from nine lines varying in oil composition and/or total oil content. Our results showed that 69,338 distinct transcripts from 32,885 annotated genes were expressed in seeds. A total of 8,037 transcript expression polymorphisms and 50,485 transcript sequence polymorphisms (48,792 SNPs and 1,693 small Indels) were identified among the lines.  Effects of the transcript polymorphisms on their encoded protein sequences and functions were predicted. The studies also provided independent evidence that the lack of FAD2-1A gene activity and a non-synonymous SNP in the coding sequence of FAB2C caused elevated oleic acid and stearic acid levels in soybean lines M23 and FAM94-41, respectively. As a proof-of-concept, we developed an integrated RNA-seq and bioinformatics approach to identify and functionally annotate transcript polymorphisms, and demonstrated its high effectiveness for discovery of genetic and transcript variations that result in altered oil quality traits. The collection of transcript polymorphisms coupled with their predicted functional effects will be a valuable asset for further discovery of genes, gene variants, and functional markers to improve soybean oil quality. Overall design: transcriptome comparison of nine different soybean varieties",10.1186/1471-2164-15-299,24755115
PRJNA246024,,3,cotyledon: 3,Glycine max Transcriptome or Gene expression,Soybean seeds were fortified with the vitamin A precursor b-carotene by the overexpression of a seed specific chloroplast targeted phytoene synthase gene.,,
PRJNA266538,,30,leaf: 30,Glycine max cultivar:Williams82 Transcriptome or Gene expression,"Soybean (Glycine max, cv Williams82) leaf petiole explants exposed to 25 ul/l ethylene for 0 to 72 h. Explants were prepared from 21 day-old greenhouse grown plants. Leaf abscission zones (LAZ) consisted of 2 mm of tissue collected below the leaf blade. The petioles (NAZ) consisted of approximately 3 to 4 mm of petiole tissue with the AZ removed. Explants and tissue were collected in February, March and April of 2013. Tissue and RNA were collected at USDA, Beltsville, MD (Mark L Tucker, Joonyup Kim and Ronghui Yang). Library construction and sequencing was completed at Univ of Cornell, Itheca, NY using a Illumina HiSeq 2000 (James J Giovannoni and Zhangjun Fei).",,
PRJNA271477,,36,seed: 36,Detection and Characterization of Gene Expression Differences in Transgenic Glycine max Seeds with RNAseq,"Transformation of Glycine max with seed-targeted expression vectors via Agrobacterium causes measurable unscripted gene expression changes in the seed transcriptome Overall design: mRNA was sequenced from three transgenic events expressing three different recombinant proteins in soybean seeds.  Three plants were chosen from each as group replicates, and three seeds from each plant as individual biological replicates.","10.1155/2016/1562041, 10.1186/s12896-015-0207-z","28025595, 26427366"
PRJNA302826,,1,seed: 1,Glycine max cultivar:Shi-shi Raw sequence reads,To understand the function of soybean endosperm,,
PRJNA306049,,3,leaf: 3,Investigation of small RNA and RNA-seq transcripts from soybean (Glycine max) DCL1 mutants,"In plants, DICER-LIKE1 is a critical enzyme in the biogenesis pathway of plant miRNAs. Zinc-finger nucleases were used to generate single and double-mutants of soybean DCL1 homologs. We created several small RNA libraries to investigate the effect on miRNA abundance in these various mutants. RNAseq transcript data was also generated in order to investigate targets of those impacted miRNAs. Overall design: Genome-wide small RNA profiling was done by Illumina TruSeq sample preparation followed by high-throughput sequencing with Illumina HiSeq 2000 platform. ",10.1534/g3.115.022137,26681515
PRJNA326705,,1,seed: 1,Glycine max Transcriptome or Gene expression,Glycine max Transcriptome,,
PRJNA336056,,6,root: 6,RNA-sequencing of GmPHD6 over-expression and RNAi transgenic hairy roots and the control samples of K599,"Plant homeodomain (PHD) finger proteins are 'histone code readers'. They recognize and bind to epigenetically modified histone H3 'tail'. Here we reported that an Alfin1-like soybean protein, GmPHD6, read H3K4me0/1/2 but not H3K4me3 with the N-terminal instead of the PHD finger. GmPHD6 does not possess transcriptional regulatory ability. Through the PHD finger, GmPHD6 interacts with its co-activator, LHP1-1/2. Using a transgenic hairy root system, we demonstrated that over-expression of GmPHD6 improved stress tolerance in transgenic soybean composites. Perhaps due to the excessive amount of LHP1 compared to that of GmPHD6, over-expression of LHP1-1/2 failed to do so. The integrity of the complex is essential in stress response, for the abrogation of DNA binding activity of GmPHD6 or the decrease of LHP1 content leads to stress sensitivity in soybean. GmPHD6 influences expression of dozens of stress-related genes to confer stress tolerance. Among these genes, we identified three direct targets of GmPHD6, ASR (ABA-stress-ripening induced), CYP71A22 (cytochrome P450) and CYP82C4. Our study reveals significant findings in stress response. GmPHD6 and LHP1 are recruited to H3K4me0/1/2 marks, where several stress-related genes may locate in, to form a transcriptional activation complex. GmPHD6 locates target sites through recognizing the G-rich elements in their promoters; LHP1 enhances expression levels of these targets. Genetically engineering of GmPHD6/LHP1 complex should improve stress tolerance in crop plants. Overall design: Three samples were chosen, GmPHD6 over-expression, GmPHD6 RNAi and the control sample (K599).Downstream genes are defined as the common genes that are up-regulated in GmPHD6-OE sample and down-regulated in RNAi sample.",10.1104/pp.16.01764,28874519
PRJNA338767,,3,root: 3,Diversification of Root Hair Development Genes in Vascular Plants,"Purpose: The root hair is a model for understanding evolution of individual cell differentiation programs in plants. We compare the expression of the genes that participate in root hair development between Arabidopsis and other vascular plants to assess the conservation/diversification of the root hair development programs in vascular plants. Methods: We used RNA-Seq, in triplicates, to measure the genome-wide transcription activity of the root-hair cells isolated by Fluorescence-activated cell sorting (FACS) in Arabidopsis (COBL9::GFP transgeneic line, AtRH) and rice (EXPA30::GFP transgenic line, OsRH). We also generated RNA-Seq data, in triplicates, on the Arabidopsis rhd6 WER::GFP and WT WER::GFP by FACS to identify the RHD6-regulating root hair morphogenesis genes (AtRHM). For Arabidopsis, rice, tomato, soybean, cucumber and maize, we used RNA-seq, in triplicates, to measure genome-wide transcription activity of root hair cells filtered by sieves after stirred in liquid nitrogen (HAIR genes). Each sample was trimmed to retain high-quality reads, mapped to the reference genome by TopHat, and quantified by Cufflinks. The number of raw reads of Arabidopsis rhd6 WER::GFP and WT WER::GFP sample was counted by HTSeq and analyzed by edgeR to identify the differentially expressed genes. Results: We defined the root-hair transcriptome in diverse vascular plant species and analyzed the relative conservation/divergence in the expression of a large set of gene families. Overall design: RNA-Seq on the FACS isolated root hair-cells of Arabidopsis COBL9::GFP and rice EXPA30::GFP transgenic lines to get the gene expression of the root-hair cells of Arabidopsis and rice. RNA-Seq on the FACS isolated epidermal cells of Arabidopsis rhd6 WER::GFP and WT WER::GFP transgenic lines to identify the RHD6-regulating root hair genes. RNA-Seq on sieve-filtered root hair cells from Arabidopsis, rice, tomato, soybean, cucumber, and maize to define the root-hair transcriptome in diverse angiosperms. Each measurement includes 3 biological replicates.",10.1104/pp.17.00374,28487476
PRJNA352344,,9,root: 9,Glycine max cultivar:Shuinong 28 Raw sequence reads,"Soybean(Glycine max), the third most cultivated crop, provides an important source of protein and oil to humans and animals worldwide. As a typical dicotyledon, soybean root architecture is taproot system. Soybean root growth and response to environmental cues are important factor for maintaining crop yields. As a common and efficient method, application of plant growth regulators can manipulate plant growth and yield. Uniconazole, a plant growth retardant, has been extensively applied in plants to increase tolerance and improve quality. In this study, we studied the effect of uniconazole treatment on root of Glycine max by genome-wide transcriptome. This research elucidated the complex mechanism of uniconazole treatment.",,
PRJNA356948,,1,whole plant: 1,Glycine max Raw sequence reads,To Understand the Transcriptome Changes of Glycine max Roots and Leaves under Low-Pi Stress,,
PRJNA369113,,36,leaf: 36,Circadian transcriptome of soybean unifoliolate leaves,The goal of this study is to obtain the circadian transcriptome of soybean leaf and derive the time-indicating genes for the molecular timetable analysis. Overall design: Soybean unifoliolate mRNA profiles of 11-day-old Williams82 seedlings under the circadian condition were generated by HiSeq in triplicates,10.1073/pnas.1708508116,31676549
PRJNA369414,,21,embryo: 15 | cotyledon: 6,Genome-Wide Reinforcement of DNA Methylation Occurs during Somatic Embryogenesis in Soybean,"Tissue culture is a major method for plant regeneration and for production of transgenic plants. Thus far, our knowledge of the dynamic epigenomic during tissue culture is limited. In this study, we generated epigenomes from nine different stages throughout the tissue culture process and found significant genome-wide increases of DNA methylation throughout the soybean genome. This change mostly happens in CHH (H = A, T, C) context and targets transposable elements (TEs). Subsequent analyses of corresponding transcriptomes and small RNA distributions indicate that it is associated with high activity of the RNA-directed DNA methylation (RdDM) pathway. These results provide important insights into the function of a dynamic epigenome throughout tissue culture and extends our understanding of epigenome-wide reprogramming of the DNA methylome in plants. Overall design: Five samples throughout specific stages of tissue culture were analyzed in tripiicate for changes in DNA methylation, RNA expression and smalL RNA abundance",,
PRJNA401736,,6,leaf: 6,GmRAV1 regulates regeneration of root and adventitious buds by cytokinin in Arabidopsis and soybean,"Purpose:  The goals of this study are to identify what gene GmRAV1 was related to. RNA-Sequencing experiments were designed between GmRAV1-ox soybeans and DN50 soybeans. Methods:  Leaves mRNA  of 30-day-old DN50 and GmRAV1-ox soybeans were used by RNA sequencing using Illumina HiSeqTM2000. The sequence reads that passed quality filters were analyzed at the transcript isoform level with TopHat followed by Cufflinks. Genome_build: Glycine max Wm82.a2.v1 Results: RNA-seq data confirmed that there are 1467 genes with significant differences. Some genes expression of cytokinin and auxin signaling pathways is dramatically changed, such as GmARR9, GmAUX22, GmPIN1, GmCycD3 and GmPDV2. Conclusions: GmRAV1 are related to cytokinin and auxin signaling pathways. Overall design: High-throughput sequencing using Illumina HiSeq 2000 (RNA-Seq) was performed on 30-day-old DN50 and GmRAV1-ox soybeans.",,
PRJNA644259,,12,leaf: 6 | seed: 6,Glycine max dcl2 Transcriptome sRNA and WGBS,"The sRNA-seq, mRNA-seq and WGBS of soybean Tianlong 1 cultivar and Gmdcl2a/dcl2b mutant",,
PRJNA648759,,4,root: 2 | shoot: 2,mobile RNAs detected in graft soybean/common bean system,"We detected the mobile mRNAs / sRNAs and decipher their functions by integrating sRNA-seq, RNA-seq, and single molecule, real-time (SMRT)-seq, and degradome-seq data from heterografted and autografted soybean (Glycine max) and common bean (Phaseolus vulgaris)",,
PRJNA656592,,8,leaf: 8,RNA sequecnce of soybean leaf,"Evening Complex is a key component of the plant circadian clock network. Here, we conducted RNA sequence analysis using leaves samples from BC1F9 plants of wt, gmlux2, gmelf3a and gmlux2 gmelf3a four genotypes. And we further identified the genome-wide targets of soybean GmLUX2 and GmELF3a.",,
PRJNA657378,,3,leaf: 3,Glycine max cultivar:williams 82 Raw sequence reads,"GmJAG1 is a key transcription factor, however how GmJAG1 targeted in soybean genome is still unclear. Using a optimized ChIPmentation method, we successfully identified the GmJAG1 binding sites in soybean. Coupled with ATAC-seq H3K27me3 ChIP-seq data, we found that transcription factor associated these epigenetic marks to regulating gene expression in soybean.",10.1016/j.ygeno.2020.12.026,33338631
PRJNA657728,,2,leaf: 2,3D genome reorganizations in the evolution and domestication of soybean,"In eukaryotes, the genome is hierarchically organized into three-dimensional (3D) structures which are crucial for many biological processes in animals and plants, of which the roles in the evolution and domestication of soybean remained elusive. In this study, we comprehensively compared 3D genome organizations among Glycine max, Glycine soja and Phaseolus vulgaris, and revealed the roles of genome topology in the evolution and domestication of soybean. The data sets provided a rich resource to identify genes involving in chromatin contacts and important agronomic traits to be utilized in the crop improvements in the future.",,
PRJNA660310,,1,leaf: 1,Transcriptomic changes and regulatory divergences between wild and cultivated soybean,"To investigate the transcriptomic changes and regulatory divergences between wild and cultivated soybean, young leaves from the soybean cultivar Jiyu47 (paternal) and a wild soybean GS (maternal) as well as their F1 hybrids were collected. Three individuals were harvested for each genotype and RNA was extracted and sequenced for each individual separately.",,
PRJNA660896,,11,leaf: 11,Glycine max ha12 raw sequence reads of RNA,Raw sequence reads of RNA-seq of six HD12s and M18s,,
PRJNA663421,,12,leaf: 12,Transcriptome profiling of a long-juvenile soybean variety with a loss-of-function allele of J (GmELF3a) under different photoperiod conditions,"The loss of function of J/GmELF3 gene in soybean delays flowering and enhance yield under short day conditions. Understanding the molecular mechanism of soybean delayed flowering under short-day (SD) conditions will enhance breeding of high yielding soybean varieties for the tropics. Our study aims at discovering the flowering related genes and the pathways involved in Huaxia-3, a long-juvenile mutant soybean variety with mutation in J locus and delayed flowering under SD. RNA-Seq analysis was conducted to compare the transcriptome of Huaxia-3 (HX-3) to a transgenic Huaxia-3 (OEHX-3) overexpressing the J gene. The study contributes to the knowledge gap in the molecular mechanism of flowering time regulation under tropical conditions.",,
PRJNA664557,,6,leaf: 6,Effects SynCom1 inoculation on the transcriptional profile of soybean plant,"Synthetic Community 1 (SynCom1) was composed of 12 isolates with nitrogen fixation, Pi solubilizing and IAA production. Each isolate was cultured in their respective growth medium at 28 Celsius degree and shaken at 150 rpm/min to an OD600 of 1.5. SynCom1 inoculants were prepared through mixing of equal amounts of each re-suspended microbial strain. Sterilized seeds of soybean were germinated in the growth substrate. Three seeds were sown in each pot and 10 mL SynCom mixture was applied to each pot around the planted seed. Plants were irrigated with LNLP (low N: 530 uM; low P: 25 uM) nutrient solution. The newest mature trifoliate leaves were collected from three biological replicates of SynCom1 inoculated and control soybean plants after 4 weeks of cultivation in growth chambers. Three biological replicates were harvested and quickly immersed in liquid nitrogen prior to being subjected to total RNA extraction and then RNA-seq analysis.",,
PRJNA675850,,7,embryo: 7,"Transcriptomes of imbibed and dry soybean embryonic axes stored for 3, 19, and 22 years","We looked for differences in the transcriptomes of imbibing soybean axes that were either recently harvested and expected to germinate, or aged in dry storage and expected to not germinate. It is unclear what of the many changes that occur in seeds in the dry state might be responsible for the loss of germination capacity. Since we previously found the dry transcriptomes in fresh and aged seeds were not significantly different, we decided to see whether different metabolic pathways get activated in aged seeds upon imbibiition.",,
PRJNA681087,,6,leaf: 6,Glycine max cultivar:Dongnong 50 Transcriptome or Gene expression,GmRAV overexpression repressed flowering time and growth period [RNA-Seq],,
PRJNA683993,,6,leaf: 6,Glycine max cultivar:Dongnong 50 Transcriptome or Gene expression,RNA-Seq,,
PRJNA687319,,12,leaf: 6 | petiole: 6,short petioles and rolled leaves of soybean,Location of related genes of short petioles and rolled leaves in soybean,,
PRJNA689321,,14,shoot: 11 | leaf: 3,Co-transcriptional and post-transcriptional features of transcriptome in soybean shoot apex and leaf,"Transcription is the first step of central dogma, in which the genetic information stored in DNA is copied into RNA. Other than mature RNA sequencing (RNA-seq), high throughput nascent RNA assays have been established and applied to provide details of transcription. We present here the first profiling of nascent RNA from trifoliate leaf and shoot apex of soybean. In combination of nascent RNA (chromatin bond RNA, CB RNA) and RNA-seq, we found that introns are largely spliced co-transcriptionally. Although alternative splicing (AS) is mainly determined at nascent RNA biogenesis, differential AS between tissues at mature RNA does not correlate well with co-transcriptional differential AS. Overall, RNA abundance is moderately correlated between nascent RNA and mature RNA in one tissue, but their fold changes between tissues is highly correlated at nascent RNA and mature RNA level. Thousands of novel transcripts (mainly noncoding RNA) were detected by CB RNA-seq, including two natural antisense RNA overlapped with two important genes controlling soybean reproductive development, FT2a and Dt1a. Taken together, we demonstrated the adoption of CB RNA-seq in soybean, which may shed light on gene expression regulation on important agronomic traits in leguminous crops.",,
PRJNA690873,,1,leaf: 1,Glycine max Transcriptome,To identify differentially expressed genes associated with COR treatment in soybean leaves by RNA-seq,,
PRJNA691985,,2,shoot: 2,FT5a interferes with the Dt1-AP1 feedback loop to control flowering time and shoot determinacy in soybean,"These findings provide novel insights into the roles of Dt1 and FT5a in controlling the stem growth habit and flowering time in soybean, which determine the adaptability and grain yield of this important crop.",,
PRJNA702619,,3,leaf: 3,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and GmLHP1OE soybean plants Transcriptomes,"Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare NGS-derived GmLHP1OE soybean plants Transcriptomes profiling (RNA-seq) to microarray methods and to evaluate protocols for optimal high-throughput data analysis.Results: RNA-Seq analysis identified 422 differentially expressed genes (DEGs) with &gt;2.0-fold differences in expression in GmLHP1-OE vs. WT plants under non-stress conditions (False discovery rate [FDR] **P &lt; 0.01). Among the 422 DEGs, 253 were significantly upregulated and 169 were significantly downregulated.",,
PRJNA715640,,1,leaf: 1,study on the adaptation and regulation mechanism of Glycine max(L.) Merr.cv.Mudanjiang to environmental stress in plateaus or plains,studying the growth and development of different forage species under the environmental stress of plateau or plain and its regulation mechanism are of great significance to the mutual scientific and reasonable introduction between plateaus and plains.,,
PRJNA718574,,1,shoot: 1,Glycine max cultivar:PI 594527 Raw sequencing reads and assembly,Genome sequencing and de novo assembly of Rps11 donor line PI549527,,
PRJNA718712,,9,leaf: 9,RNA-Seq of Three Pakistani Soybean Cultivars,Total RNA was extracted from three Pakistani Soybean cultivars to explore the gene expression patterns.,,
PRJNA719094,,12,seed: 12,Next Generation Sequencing Quantitative Analysis of soybean seeds  Transcriptomes,"To investigate the regulatory mechanisms of GmZF392, GmZF351 and GmNFYA in oil accumulation, seeds at H3 stage of transgenic plants and JACK plants were collected for RNA extraction and sequencing. Before sequencing, qPCR showed that expression of GmZF392, GmZF351 and GmNFYA increased to about 10, 109 and 7 times respectively compared to JACK. Clean reads of RNA-sequencing were mapped to soybean genome and genes that had a 1.5 fold increase or 50% decrease, compared to JACK, were defined as differential expressed genes (DEGs). Overall design: mRNA profiles of soybean seeds at H3 stage. Wild type (Jack), GmZF351 overexpressing soybean,  GmZF392 overexpressing soybean and GmNFYA overexpressing soybean.",,
PRJNA722946,,6,leaf: 6,Glycine max RNAseq raw sequence reads,"To further identify the downstream targets and signaling pathway of Rsc7-1 in the immune response, a RNA-seq was performed between WT and Rsc7-1 knock out mutant plants.",,
PRJNA723692,,9,leaf: 9,Glycine max Transcriptome or Gene expression,"The fully expanded first trifoliolate leaves of the soybean line L29 carrying Rsv3 were mechanically inoculated with either mock, SMV-G5H (avirulent stran), or SMV-G7H (virulent strain). For time-course analysis, mRNAs were extracted from the inoculated leaves and untreated healthy leaves at 8, 24, and 54 hours postinoculation (hpi) and subjected to RNA-Seq",,
PRJNA729722,,1,leaf: 1,Glycine max cultivar:ZN6 Genome sequencing and assembly,"Vegetable soybean is one of the most important vegetables in China and has shown a remarkable increase in worldwide demand over the past two decades. In this study, we present a de novo assembly of the vegetable soybean cultivar Zhenong 6 (ZN6), which is one of the most popular cultivars in China.",10.1093/hr/uhab052,35031802
