bioproject,name,title,description,doi,abstract
PRJNA796759,University of Pretoria,"Genomic characterization of soybean blotchy mosaic virus, a cytorhabdovirus from South Africa.","Complete genomic characterisation of soybean blotchy mosaic virus (SbBMV). SbBMV is a novel Cytorhabdovirus, infected Glycine max in the northeastern growing regions of South Africa, with initial descriptions of the disease in 1993. This is the first description of the complete genome of the virus.",,
PRJNA373609,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmCO2-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under high CO2 (800ppm),,
PRJNA373282,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Seed - 039-D09,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA544643,"Kunming Institute of Botany, Chinese Academy of Sciences",Soybean and dodder transcriptome Transcriptome,The transcriptome of soybean and dodder stems,,
PRJNA409504,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-H06 - 130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA146213,miRNAs target conserved motifs of diverse genes encoding NB-LRRs to trigger trans-acting siRNAs in legumes.,miRNAs target conserved motifs of diverse genes encoding NB-LRRs to trigger trans-acting siRNAs in legumes.,"Trans-acting siRNAs (tasiRNAs) negatively regulate target transcripts and are characterized by siRNAs spaced in 21-nucleotide 'phased' intervals. TasiRNAs have not been extensively described in many plant species. We identified dozens of new miRNAs in Medicago and soybean and confirmed 119 Medicago targets. A search for phased tasiRNA-like small RNAs ('phasiRNAs') found at least 114 Medicago loci, the majority of which were NB-LRR encoding genes. Notably, conserved domains in NB-LRR-encoding RNAs are targeted by several 22-nt miRNA families to trigger phasiRNA production. DCL2 and SGS3 transcripts were also cleaved by these 22-nt miRNAs, generating phased small RNAs, suggesting synchronization between silencing and pathogen defense pathways. A second example of 'two-hit' phasiRNA processing was identified, utilizing miR156-miR172 sites. Our data illustrate a complex tasiRNA-mediated regulatory circuit that potentially modulates plant-microbe interactions. A few miRNA triggers regulate an extremely large gene family by targeting highly conserved protein motif-encoding sequences, representing a new paradigm for miRNA function. Overall design: Examination of different tissue types in legumes (Medicago, soybean, common bean, peanut) by high throughput sequencing for small RNA profiling",22089132,"Legumes (Fabaceae or Leguminosae) are unique among cultivated plants for their ability to carry out endosymbiotic nitrogen fixation with rhizobial bacteria, a process that takes place in a specialized structure known as the nodule. Legumes belong to one of the two main groups of eurosids, the Fabidae, which includes most species capable of endosymbiotic nitrogen fixation. Legumes comprise several evolutionary lineages derived from a common ancestor 60 million years ago (Myr ago). Papilionoids are the largest clade, dating nearly to the origin of legumes and containing most cultivated species. Medicago truncatula is a long-established model for the study of legume biology. Here we describe the draft sequence of the M. truncatula euchromatin based on a recently completed BAC assembly supplemented with Illumina shotgun sequence, together capturing &#x223c;94% of all M. truncatula genes. A whole-genome duplication (WGD) approximately 58 Myr ago had a major role in shaping the M. truncatula genome and thereby contributed to the evolution of endosymbiotic nitrogen fixation. Subsequent to the WGD, the M. truncatula genome experienced higher levels of rearrangement than two other sequenced legumes, Glycine max and Lotus japonicus. M. truncatula is a close relative of alfalfa (Medicago sativa), a widely cultivated crop with limited genomics tools and complex autotetraploid genetics. As such, the M. truncatula genome sequence provides significant opportunities to expand alfalfa's genomic toolbox."
PRJEB57693,Chambard et al. 2022,Living yeast-based biostimulants: different genes for the same results?,"Nowadays many products are available on the plant biostimulants market. Among these bi-ostimulants, living yeast-based biostimulants are also commercialized. Given the living aspect of these products, the reproducibility of their effects should be investigated to ensure end-users’ confidence in these solutions. This study aimed to compare effects of a living yeast-based bi-ostimulant between two different soybean cultures. These two cultures C1 and C2 were con-ducted on the same variety and soil, but in different locations and dates until VC developmental stage (unifoliate leaves unrolled), with and without biostimulant treatment on seeds. A leaf transcriptomic analysis was conducted in order to characterize the biostimulant effect on these two cultures. This study firstly showed a high gene expression difference between the two cul-tures. Despite this first result, a secondary analysis focusing on the different pathways differen-tially expressed with the biostimulant treatment showed that pathways modulated by the bi-ostimulant treatment were really close between soybean cultures C1 and C2. These results seem to show that the biostimulant effects led to a similar pathway enhancement in plants even if genes expression was different between the two cultures. Pathways which seems to be reproducibly impacted by the living yeast based biostimulant are abiotic stress response, carbohydrate syn-thesis, protein metabolism and glycolysis.",,
PRJNA373627,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmMinusK-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Potassium deprivation,,
PRJNA718712,COMSATS University Islamabad,RNA-Seq of Three Pakistani Soybean Cultivars,Total RNA was extracted from three Pakistani Soybean cultivars to explore the gene expression patterns.,10.1007/s11033-021-07104-3,
PRJNA434625,Glycine max,Glycine max Raw sequence reads,RNA seq reads from leaf at R7,,
PRJNA411147,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-G09 - 1130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA935991,National Agriculture and Food Research Organization,Genome sequencing of Japanese soybean cultivars,"Soybean cultivars 'Enrei' and 'Fukuyutaka' are utilized as standard materials not only in functional genomics study but also in agricultutural production in Japan. In this study, whole genome sequencing was performed in the two cultivars using Oxford Nanopore Technology and Illumina. Genome assembly (fasta) and annotation (Gff) have been constructed based on this dataset and are also available on Daizu-net (https://daizu-net.dna.affrc.go.jp/ap/).",,
PRJNA411141,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-G03 - 930AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA372523,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Seed - 039-D04,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA635507,Oil Crops Research Institute,RNAseq of Glycine max,DEG of soybean,,
PRJNA411152,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-I03 - 130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA360609,Glycine max,Transgenic and conventional cultivar comparison in response to salt stress,"Soybean is one of the main sources of oil worldwide. Salinity severely affect its yield. GmSIN1 is a NAC transcription factor coding gene. Its overexpression (OE) transgenic lines greatly improved the yield in both common and saline fields. This study focuses on founding changes genes between GmSIN1 OE transgenic seedlings and control seedlings under salt stress or non-salt stress conditions. Illumina Solexa sequencing platform was used for the comparative analysis of transcriptome profiles in the roots and leaves of GmSIN1 OE transgenic seedlings and WEI6823 (control) seedlings under mock or 150 mM NaCl treatment for 6 hrs. Overall design: A total of 8 samples was analyzed. Two soybean genotypes, 2 treatment and 2 biological replicates per condition were used.",31227558,"Abscisic acid (ABA) and reactive oxygen species (ROS) act as key signaling molecules in the plant response to salt stress; however, how these signals are transduced and amplified remains unclear. Here, a soybean (<i>Glycine max</i>) salinity-induced NAM/ATAF1/2/CUC2 (NAC) transcription factor encoded by <i>SALT INDUCED NAC1</i> (<i>GmSIN1</i>) was shown to be a key component of this process. Overexpression of <i>GmSIN1</i> in soybean promoted root growth and salt tolerance and increased yield under salt stress; RNA interference-mediated knockdown of <i>GmSIN1</i> had the opposite effect. The rapid induction of <i>GmSIN1</i> in response to salinity required ABA and ROS, and the effect of <i>GmSIN1</i> on root elongation and salt tolerance was achieved by boosting cellular ABA and ROS contents. GmSIN1 upregulated 9-<i>cis</i>-epoxycarotenoid dioxygenase coding genes in soybean (<i>GmNCED3s</i>, associated with ABA synthesis) and <i>Respiratory burst oxidase homolog B</i> genes in soybean (<i>GmRbohBs</i>, associated with ROS generation) by binding to their promoters at a site that has not been described to date. Together, <i>GmSIN1</i>, <i>GmNCED3s</i>, and <i>GmRbohBs</i> constitute a positive feed-forward system that enables the rapid accumulation of ABA and ROS, effectively amplifying the initial salt stress signal. These findings suggest that the combined modulation of ABA and ROS contents enhances soybean salt tolerance."
PRJNA127081,,,,,
PRJNA1015820,Glycine max cultivar:Williams 82,Glycine max Williams 82 transcriptome - Luc-ET_1,Transcriptome sequencing of William 82 eGEP-Expressed stable line with Luc-ET transformation construct. Grown on hairy root media for 6 weeks; replicate 1.,,
PRJNA1049654,Shandong agricultural university,GmARF16 sequences,RNA-seq and ChIP-seq were performed on root tissues of two-leaf single-phase wild-type plants and GmARF16 transgenic plants.,,
PRJNA876203,Glycine max,Glycine max Raw sequence reads,"RNAseq, Small RNA sequencing, degradome sequencing of Williams 82 and PI 479752",,
PRJNA372495,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Leaf - 039-F03,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA1015760,Glycine max cultivar:Williams 82,Glycine max Williams 82 transcriptome - eGFP.m3g3.v2_6,Transcriptome sequencing of William 82 eGEP-Expressed stable line with eGFP.m3g3.v2 transformation construct. Grown on hairy root media for 6 weeks; replicate 1.,,
PRJNA913970,South China Agricultural University,Overexpression of GmWRKY172 Enhances Cadmium Tolerance in Plants and Reduces Cadmium Accumulation in Soybean Seeds,Unpublished,,
PRJNA215930,Glycine max,Endogenous miRNA targets identified by sequencing of the Soybean degradome,"To identify more targets in soybean, particularly specific targets of Cd-stress-responsive miRNAs, high-throughput degradome sequencing was used. In total, we obtained 8913111 raw reads from the library which was constructed from a mixture of four samples (HX3-CK, HX3-Cd-treatment, ZH24-CK and ZH24-Cd-treatment). After removing the reads without the CAGAG adaptor, 5430126 unique raw-reads were obtained. The unique sequences were aligned to the G. max genome database, and 6516276 reads were mapped to the genome. The mapped reads from the libraries represented 51481 annotated G. max genes. Overall design: Identification of miRNA targerts in soybean roots",24363811,"MicroRNAs (miRNAs) play crucial roles in regulating the expression of various stress responses genes in plants. To investigate soybean (Glycine max) miRNAs involved in the response to cadmium (Cd), microarrays containing 953 unique miRNA probes were employed to identify differences in the expression patterns of the miRNAs between different genotypes, Huaxia3 (HX3, Cd-tolerant) and Zhonghuang24 (ZH24, Cd-sensitive). Twenty six Cd-responsive miRNAs were identified in total. Among them, nine were detected in both cultivars, while five were expressed only in HX3 and 12 were only in ZH24. The expression of 16 miRNAs was tested by qRT-PCR and most of the identified miRNAs were found to have similar expression patterns with microarray. Three hundred and seventy six target genes were identified for 204 miRNAs from a mixture degradome library, which was constructed from the root of HX3 and ZH24 with or without Cd treatment. Fifty five genes were identified to be cleaved by 14 Cd-responsive miRNAs. Gene ontology (GO) annotations showed that these target transcripts are implicated in a broad range of biological processes. In addition, the expression patterns of ten target genes were validated by qRT-PCR. The characterization of the miRNAs and the associated target genes in response to Cd exposure provides a framework for understanding the molecular mechanism of heavy metal tolerance in plants."
PRJNA372409,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Stem - 039-F08,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA791614,Glycine max cultivar:Dongnong50,Glycine max cultivar:Dongnong50 Transcriptome or Gene expression,GmFULc overexpression promoted flowering,,
PRJNA372506,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Seed - 039-B05,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA373635,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmDrought-a,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under drought stress,,
PRJNA373618,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmCtrl-1b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells control,,
PRJNA411145,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-F03 - 730AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409488,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-A07 - 530PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA807844,Glycine max,Glycine max flowers raw sequence reads,Samples were collected from 4 different developmental stages of the soybean flowers (fabales) and transcriptome sequencing was performed.,10.1016/j.dib.2022.108426,"The dynamic of flower development is a key agronomic characteristic affecting soybean yield. RNA-seq dataset of field-cultivated soybean flowers in four developmental stages including flower buds, and early, mature, and overblown stage flowers are reported in this paper. Gene Expression (Gex) library construction and Illumina NextSeq550 sequencing were carried out to produce 86 bp long forward reads. Reads were preprocessed and deposited in the National Center for Biotechnology Information Sequence Read Archive (NCBI SRA) database. These SRA depositions are under the BioProject accession: PRJNA807844. A reference transcriptome dataset was <i>de novo</i> assembled using these SRA reads. Annotation, differential expression, and gene set enrichment analyses were performed and deposited in the Mendeley Data."
PRJNA409467,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-I04 - 130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA918980,Hebei agricultural university,Transcriptomic analysis of humic acid in relieving the inhibitory effect of high nitrogen on soybean Nodulation,"Nitrogen fertilizer intake promotes soybean growth before the formation of nodules, but excess nitrogen plays an inhibitory effect on soybean nodulation. It is important to balance nitrogen levels to meet both growth and nodulation needs. In this study, the relieve effect of humic acid on soybean nodulation inhibition under high nitrogen condition was studied, and transcriptomic analysis was used to understand the mechanism. Results showed that lower nitrogen level with 36.4 mg urea per pot can increase the nodule numbers of soybean, and higher nitrogen level with 145.9 mg urea per pot (U4 group) had the best growth indicators, but inhibit nodulation significantly. HA relieved the inhibitory, and the nodule number incresed by 122.1 % compared with U4 group, when 1.29 g HA was added (H2 group). Transcriptome analysis showed a total 2995 differentially expressed genes (DEGs) at the 25th day, accounting for 5.66% of the total annotation gene (44848), under test conditions. These DGEs were enriched in MAPK signaling pathway-plant, flavonoid biosynthesis, plant hormone signal transduction according to -log10 (Pasjust) value in KEGG pathway. Humic acid can be used to blance nitrogen level in soybean planting to control nodule number",,
PRJNA410693,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-F06 - 930AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA149185,Glycine max,Transcript profiling reveals expression differences in wild-type and glabrous soybean lines,"Two high throughput transcript sequencing methods, Digital Gene Expression (DGE) Tag Profiling and RNA-Seq, were used to compare the transcriptional profiles in wild-type (cv. Clark standard, CS) and a mutant (cv. Clark glabrous, i.e., trichomeless or hairless, CG) soybean isoline that carries the dominant P1 allele. DGE data and RNA-Seq data were mapped to the cDNAs (Glyma models) predicted from the reference soybean genome, Williams 82. Extending the model length by 250 bp at both ends resulted in significantly more matches of authentic DGE tags indicating that many of the predicted gene models are prematurely truncated at the 5’ and 3’ UTRs. The genome-wide comparative study of the transcript profiles of the wild-type versus mutant line revealed a number of differentially expressed genes. One highly-expressed gene, Glyma04g35130, in wild-type soybean was of interest as it has high homology to the cotton gene GhRDL1 gene that has been identified as being involved in cotton fiber initiation and is a member of the BURP protein family. Sequence comparison of Glyma04g35130 among Williams 82 with our sequences derived from CS and CG isolines revealed various SNPs and indels including addition of one nucleotide C in the CG and insertion of ~60 bp in the third exon of CS that causes a frameshift mutation and premature truncation of peptides in both lines as compared to Williams 82. Overall design: 2 samples examined: Clark standard (wild type) and Clark glabrous (soybean hairless mutant)",22029708,
PRJNA1015751,Glycine max cultivar:Williams 82,Glycine max Williams 82 transcriptome - eGFP.m3g3_9,Transcriptome sequencing of William 82 eGEP-Expressed stable line with eGFP.m3g3 transformation construct. Grown on hairy root media for 6 weeks; replicate 3.,,
PRJNA660310,Northeast Normal University,Transcriptomic changes and regulatory divergences between wild and cultivated soybean,"To investigate the transcriptomic changes and regulatory divergences between wild and cultivated soybean, young leaves from the soybean cultivar Jiyu47 (paternal) and a wild soybean GS (maternal) as well as their F1 hybrids were collected. Three individuals were harvested for each genotype and RNA was extracted and sequenced for each individual separately.",,
PRJNA372497,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Leaf - 039-F05,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA373195,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Lateral Root - 039-E06,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA818811,Glycine max,Glycine max Transcriptome or Gene expression,Transcriptome analysis of GmFtsH25 overexpression and knockout lines,,
PRJNA745377,Lanzhou University,Soybean and dodder mRNA and lncRNA sequencing,"We obtained the transcriptomes of dodder-soybean parasitic system by Illumina-based RNA-seq, and found that lncRNAs can be translocated bidirectionally between dodder and its host soybean.",,
PRJNA356984,,,,,
PRJNA372494,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Lateral Root - 039-E08,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA410690,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-F09 - 330AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409486,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-E08 - 130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA318321,Glycine max,Glycine max and Phytophthora sojae infected Glycine max Transcriptome,Glycine max and Phytophthora sojae infected Glycine max Transcriptome,,
PRJNA149623,Glycine max,Glycine max Transcriptome or Gene expression,"Five degradome libraries were constructed from three different seed developmental stages. Separate degradome libraries were constructed for seed coat and cotyledons to identify the tissue specific miRNAs and their potential targets. Sequencing and analysis of degradome libraries gives identification of 183 different targets for 80 known soybean miRNAs. We found 30 cotyledon specific, 18 seed coat specific and 32 miRNAs found in both tissues irrespective of the developmental stages. One interesting observation is that we found more miRNA targets in late seed developmental stages than earlier stages. Additionally, we have validated four different auxin response factor genes as targets for gma-miR160 via RNA ligase mediated 5′ rapid amplification of cDNA ends (RLM-5′RACE). GO analysis indicated the enrichment of miRNA target genes in seed development. Overall design: Construction of degradome libraries using cotyledons and seed coats from 3 different developmental stages",22799740,
PRJNA372530,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Seed - 039-E02,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA818826,Glycine max,Glycine max Transcriptome or Gene expression,Transcriptome analysis of leaves in overexpressed and knockout lines of soybean GmFtsH25,,
PRJNA409502,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-I06 - 330PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA599037,Glycine max,Glycine max Transcriptome or Gene expression,"The continuous cropping soil was seeded with soybean (CK); the continuous cropping soil was seeded with soybean, and the spore suspension of F. oxysporum was inoculated with root injection method 44 days later (F) ; the soil of F. mosseae was mixed with sterilized soybean for three years, and the soybean was seeded with spore suspension of F. oxysporum 44 days later (AF).",,
PRJNA372534,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Stem - 039-F06,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA372516,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Seed - 039-C06,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA373648,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmHighT-e,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under high temperature (35C),,
PRJNA409493,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-C07 - 930PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA372518,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Seed - 039-C08,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA875233,Ningbo University,RNA-seq of laboratory-reared Riptortus pedestris,It is not clear whether R. pedestris cause staygreen syndrome by directly feeding soybean or as an insect vector by transmitting pathogens especially plant viruses. We performed whole virome analysis on the tested insects by high-throughput RNA-seq to detect pathogens.,,
PRJNA789276,Huazhong Agricultural University,Hypocotyl and root RNA-seq data in soybean seedling stage,construction of hypocotyl elongation gene regulatory network,,
PRJNA373625,,,,,
PRJNA550139,Fudan University,"Conservation and divergence of meiocyte sRNAome across Arabidopsis, soybean and cucumber","Meiosis is the biological basis for evolution in sexually reproducing eukaryotes. Our previous work in Arabidopsis meiocytes evidenced that meiocyte-specific sRNAs (ms-sRNAs) have distinct characteristics to that in somatic cells. To confirm our findings of sRNAs in meiocytes, we did sRNA-sequencing of meiocytes in soybean, one of the most important crops, and cucumber, one of the most important vegetables.We hope our work will broaden the understanding on the role of sRNAs when function in a specific tissue.",,
PRJNA433069,Jawaharlal Nehru Agriculture University,RNA- Seq analysis of soybean varieties during early stages of charcoal rot infection,"The RNA-Seq analysis of charcoal rot infection in two soybean genotypes during the initial infection. The study would provide insights into the genetic re-programming of transcriptome, following infection.",,
PRJNA999068,Chonnam National University,RNA Seq of roots in Kwangankong after salt treatment ( 72 h),RNA sequencing of roots in salt-susceptible soybean cultivar Kwangankong at 72 hours after 200mM NaCl treatment,,
PRJNA409506,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-A08 - 530PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411148,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-H08 - 130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA273870,Glycine max,Glycine max Transcriptome or Gene expression,Analysis of gene expression during soybean seed development,23963672,"Soybean is one of most important oil crops and a significant increase in lipid content in soybean seeds would facilitate vegetable oil production in the world. Although the pathways for lipid biosynthesis in higher plants have been uncovered, our understanding of regulatory mechanism controlling lipid accumulation is still limited. In this study, we identified 87 transcription factor genes with a higher abundance at the stage of lipid accumulation in soybean seeds. One of these genes, GmbZIP123, was selected to further study its function in regulation of lipid accumulation. Overexpression of GmbZIP123 enhanced lipid content in the seeds of transgenic Arabidopsis thaliana plants. The GmbZIP123 transgene promoted expression of two sucrose transporter genes (SUC1 and SUC5) and three cell-wall invertase genes (cwINV1, cwINV3, and cwINV6) by binding directly to the promoters of these genes. Consistently, the cell-wall invertase activity and sugar translocation were all enhanced in siliques of GmbZIP123 transgenic plants. Higher levels of glucose, fructose, and sucrose were also found in seeds of GmbZIP123 transgenic plants. These results suggest that GmbZIP123 may participate in regulation of lipid accumulation in soybean seeds by controlling sugar transport into seeds from photoautotrophic tissues. This study provides novel insights into the regulatory mechanism for lipid accumulation in seeds and may facilitate improvements in oil production in soybean and other oil crops through genetic manipulation of the GmbZIP123 gene."
PRJNA701655,Glycine max isolate:GFP transgenic | cultivar:Jack,Glycine max isolate:GFP transgenic | cultivar:Jack Genome sequencing and assembly,Genome assembly of seed-specific endoplasmic reticulum GFP expressing soybean line cv Jack,,
PRJNA373645,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmCtrl-2b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells control,,
PRJNA409520,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-I07 - 330PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA735557,China Agricultural University,Identification of Potential Gene Regulatory Pathways Affecting the Ratio of Four-seed Pod in Soybean,"Number of four-seed pod, as an important agronomic trait, is a potential factor influencing yield, and it is also one of the critical goals for the selection and breeding of high-yield soybean accessions. Here, we performed bulked segregant RNA sequencing of four-seed pod at flower bud stage and young pod stage in soybean.",,
PRJNA409496,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-C09 - 930PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA396797,The University of Queensland,Transient Nod factor-dependent gene expression in the nodulation-competent zone of soybean (Glycine max [L.] Merr.) roots,Soybean root (Zone of nodulation (ZON)) transcriptome in response to inoculation with wild-type (CB1809) or Nod factor deficient (nodC-) Bradyrhizobium japonicum.,,
PRJNA818825,Glycine max,Glycine max Transcriptome or Gene expression,Transcriptome analysis of leaves in overexpressed and knockout lines of soybean GmFtsH25,,
PRJNA109285,Glycine max strain:Bragg,Glycine max strain:Bragg Transcriptome or Gene expression,Establishment of the nitrogen-fixing nodulation symbiosis between legumes and rhizobia requires plant-wide reprogramming to allow infection and development of nodules. To identify gene expression changes that occur in response to nodulation or in response to nodulation signals we used an RNAseq based transcriptomics approach.,,
PRJNA410691,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-B05 - 530PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA1015763,Glycine max cultivar:Williams 82,Glycine max Williams 82 transcriptome - Egfp m6g1-2.v2_9,Transcriptome sequencing of William 82 eGEP-Expressed stable line with eGFP.m6g1-2.v2 transformation construct. Grown on hairy root media for 6 weeks; replicate 2.,,
PRJNA409481,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-E05 - 1130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA866385,Northeast Agriculture University,Transcriptional Sequencing of Soybean Root,Soybean Root Transcriptional Sequencing,,
PRJNA372512,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Seed - 039-C02,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA793711,Glycine max,Glycine max Raw sequence reads,normal RNA-seq of soybean,,
PRJNA999740,Glycine max cultivar:Kwangankong,RNA Seq of roots in Kwangankong,"RNA sequencing of roots in Kwangankong at 0, 24, and 72 hours after 200mM NaCl treatment",,
PRJNA977834,Glycine max cultivar:KA-1285,RNA Seq of roots in Kwangankong after salt treatment ( 0 h),RNA sequencing of roots in salt-susceptible soybean cultivar Kwangankong at 0 hour after 200mM NaCl treatment,,
PRJNA472133,Glycine max cultivar:JS-335,Transcriptome data of flower bud distortion in witches’ broom disease of soybean (Glycine max) variety JS-335 (R5 stage),Transcriptome data of flower bud distortion in witches’ broom disease of soybean (Glycine max) variety JS-335 (R5 stage),,
PRJNA372531,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Shoot tip - 039-F09,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA372510,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Seed - 039-B09,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA409528,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-C02 - 730PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA494484,Qingdao Agricultural University,Transcriptome analysis of Glycine max infected by Heterodera glycines,Genes expression patterns of a susceptible soybean genotype in response to invasion by a virulent and avirulent SCN population at the transcriptional level.,,
PRJNA373621,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmMinusN-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Nitrogen deprivation,,
PRJNA353600,Glycine max,Glycine max Raw sequence reads,Explore differentially expressed genes between Glycine max (Suinong 14) and Glycine soja (ZYD00006) during pod development.,,
PRJNA1021045,Northeast Agricultural University,RNA-seq of root in soybean,To identify signal crosstalk and key genes associated with NopAA and NopD in soybean-rhizobium symbiosis,,
PRJNA373626,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmMinusK-a,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Potassium deprivation,,
