biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random
SAMN40001324,SRR28205654,RNA-Seq,ZHEJIANG UNIVERSITY,public,SRX23818020,L1B_1,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS20640479,Glycine max,SRP493011,2024-06-01,PRJNA1078438,3159.0,,297.0,9820.0,,L1B_1,[Plant],[2023-09-01],China,Asia,[China: Zhejiang],,,,"[sra, fastq, run.zq]","[ncbi, gs, s3]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.158436250072623
SAMN32509953,SRR23005071,RNA-Seq,HEILONGJIANG BAYI AGRICULTURE UNIVERCITY,public,SRX18960882,H24-M1,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16383726,Glycine max,SRP416270,2023-01-07,PRJNA916852,1975.0,,279.0,6619.0,,16,[Plant],,China,Asia,[China],,,,"[run.zq, fastq, sra]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.157900136398431
SAMN14604360,SRR11551817,RNA-Seq,FEDERAL UNIVERSITY OF SANTA CATARINA,public,SRX8121582,StT_8_R1,Illumina HiSeq 1500,PAIRED,size fractionation,TRANSCRIPTOMIC,ILLUMINA,SRS6486058,Glycine max,SRP256531,2020-04-16,PRJNA625648,2026.0,,300.0,6968.0,,StT_bio_rep1_1,[Plant],,Brazil,South America,[Brazil],,,,"[sra, fastq, run.zq]","[ncbi, s3, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.157898037729619
SAMN23254488,SRR16972379,RNA-Seq,INSTITUTE OF AGROBIOLOGICAL SCIENCES NATIONAL AGRICULTURE AND FOOD RESEARCH ORGANIZATION,public,SRX13163234,stem mock 2,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS11094580,Glycine max,SRP346686,2021-11-18,PRJNA781415,5520.0,,200.0,18424.0,,stem mock 2,[Plant],,Japan,Asia,[Japan],,,,"[fastq, sra, run.zq]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.157873688830039
SAMN09716139,SRR7593066,RNA-Seq,GEO,public,SRX4458062,GSM3306274,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595601,Glycine max,SRP155262,2021-07-26,PRJNA482870,694.0,,100.0,2212.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.157859949498972
SAMN01819914,SRR620383,RNA-Seq,GEO,public,SRX206545,GSM1044991,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS377265,Glycine max,SRP017324,2014-08-01,PRJNA182292,3704.0,,100.0,5567.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.157819332609055
SAMN36630266,SRR25360905,RNA-Seq,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",public,SRX21100238,GSM7653557,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS18369445,Glycine max,SRP450502,2023-07-23,PRJNA996630,2236.0,,300.0,6967.0,,GSM7653557,,,uncalculated,uncalculated,[missing],,,,"[run.zq, sra, fastq]","[ncbi, gs, s3]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.157818706212596
SAMN40001401,SRR28205670,RNA-Seq,ZHEJIANG UNIVERSITY,public,SRX23818004,M3A_3,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS20640463,Glycine max,SRP493011,2024-06-01,PRJNA1078438,3607.0,,297.0,11485.0,,M3A_3,[Plant],[2023-09-01],China,Asia,[China: Zhejiang],,,,"[run.zq, sra, fastq]","[ncbi, gs, s3]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.157741286472912
SAMEA5071876,ERR2881739,RNA-Seq,Arun kumaran Anguraj vadivel ,public,ERX2886688,SAMEA5071876,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,ERS2883245,Glycine max,ERP111880,2019-05-02,PRJEB29567,1498.0,,252.0,4805.0,,GmMYB176-OE 3_p,,,,,,[2019-05-01],[2018-11-16],[E-MTAB-7379:GmMYB176-OE 3],"[fastq, run.zq, sra]","[ena, gs, ncbi, s3]","[ena, gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.157721068861635
SAMN37703844,SRR26301063,RNA-Seq,JIANGSU ACADEMY OF AGRICULTURAL SCIENCES,public,SRX22009549,NNP_3d_2,Illumina Genome Analyzer IIx,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS19083866,Glycine max,SRP464851,2023-11-15,PRJNA1024691,2253.0,,300.0,7561.0,,NNP_3d_2,[Plant],[2020-08-06],China,Asia,[China: Nanjing],,,,"[run.zq, sra, fastq]","[ncbi, s3, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.157686548657542
SAMN16826273,SRR13080228,RNA-Seq,GEO,public,SRX9527128,GSM4912938,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS7734106,Glycine max,SRP293078,2021-04-14,PRJNA679227,4243.0,,294.0,13940.0,,,,,,,,,,,"[fastq, run.zq, sra]","[ncbi, gs, s3]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.157641847799092
SAMN19663691,SRR15311273,RNA-Seq,YAN'AN UNIVERSITY,public,SRX11615866,soybean root 15d with BSO and SCN replicate2,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS9651521,Glycine max,SRP330647,2022-07-01,PRJNA751136,1815.0,,300.0,6500.0,,w82-sample-34,[Plant],,China,Asia,[China:Yan'an],,,,"[fastq, sra, run.zq]","[gs, ncbi, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.157617262597982
SAMN28887507,SRR19560370,RNA-Seq,SOUTH CHINA AGRICULTURAL UNIVERSITY,public,SRX15612413,WT-3,MGISEQ-2000RS,PAIRED,Oligo-dT,TRANSCRIPTOMIC,BGISEQ,SRS13313190,Glycine max,SRP378796,2022-06-07,PRJNA846361,4458.0,,150.0,6666.0,,WTR3,[Plant],,uncalculated,uncalculated,[not collected],,,,"[run.zq, sra, fastq]","[ncbi, s3, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.157542009812468
SAMN13386936,SRR10530615,RNA-Seq,HENAN AGRICULTURAL UNIVERSITY,public,SRX7214585,NN_LP_RS_R3,Illumina HiSeq 4000,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,ILLUMINA,SRS5717382,Glycine max,SRP233239,2019-11-27,PRJNA591736,5741.0,,300.0,14939.0,,NN_LP_RS_R3,[Plant],,China,Asia,[China: Nanjing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.157445907441306
SAMN01883198,SRR646483,RNA-Seq,GEO,public,SRX215513,GSM1060801,Illumina HiSeq 2000,SINGLE,size fractionation,TRANSCRIPTOMIC,ILLUMINA,SRS383604,Glycine max,SRP017812,2017-04-03,PRJNA185753,834.0,,40.0,1188.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.15727818306381
SAMN02358931,SRR993893,RNA-Seq,GEO,public,SRX354000,GSM1234688,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS482259,Glycine max,SRP030029,2017-07-21,PRJNA219510,667.0,,100.0,962.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.157263030701148
SAMN15648585,SRR12328209,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828376,T212374-76,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092657,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P585,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.157010233256937
SAMN08461560,SRR6796807,RNA-Seq,"INSTITUTE OF GENETICS AND DEVELOPMENTAL BIOLOGY , CHINESE ACADEMY OF SCIENCE",public,SRX3755664,ACC-2228,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS3011480,Glycine max,SRP133798,2018-08-21,PRJNA432760,2245.0,,250.0,6544.0,,ACC-2228_RNAseq,[Plant],,China,Asia,[China:Heilongjiang],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.156522251600467
SAMN04563582,SRR3233839,RNA-Seq,GEO,public,SRX1639518,GSM2091561,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS1346217,Glycine max,SRP071924,2017-02-13,PRJNA315512,4699.0,,250.0,10135.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.156516531787792
SAMN09715835,SRR7593431,RNA-Seq,GEO,public,SRX4458427,GSM3306639,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595968,Glycine max,SRP155262,2021-07-26,PRJNA482870,417.0,,100.0,1314.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.156421598837528
SAMN31521702,SRR22105688,RNA-Seq,"NORTHEAST INSTITUTE OF GEOGRAPHY AND AGGROECOLOGY, CHINESE ACADEMY OF SCIENCES",public,SRX18085697,HF25-6-2,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS15589648,Glycine max,SRP405443,2023-01-31,PRJNA895728,2634.0,,300.0,8040.0,,HF25_6b,[Plant],,China,Asia,[China:Harbin],,,,"[fastq, sra, run.zq]","[s3, ncbi, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.156167853854108
SAMN32153903,SRR22890680,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18848486,JL289,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16279876,Glycine max,SRP412906,2023-10-10,PRJNA910939,2494.0,,300.0,6511.0,,seed494,[Plant],,China,Asia,[China:Heilongjiang],,,,"[run.zq, sra, fastq]","[gs, s3, ncbi]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.156014952823834
SAMN25601482,SRR17867084,RNA-Seq,HIROSHIMA UNIVERSITY,public,SRX14026830,NP-line-replicate 2,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS11863059,Glycine max,SRP357932,2022-02-02,PRJNA802889,1662.0,,300.0,5268.0,,546432133,[Plant],,Japan,Asia,[Japan],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.155969876316196
SAMN15455598,SRR12190349,RNA-Seq,SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY,public,SRX8704166,mRNA_dcl2_coat_rep1,HiSeq X Ten,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS6981745,Glycine max,SRP271191,2020-10-27,PRJNA644259,6261.0,,200.0,10078.0,,mRNA_dcl2_coat_rep1,[Plant],,China,Asia,[China: Beijing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.155919807258609
SAMN38024267,SRR26553592,RNA-Seq,SHANXI AGRICULTURAL UNIVERSITY,public,SRX22255216,AC-C-3,Illumina NovaSeq 6000,PAIRED,cDNA_oligo_dT,TRANSCRIPTOMIC,ILLUMINA,SRS19308376,Glycine max,SRP468936,2023-10-28,PRJNA1033144,1951.0,,298.0,6540.0,,AC-C-3,[Plant],[2020-08-15],uncalculated,uncalculated,[not collected],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.155481557468489
SAMN39205557,SRR27394158,RNA-Seq,MCGILL UNIVERSITY,public,SRX23070420,RNA_seq_sample_QS15544_RIL_293,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS20030190,Glycine max,SRP480849,2024-01-15,PRJNA1035514,3354.0,,199.0,11532.0,,QS15544_paired_L57_R1,[Plant],[2019-11-19],Canada,North America,[Canada: St-Mathieu-de-Beloeil],,,,"[run.zq, fastq, sra]","[gs, s3, ncbi]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.155382432121793
SAMN20525553,SRR15368009,RNA-Seq,THE CHINESE UNIVERSITY OF HONG KONG,public,SRX11670444,Light-grown cotyledon RNAseq rep1,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS9702562,Glycine max,SRP331500,2022-05-14,PRJNA751745,6706.0,,298.0,21619.0,,Light-grown cotyledon RNAseq rep1,[Plant],,China,Asia,[China:HongKong],,,,"[fastq, sra, run.zq]","[s3, gs, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.155128313187609
SAMN09715641,SRR7593616,RNA-Seq,GEO,public,SRX4458612,GSM3306824,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3596151,Glycine max,SRP155262,2021-07-26,PRJNA482870,959.0,,100.0,2889.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.155120624251107
SAMN29914709,SRR20480251,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX16504060,KF-CK-5d-2,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS14139134,Glycine max,SRP387693,2022-07-23,PRJNA861407,2570.0,,300.0,8336.0,,KF-CK-5d-2,[Plant],,China,Asia,[China: Nanjing],,,,"[fastq, run.zq, sra]","[gs, s3, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.155104477690253
SAMN15648075,SRR12328236,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828349,a3-20,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092630,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P040,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.155042353256415
SAMN09715659,SRR7593604,RNA-Seq,GEO,public,SRX4458600,GSM3306812,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3596138,Glycine max,SRP155262,2021-07-26,PRJNA482870,406.0,,100.0,1226.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.154733474362684
SAMN33463370,SRR23635618,RNA-Seq,"BHATTACHARYYA LAB, DEPARTMENT OF AGRONOMY, IOWA STATE UNIVERSITY",public,SRX19518665,GSM7069026,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS16906027,Glycine max,SRP424831,2023-02-28,PRJNA939241,1508.0,,100.0,4276.0,,GSM7069026,,,,,,,,,"[sra, fastq]","[s3, gs, ncbi]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.154706273951533
SAMN31987446,SRR22514114,RNA-Seq,GUANGZHOU UNIVERSITY,public,SRX18478561,W82_rep3_5HN,Illumina HiSeq X,PAIRED,PolyA,GENOMIC,ILLUMINA,SRS15952138,Glycine max,SRP411138,2023-07-02,PRJNA907509,2894.0,,300.0,9260.0,,W82 5HN RNAseq rep3,[Plant],,China,Asia,[China: Guangzhou],,,,"[fastq, run.zq, sra]","[gs, s3, ncbi]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.154527270822755
SAMN32153773,SRR22763560,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18724155,JL138,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16165344,Glycine max,SRP412906,2023-10-10,PRJNA910939,2354.0,,300.0,6335.0,,seed364,[Plant],,China,Asia,[China:Heilongjiang],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.154526892071246
SAMN07685655,SRR6479030,RNA-Seq,JGI,public,SRX3568855,Gp0239981,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS2839887,Glycine max,SRP129970,2018-01-18,PRJNA409499,2667.0,,302.0,6117.0,,BNHZG,[MIGS.eu],,uncalculated,uncalculated,[missing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.154419418563055
SAMN16674283,SRR13154188,RNA-Seq,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,SRX9594355,s1CK-R-1,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS7798740,Glycine max,SRP294406,2021-12-31,PRJNA674706,2388.0,,300.0,7083.0,,s1CK-R-1,[Plant],,uncalculated,uncalculated,[not applicable],,,,"[fastq, run.zq, sra]","[s3, ncbi, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.154294081720507
SAMN07436709,SRR5888984,RNA-Seq,THE UNIVERSITY OF QUEENSLAND,public,SRX3054842,s_6_NodC-,Illumina Genome Analyzer IIx,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2400992,Glycine max,SRP114621,2017-08-02,PRJNA396797,628.0,,75.0,858.0,,s_6_NodC-_RNAseq_G.max,[Plant],,Australia,Oceania,[Australia: Brisbane],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.154002436536793
SAMN18588813,SRR14128366,RNA-Seq,GEO,public,SRX10498539,GSM5222632,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS8630080,Glycine max,SRP313106,2021-04-04,PRJNA719094,1955.0,,300.0,6405.0,,,,,,,,,,,"[run.zq, sra, fastq]","[gs, ncbi, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.153895435719405
SAMN35882916,SRR25011272,RNA-Seq,HENAN UNIVERSITY,public,SRX20766398,3-EU_rep3,Illumina HiSeq 1500,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS18054468,Glycine max,SRP445613,2023-06-24,PRJNA986000,3143.0,,300.0,10356.0,,S3,[Plant],,China,Asia,[China:wuhan],,,,"[fastq, run.zq, sra]","[s3, ncbi, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.153894726786345
SAMN32153415,SRR22823398,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18782883,A4,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16216846,Glycine max,SRP412906,2023-10-10,PRJNA910939,2052.0,,300.0,5913.0,,seed6,[Plant],,China,Asia,[China:Heilongjiang],,,,"[sra, run.zq, fastq]","[s3, ncbi, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.153860655040331
SAMN09513507,SRR7447790,RNA-Seq,THE OHIO STATE UNIVERSITY,public,SRX4318226,SL209560,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS3480811,Glycine max,SRP151542,2019-07-25,PRJNA478334,166.0,,200.0,505.0,,SL209560,[Plant],,USA,North America,[USA: Ohio],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.153808811827051
SAMN06314392,SRR5493901,RNA-Seq,JGI,public,SRX2775007,Gp0176942,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS2158303,Glycine max,SRP105956,2017-05-02,PRJNA373642,3251.0,,302.0,7454.0,,ANOOU,[MIGS.eu],,uncalculated,uncalculated,[missing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.153718723219447
SAMN30310296,SRR21075399,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX17090362,zh13_GF_E_2,BGISEQ-500,PAIRED,RANDOM,TRANSCRIPTOMIC,BGISEQ,SRS14670764,Glycine max,SRP392427,2022-08-17,PRJNA869516,3903.0,,150.0,6869.0,,SAMN30310296,[Plant],,China,Asia,[China:Harbin],,,,"[run.zq, sra, fastq]","[ncbi, gs, s3]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.153669351027605
SAMN13520109,SRR10640826,RNA-Seq,GEO,public,SRX7319885,GSM4212407,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5800393,Glycine max,SRP235579,2020-08-26,PRJNA594515,3690.0,,300.0,9265.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.153615896820763
SAMN26011200,SRR18063398,RNA-Seq,NEAU,public,SRX14215111,R_3_clean_R1.fq,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS12037011,Glycine max,SRP360426,2023-01-01,PRJNA807834,2859.0,,145.0,4871.0,,GmPLP1-i3,[Plant],,China,Asia,[China: harbin],,,,"[run.zq, fastq, sra]","[ncbi, s3, gs]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.1534843159094
SAMN31987448,SRR22514130,RNA-Seq,GUANGZHOU UNIVERSITY,public,SRX18478545,W82_rep2_5LN,Illumina HiSeq X,PAIRED,PolyA,GENOMIC,ILLUMINA,SRS15952122,Glycine max,SRP411138,2023-07-02,PRJNA907509,1971.0,,300.0,6337.0,,W82 5LN RNAseq rep2,[Plant],,China,Asia,[China: Guangzhou],,,,"[run.zq, sra, fastq]","[ncbi, s3, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.153445141647929
SAMN03274473,SRR1737999,RNA-Seq,GEO,public,SRX826384,GSM1575752,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS805906,Glycine max,SRP051659,2015-10-05,PRJNA271477,725.0,,100.0,1386.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.153356058644106
SAMN36011922,SRR25046133,RNA-Seq,INSTITUTE OF BOTANY,public,SRX20800533,d3,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS18085106,Glycine max,SRP446208,2023-06-28,PRJNA988257,4325.0,,300.0,7227.0,,OE-hsw_d3_2,[Plant],[2022-11-20],China,Asia,[China],,,,"[fastq, run.zq, sra]","[s3, gs, ncbi]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.15320185581613
SAMN36630292,SRR25360931,RNA-Seq,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",public,SRX21100212,GSM7653531,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS18369419,Glycine max,SRP450502,2023-07-23,PRJNA996630,2344.0,,300.0,7076.0,,GSM7653531,,,uncalculated,uncalculated,[missing],,,,"[sra, run.zq, fastq]","[gs, ncbi, s3]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.15296636387085
SAMN09513493,SRR7447799,RNA-Seq,THE OHIO STATE UNIVERSITY,public,SRX4318217,SL209546,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS3480802,Glycine max,SRP151542,2019-07-25,PRJNA478334,181.0,,200.0,543.0,,SL209546,[Plant],,USA,North America,[USA: Ohio],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.152962239771923
SAMN32153824,SRR22763652,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18724063,JL199,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16267357,Glycine max,SRP412906,2023-10-10,PRJNA910939,2640.0,,300.0,6922.0,,seed415,[Plant],,China,Asia,[China:Heilongjiang],,,,"[run.zq, fastq, sra]","[ncbi, gs, s3]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.152949639166509
SAMN02640347,SRR1168177,RNA-Seq,GEO,public,SRX469882,GSM1326391,Illumina Genome Analyzer II,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS557114,Glycine max,SRP037713,2015-07-22,PRJNA238008,1961.0,,75.0,3085.0,,,,,,,,,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.152782325490804
SAMN05908874,SRR4428970,RNA-Seq,CLEMSON UNIVERSITY,public,SRX2250491,5-6-2-IN,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS1750439,Glycine max,SRP091708,2016-10-23,PRJNA348534,1189.0,,200.0,2047.0,,5-6-2-IN,[Plant],,USA,North America,[USA:South Carolina],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.152773584601997
SAMN41725150,SRR29314541,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX24831284,HPLO_HRT_1,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS21543875,Glycine max,SRP512345,2024-06-07,PRJNA1121049,2077.0,,297.0,6880.0,,HPLO_HRT_1,[Plant],[2018-07-18],China,Asia,[China:Harbin],,,,"[fastq, run.zq, sra]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.152706421957213
SAMN26011133,SRR18063406,RNA-Seq,NEAU,public,SRX14215103,CK_1_clean_R1.fq,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS12037003,Glycine max,SRP360426,2023-01-01,PRJNA807834,4412.0,,143.0,7538.0,,CK1,[Plant],,China,Asia,[China: harbin],,,,"[fastq, sra, run.zq]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.152548852648036
