biosample,control,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fungal,sporus
SAMN36630212,{},{},{},{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6609357300}, {k=bytes, v=2088614747}, {k=run_file_create_date, v=2023-07-20T10:04:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity+low phosphate}, {k=primary_search, v=36630212}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653611}, {k=primary_search, v=GSM7653611_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630212}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360851}, {k=primary_search, v=SRS18369503}, {k=primary_search, v=SRX21100292}]', 'jattr': ""{'bases': '6609357300', 'bytes': '2088614747', 'run_file_create_date': '2023-07-20T10:04:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity+low phosphate', 'primary_search': ['36630212', '996630', 'GSE237798', 'GSM7653611', 'GSM7653611_r1', 'PRJNA996630', 'SAMN36630212', 'SRP450502', 'SRR25360851', 'SRS18369503', 'SRX21100292']}"", 'treatment_sam_ss_dpl55': 'Acidity+low phosphate', 'title': 'Combined acidity+low phosphate flowers replicate 2', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity+low phosphate'}""}",{},{}
SAMN36630213,{},{},{},{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6112939200}, {k=bytes, v=1932248415}, {k=run_file_create_date, v=2023-07-20T10:06:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity+low phosphate}, {k=primary_search, v=36630213}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653610}, {k=primary_search, v=GSM7653610_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630213}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360852}, {k=primary_search, v=SRS18369500}, {k=primary_search, v=SRX21100291}]', 'jattr': ""{'bases': '6112939200', 'bytes': '1932248415', 'run_file_create_date': '2023-07-20T10:06:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity+low phosphate', 'primary_search': ['36630213', '996630', 'GSE237798', 'GSM7653610', 'GSM7653610_r1', 'PRJNA996630', 'SAMN36630213', 'SRP450502', 'SRR25360852', 'SRS18369500', 'SRX21100291']}"", 'treatment_sam_ss_dpl55': 'Acidity+low phosphate', 'title': 'Combined acidity+low phosphate flowers replicate 1', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity+low phosphate'}""}",{},{}
SAMN36630214,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6548958600}, {k=bytes, v=2093924439}, {k=run_file_create_date, v=2023-07-20T10:06:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit}, {k=primary_search, v=36630214}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653609}, {k=primary_search, v=GSM7653609_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630214}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360853}, {k=primary_search, v=SRS18369496}, {k=primary_search, v=SRX21100290}]', 'jattr': ""{'bases': '6548958600', 'bytes': '2093924439', 'run_file_create_date': '2023-07-20T10:06:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'primary_search': ['36630214', '996630', 'GSE237798', 'GSM7653609', 'GSM7653609_r1', 'PRJNA996630', 'SAMN36630214', 'SRP450502', 'SRR25360853', 'SRS18369496', 'SRX21100290']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'title': 'Combined acidity+water deficit flowers replicate 3', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit'}""}",{},{},"{'attributes': '[{k=bases, v=6548958600}, {k=bytes, v=2093924439}, {k=run_file_create_date, v=2023-07-20T10:06:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit}, {k=primary_search, v=36630214}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653609}, {k=primary_search, v=GSM7653609_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630214}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360853}, {k=primary_search, v=SRS18369496}, {k=primary_search, v=SRX21100290}]', 'jattr': ""{'bases': '6548958600', 'bytes': '2093924439', 'run_file_create_date': '2023-07-20T10:06:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'primary_search': ['36630214', '996630', 'GSE237798', 'GSM7653609', 'GSM7653609_r1', 'PRJNA996630', 'SAMN36630214', 'SRP450502', 'SRR25360853', 'SRS18369496', 'SRX21100290']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'title': 'Combined acidity+water deficit flowers replicate 3', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit'}""}",{},{}
SAMN36630215,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6466063200}, {k=bytes, v=2083358672}, {k=run_file_create_date, v=2023-07-20T10:04:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit}, {k=primary_search, v=36630215}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653608}, {k=primary_search, v=GSM7653608_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630215}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360854}, {k=primary_search, v=SRS18369499}, {k=primary_search, v=SRX21100289}]', 'jattr': ""{'bases': '6466063200', 'bytes': '2083358672', 'run_file_create_date': '2023-07-20T10:04:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'primary_search': ['36630215', '996630', 'GSE237798', 'GSM7653608', 'GSM7653608_r1', 'PRJNA996630', 'SAMN36630215', 'SRP450502', 'SRR25360854', 'SRS18369499', 'SRX21100289']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'title': 'Combined acidity+water deficit flowers replicate 2', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit'}""}",{},{},"{'attributes': '[{k=bases, v=6466063200}, {k=bytes, v=2083358672}, {k=run_file_create_date, v=2023-07-20T10:04:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit}, {k=primary_search, v=36630215}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653608}, {k=primary_search, v=GSM7653608_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630215}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360854}, {k=primary_search, v=SRS18369499}, {k=primary_search, v=SRX21100289}]', 'jattr': ""{'bases': '6466063200', 'bytes': '2083358672', 'run_file_create_date': '2023-07-20T10:04:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'primary_search': ['36630215', '996630', 'GSE237798', 'GSM7653608', 'GSM7653608_r1', 'PRJNA996630', 'SAMN36630215', 'SRP450502', 'SRR25360854', 'SRS18369499', 'SRX21100289']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'title': 'Combined acidity+water deficit flowers replicate 2', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit'}""}",{},{}
SAMN36630216,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6846713700}, {k=bytes, v=2163654957}, {k=run_file_create_date, v=2023-07-20T10:08:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit}, {k=primary_search, v=36630216}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653607}, {k=primary_search, v=GSM7653607_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630216}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360855}, {k=primary_search, v=SRS18369497}, {k=primary_search, v=SRX21100288}]', 'jattr': ""{'bases': '6846713700', 'bytes': '2163654957', 'run_file_create_date': '2023-07-20T10:08:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'primary_search': ['36630216', '996630', 'GSE237798', 'GSM7653607', 'GSM7653607_r1', 'PRJNA996630', 'SAMN36630216', 'SRP450502', 'SRR25360855', 'SRS18369497', 'SRX21100288']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'title': 'Combined acidity+water deficit flowers replicate 1', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit'}""}",{},{},"{'attributes': '[{k=bases, v=6846713700}, {k=bytes, v=2163654957}, {k=run_file_create_date, v=2023-07-20T10:08:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit}, {k=primary_search, v=36630216}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653607}, {k=primary_search, v=GSM7653607_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630216}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360855}, {k=primary_search, v=SRS18369497}, {k=primary_search, v=SRX21100288}]', 'jattr': ""{'bases': '6846713700', 'bytes': '2163654957', 'run_file_create_date': '2023-07-20T10:08:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'primary_search': ['36630216', '996630', 'GSE237798', 'GSM7653607', 'GSM7653607_r1', 'PRJNA996630', 'SAMN36630216', 'SRP450502', 'SRR25360855', 'SRS18369497', 'SRX21100288']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'title': 'Combined acidity+water deficit flowers replicate 1', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit'}""}",{},{}
SAMN36630217,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630218,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630219,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630220,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6128812800}, {k=bytes, v=1971384506}, {k=run_file_create_date, v=2023-07-20T10:03:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Salinity+water deficit}, {k=primary_search, v=36630220}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653603}, {k=primary_search, v=GSM7653603_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630220}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360859}, {k=primary_search, v=SRS18369492}, {k=primary_search, v=SRX21100284}]', 'jattr': ""{'bases': '6128812800', 'bytes': '1971384506', 'run_file_create_date': '2023-07-20T10:03:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Salinity+water deficit', 'primary_search': ['36630220', '996630', 'GSE237798', 'GSM7653603', 'GSM7653603_r1', 'PRJNA996630', 'SAMN36630220', 'SRP450502', 'SRR25360859', 'SRS18369492', 'SRX21100284']}"", 'treatment_sam_ss_dpl55': 'Salinity+water deficit', 'title': 'Combined salinity+water deficit flowers replicate 3', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Salinity+water deficit'}""}",{},{},{},{},{}
SAMN36630221,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6886181400}, {k=bytes, v=2190209362}, {k=run_file_create_date, v=2023-07-20T10:06:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Salinity+water deficit}, {k=primary_search, v=36630221}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653602}, {k=primary_search, v=GSM7653602_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630221}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360860}, {k=primary_search, v=SRS18369490}, {k=primary_search, v=SRX21100283}]', 'jattr': ""{'bases': '6886181400', 'bytes': '2190209362', 'run_file_create_date': '2023-07-20T10:06:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Salinity+water deficit', 'primary_search': ['36630221', '996630', 'GSE237798', 'GSM7653602', 'GSM7653602_r1', 'PRJNA996630', 'SAMN36630221', 'SRP450502', 'SRR25360860', 'SRS18369490', 'SRX21100283']}"", 'treatment_sam_ss_dpl55': 'Salinity+water deficit', 'title': 'Combined salinity+water deficit flowers replicate 2', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Salinity+water deficit'}""}",{},{},{},{},{}
SAMN36630222,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6922281300}, {k=bytes, v=2213495552}, {k=run_file_create_date, v=2023-07-20T10:02:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Salinity+water deficit}, {k=primary_search, v=36630222}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653601}, {k=primary_search, v=GSM7653601_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630222}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360861}, {k=primary_search, v=SRS18369491}, {k=primary_search, v=SRX21100282}]', 'jattr': ""{'bases': '6922281300', 'bytes': '2213495552', 'run_file_create_date': '2023-07-20T10:02:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Salinity+water deficit', 'primary_search': ['36630222', '996630', 'GSE237798', 'GSM7653601', 'GSM7653601_r1', 'PRJNA996630', 'SAMN36630222', 'SRP450502', 'SRR25360861', 'SRS18369491', 'SRX21100282']}"", 'treatment_sam_ss_dpl55': 'Salinity+water deficit', 'title': 'Combined salinity+water deficit flowers replicate 1', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Salinity+water deficit'}""}",{},{},{},{},{}
SAMN36630223,{},{},{},{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6939934200}, {k=bytes, v=2216075302}, {k=run_file_create_date, v=2023-07-20T10:10:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Salinity+acidity}, {k=primary_search, v=36630223}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653600}, {k=primary_search, v=GSM7653600_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630223}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360862}, {k=primary_search, v=SRS18369488}, {k=primary_search, v=SRX21100281}]', 'jattr': ""{'bases': '6939934200', 'bytes': '2216075302', 'run_file_create_date': '2023-07-20T10:10:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Salinity+acidity', 'primary_search': ['36630223', '996630', 'GSE237798', 'GSM7653600', 'GSM7653600_r1', 'PRJNA996630', 'SAMN36630223', 'SRP450502', 'SRR25360862', 'SRS18369488', 'SRX21100281']}"", 'treatment_sam_ss_dpl55': 'Salinity+acidity', 'title': 'Combined salinity+acidity flowers replicate 3', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Salinity+acidity'}""}",{},{}
SAMN36630224,{},{},{},{},{},{},{},{},{},"{'attributes': '[{k=bases, v=7425141000}, {k=bytes, v=2375783329}, {k=run_file_create_date, v=2023-07-20T10:05:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Salinity+acidity}, {k=primary_search, v=36630224}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653599}, {k=primary_search, v=GSM7653599_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630224}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360863}, {k=primary_search, v=SRS18369489}, {k=primary_search, v=SRX21100280}]', 'jattr': ""{'bases': '7425141000', 'bytes': '2375783329', 'run_file_create_date': '2023-07-20T10:05:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Salinity+acidity', 'primary_search': ['36630224', '996630', 'GSE237798', 'GSM7653599', 'GSM7653599_r1', 'PRJNA996630', 'SAMN36630224', 'SRP450502', 'SRR25360863', 'SRS18369489', 'SRX21100280']}"", 'treatment_sam_ss_dpl55': 'Salinity+acidity', 'title': 'Combined salinity+acidity flowers replicate 2', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Salinity+acidity'}""}",{},{}
SAMN36630225,{},{},{},{},{},{},{},{},{},"{'attributes': '[{k=bases, v=5997641400}, {k=bytes, v=1913634407}, {k=run_file_create_date, v=2023-07-20T10:05:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Salinity+acidity}, {k=primary_search, v=36630225}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653598}, {k=primary_search, v=GSM7653598_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630225}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360864}, {k=primary_search, v=SRS18369486}, {k=primary_search, v=SRX21100279}]', 'jattr': ""{'bases': '5997641400', 'bytes': '1913634407', 'run_file_create_date': '2023-07-20T10:05:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Salinity+acidity', 'primary_search': ['36630225', '996630', 'GSE237798', 'GSM7653598', 'GSM7653598_r1', 'PRJNA996630', 'SAMN36630225', 'SRP450502', 'SRR25360864', 'SRS18369486', 'SRX21100279']}"", 'treatment_sam_ss_dpl55': 'Salinity+acidity', 'title': 'Combined salinity+acidity flowers replicate 1', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Salinity+acidity'}""}",{},{}
SAMN36630226,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630227,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630228,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630229,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=7555824900}, {k=bytes, v=2400251669}, {k=run_file_create_date, v=2023-07-20T10:06:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Water deficit (30% of the water available for transpiration)}, {k=primary_search, v=36630229}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653594}, {k=primary_search, v=GSM7653594_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630229}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360868}, {k=primary_search, v=SRS18369483}, {k=primary_search, v=SRX21100275}]', 'jattr': ""{'bases': '7555824900', 'bytes': '2400251669', 'run_file_create_date': '2023-07-20T10:06:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Water deficit (30% of the water available for transpiration)', 'primary_search': ['36630229', '996630', 'GSE237798', 'GSM7653594', 'GSM7653594_r1', 'PRJNA996630', 'SAMN36630229', 'SRP450502', 'SRR25360868', 'SRS18369483', 'SRX21100275']}"", 'treatment_sam_ss_dpl55': 'Water deficit (30% of the water available for transpiration)', 'title': 'Water deficit flowers replicate 3', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Water deficit (30% of the water available for transpiration)'}""}",{},{},{},{},{}
SAMN36630230,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=7172462100}, {k=bytes, v=2281035916}, {k=run_file_create_date, v=2023-07-20T10:09:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Water deficit (30% of the water available for transpiration)}, {k=primary_search, v=36630230}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653593}, {k=primary_search, v=GSM7653593_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630230}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360869}, {k=primary_search, v=SRS18369482}, {k=primary_search, v=SRX21100274}]', 'jattr': ""{'bases': '7172462100', 'bytes': '2281035916', 'run_file_create_date': '2023-07-20T10:09:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Water deficit (30% of the water available for transpiration)', 'primary_search': ['36630230', '996630', 'GSE237798', 'GSM7653593', 'GSM7653593_r1', 'PRJNA996630', 'SAMN36630230', 'SRP450502', 'SRR25360869', 'SRS18369482', 'SRX21100274']}"", 'treatment_sam_ss_dpl55': 'Water deficit (30% of the water available for transpiration)', 'title': 'Water deficit flowers replicate 2', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Water deficit (30% of the water available for transpiration)'}""}",{},{},{},{},{}
SAMN36630231,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6586488000}, {k=bytes, v=2097083064}, {k=run_file_create_date, v=2023-07-20T10:04:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Water deficit (30% of the water available for transpiration)}, {k=primary_search, v=36630231}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653592}, {k=primary_search, v=GSM7653592_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630231}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360870}, {k=primary_search, v=SRS18369481}, {k=primary_search, v=SRX21100273}]', 'jattr': ""{'bases': '6586488000', 'bytes': '2097083064', 'run_file_create_date': '2023-07-20T10:04:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Water deficit (30% of the water available for transpiration)', 'primary_search': ['36630231', '996630', 'GSE237798', 'GSM7653592', 'GSM7653592_r1', 'PRJNA996630', 'SAMN36630231', 'SRP450502', 'SRR25360870', 'SRS18369481', 'SRX21100273']}"", 'treatment_sam_ss_dpl55': 'Water deficit (30% of the water available for transpiration)', 'title': 'Water deficit flowers replicate 1', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Water deficit (30% of the water available for transpiration)'}""}",{},{},{},{},{}
