,SRR26553587,SAMN38024272,SRX22255221,SRP468936,PRJNA1033144,Leaf,Williams 82,EC-C-2,25d,V3 stage,,,not collected,United States of America,,replicate=biological replicate 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26553588,SAMN38024271,SRX22255220,SRP468936,PRJNA1033144,Leaf,Williams 82,EC-C-1,25d,V3 stage,,,not collected,United States of America,,replicate=biological replicate 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26553589,SAMN38024270,SRX22255219,SRP468936,PRJNA1033144,Leaf,Williams 82,AC-D-3,25d,V3 stage,,,not collected,United States of America,,replicate=biological replicate 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26553590,SAMN38024269,SRX22255218,SRP468936,PRJNA1033144,Leaf,Williams 82,AC-D-2,25d,V3 stage,,,not collected,United States of America,,replicate=biological replicate 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26553591,SAMN38024268,SRX22255217,SRP468936,PRJNA1033144,Leaf,Williams 82,AC-D-1,25d,V3 stage,,,not collected,United States of America,,replicate=biological replicate 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26553592,SAMN38024267,SRX22255216,SRP468936,PRJNA1033144,Leaf,Williams 82,AC-C-3,25d,V3 stage,,,not collected,United States of America,,replicate=biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26553593,SAMN38024276,SRX22255215,SRP468936,PRJNA1033144,Leaf,Williams 82,EC-D-3,25d,V3 stage,,,not collected,United States of America,,replicate=biological replicate 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26553594,SAMN38024275,SRX22255214,SRP468936,PRJNA1033144,Leaf,Williams 82,EC-D-2,25d,V3 stage,,,not collected,United States of America,,replicate=biological replicate 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26553595,SAMN38024266,SRX22255213,SRP468936,PRJNA1033144,Leaf,Williams 82,AC-C-2,25d,V3 stage,,,not collected,United States of America,,replicate=biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26553596,SAMN38024265,SRX22255212,SRP468936,PRJNA1033144,Leaf,Williams 82,AC-C-1,25d,V3 stage,,,not collected,United States of America,,replicate=biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26554874,SAMN38011463,SRX22256365,SRP468960,PRJNA1031766,leave,mutant,rl_3,,V3 stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26554875,SAMN38011462,SRX22256364,SRP468960,PRJNA1031766,leave,mutant,rl_2,,V3 stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26554876,SAMN38011237,SRX22256363,SRP468960,PRJNA1031766,leave,mutant,rl_1,,V3 stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26554877,SAMN38010829,SRX22256362,SRP468960,PRJNA1031766,leave,Huaxia3,HX3_3,,V3 stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26554878,SAMN37965484,SRX22256361,SRP468960,PRJNA1031766,leave,Huaxia3,HX3_2,,V3 stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26554879,SAMN37961450,SRX22256360,SRP468960,PRJNA1031766,leave,Huaxia3,HX3_1,,V3 stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26555895,SAMN38028149,SRX22257381,SRP468975,PRJNA1033217,leaf,applicable,Soyvirus000001,not applicable,not applicable,,,Soy-bsmrau,applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26533681,SAMN37973611,SRX22236880,SRP468533,PRJNA1031828,leaf,Tianlong 1,X101SC20110098-9,V1,,,,soybean,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26533682,SAMN37973611,SRX22236879,SRP468533,PRJNA1031828,leaf,Tianlong 1,X101SC20110098-7,V1,,,,soybean,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26533683,SAMN37973611,SRX22236878,SRP468533,PRJNA1031828,leaf,Tianlong 1,X101SC20110098-5,V1,,,,soybean,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26533684,SAMN37973611,SRX22236877,SRP468533,PRJNA1031828,leaf,Tianlong 1,X101SC20110098-3,V1,,,,soybean,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26533685,SAMN37973611,SRX22236876,SRP468533,PRJNA1031828,leaf,Tianlong 1,X101SC20110098-17,V1,,,,soybean,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26533686,SAMN37973611,SRX22236875,SRP468533,PRJNA1031828,leaf,Tianlong 1,X101SC20110098-15,V1,,,,soybean,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26533687,SAMN37973611,SRX22236874,SRP468533,PRJNA1031828,leaf,Tianlong 1,X101SC20110098-13,V1,,,,soybean,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26533688,SAMN37973611,SRX22236873,SRP468533,PRJNA1031828,leaf,Tianlong 1,X101SC20110098-11,V1,,,,soybean,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26533689,SAMN37973611,SRX22236872,SRP468533,PRJNA1031828,leaf,Tianlong 1,X101SC20110098-1,V1,,,,soybean,soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26715162,SAMN17899577,SRX22414126,SRP470673,PRJNA701655,leaf,Jack,Soy_GFP-3,8 yrs,fully grown,not applicable,,,,,,not applicable,,,,,,leaf tissue,not applicable,seed-specific ER-GFP,not applicable,not applicable,,,,,not applicable,,not applicable,not applicable,,,,,,,ER-GFP,not applicable,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26715163,SAMN17899577,SRX22414125,SRP470673,PRJNA701655,leaf,Jack,Soy_GFP-2,8 yrs,fully grown,not applicable,,,,,,not applicable,,,,,,leaf tissue,not applicable,seed-specific ER-GFP,not applicable,not applicable,,,,,not applicable,,not applicable,not applicable,,,,,,,ER-GFP,not applicable,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR26715164,SAMN17899577,SRX22414124,SRP470673,PRJNA701655,leaf,Jack,Soy_GFP-1,8 yrs,fully grown,not applicable,,,,,,not applicable,,,,,,leaf tissue,not applicable,seed-specific ER-GFP,not applicable,not applicable,,,,,not applicable,,not applicable,not applicable,,,,,,,ER-GFP,not applicable,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013565,SAMN39995227,SRX23665796,SRP490436,PRJNA1078315,leaf,kendou40,10,not applicable,seedling,kendou-L+biological replicate 1,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013566,SAMN39995226,SRX23665795,SRP490436,PRJNA1078315,leaf,suinong42,9,not applicable,seedling,suinong-L+biological replicate 3,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013567,SAMN39995225,SRX23665794,SRP490436,PRJNA1078315,leaf,suinong42,8,not applicable,seedling,suinong-L+biological replicate 2,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013568,SAMN39995224,SRX23665793,SRP490436,PRJNA1078315,leaf,suinong42,7,not applicable,seedling,suinong-L+biological replicate 1,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013569,SAMN39995223,SRX23665792,SRP490436,PRJNA1078315,leaf,kendou40,6,not applicable,seedling,kendou-CK+biological replicate 3,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013570,SAMN39995222,SRX23665791,SRP490436,PRJNA1078315,leaf,kendou40,5,not applicable,seedling,kendou-CK+biological replicate 2,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013571,SAMN39995221,SRX23665790,SRP490436,PRJNA1078315,leaf,kendou40,4,not applicable,seedling,kendou-CK+biological replicate 1,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013572,SAMN39995220,SRX23665789,SRP490436,PRJNA1078315,leaf,suinong42,3,not applicable,seedling,suinong-CK+biological replicate 3,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013573,SAMN39995235,SRX23665788,SRP490436,PRJNA1078315,leaf,kendou40,18,not applicable,seedling,kendou-R+biological replicate 3,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013574,SAMN39995234,SRX23665787,SRP490436,PRJNA1078315,leaf,kendou40,17,not applicable,seedling,kendou-R+biological replicate 2,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013575,SAMN39995233,SRX23665786,SRP490436,PRJNA1078315,leaf,kendou40,16,not applicable,seedling,kendou-R+biological replicate 1,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013576,SAMN39995232,SRX23665785,SRP490436,PRJNA1078315,leaf,suinong42,15,not applicable,seedling,suinong-R+biological replicate 3,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013577,SAMN39995231,SRX23665784,SRP490436,PRJNA1078315,leaf,suinong42,14,not applicable,seedling,suinong-R+biological replicate 2,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013578,SAMN39995230,SRX23665783,SRP490436,PRJNA1078315,leaf,suinong42,13,not applicable,seedling,suinong-R+biological replicate 1,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013579,SAMN39995229,SRX23665782,SRP490436,PRJNA1078315,leaf,kendou40,12,not applicable,seedling,kendou-L+biological replicate 3,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013580,SAMN39995228,SRX23665781,SRP490436,PRJNA1078315,leaf,kendou40,11,not applicable,seedling,kendou-L+biological replicate 2,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013581,SAMN39995219,SRX23665780,SRP490436,PRJNA1078315,leaf,suinong42,2,not applicable,seedling,suinong-CK+biological replicate 2,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR28013582,SAMN39995218,SRX23665779,SRP490436,PRJNA1078315,leaf,suinong42,1,not applicable,seedling,suinong-CK+biological replicate 1,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26559993,SAMN38032661,SRX22261397,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 18-hour Nutritional Growth Period under Drought Stress-1,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26559994,SAMN38032660,SRX22261396,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 12-hour Nutritional Growth Period under Drought Stress-3,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26559995,SAMN38032660,SRX22261395,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 12-hour Nutritional Growth Period under Drought Stress-2,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26559996,SAMN38032660,SRX22261394,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 12-hour Nutritional Growth Period under Drought Stress-1,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26559997,SAMN38032659,SRX22261393,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 6-hour Nutritional Growth Period under Drought Stress-3,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26559998,SAMN38032659,SRX22261392,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 6-hour Nutritional Growth Period under Drought Stress-2,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26559999,SAMN38032659,SRX22261391,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 6-hour Nutritional Growth Period under Drought Stress-1,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26560000,SAMN38032658,SRX22261390,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 0-hour Nutritional Growth Period under Drought Stress-3,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26560001,SAMN38032662,SRX22261389,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 24-hour Nutritional Growth Period under Drought Stress-3,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26560002,SAMN38032662,SRX22261388,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 24-hour Nutritional Growth Period under Drought Stress-2,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26560003,SAMN38032662,SRX22261387,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 24-hour Nutritional Growth Period under Drought Stress-1,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26560004,SAMN38032661,SRX22261386,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 18-hour Nutritional Growth Period under Drought Stress-3,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26560005,SAMN38032661,SRX22261385,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 18-hour Nutritional Growth Period under Drought Stress-2,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26560006,SAMN38032658,SRX22261384,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 0-hour Nutritional Growth Period under Drought Stress-2,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR26560007,SAMN38032658,SRX22261383,SRP469046,PRJNA1033409,root,,A Study on the Root Transcriptome of Soybean JY47 during the 0-hour Nutritional Growth Period under Drought Stress-1,missing,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718791,SAMN39600409,SRX23384841,SRP485767,PRJNA1068676,root,Mengkedou No.18,LRS02681,seedling stage,8d (Boron deficiency),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718792,SAMN39600408,SRX23384840,SRP485767,PRJNA1068676,root,Mengkedou No.17,LRS02680,seedling stage,0h (Boron deficiency),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718793,SAMN39600407,SRX23384839,SRP485767,PRJNA1068676,root,Mengkedou No.16,LRS02679,seedling stage,0h (Boron deficiency),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718794,SAMN39600406,SRX23384838,SRP485767,PRJNA1068676,root,Mengkedou No.15,LRS02678,seedling stage,0h (Boron deficiency),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718795,SAMN39600405,SRX23384837,SRP485767,PRJNA1068676,root,Mengkedou No.14,LRS02677,seedling stage,8d (Boron sufficient),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718796,SAMN39600404,SRX23384836,SRP485767,PRJNA1068676,root,Mengkedou No.13,LRS02676,seedling stage,8d (Boron sufficient),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718797,SAMN39600403,SRX23384835,SRP485767,PRJNA1068676,root,Mengkedou No.12,LRS02675,seedling stage,8d (Boron sufficient),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718798,SAMN39600402,SRX23384834,SRP485767,PRJNA1068676,root,Mengkedou No.11,LRS02674,seedling stage,0h (Boron sufficient),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718799,SAMN39600411,SRX23384833,SRP485767,PRJNA1068676,root,Mengkedou No.20,LRS02683,seedling stage,8d (Boron deficiency),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718800,SAMN39600410,SRX23384832,SRP485767,PRJNA1068676,root,Mengkedou No.19,LRS02682,seedling stage,8d (Boron deficiency),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718801,SAMN39600401,SRX23384831,SRP485767,PRJNA1068676,root,Mengkedou No.10,LRS02673,seedling stage,0h (Boron sufficient),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27718802,SAMN39600400,SRX23384830,SRP485767,PRJNA1068676,root,Mengkedou No.9,LRS02672,seedling stage,0h (Boron sufficient),,,mising,mising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27792987,SAMN39682042,SRX23456619,SRP486975,PRJNA1071216,Root,soybean,TOE-1,,Root,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27792988,SAMN39682041,SRX23456618,SRP486975,PRJNA1071216,Root,soybean,TKO-3,,Root,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27792989,SAMN39682040,SRX23456617,SRP486975,PRJNA1071216,Root,soybean,TKO-2,,Root,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27792990,SAMN39682039,SRX23456616,SRP486975,PRJNA1071216,Root,soybean,TKO-1,,Root,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
