biosample,control,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fungal
SAMN32153424,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153425,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153426,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153427,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153428,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153429,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153430,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153431,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153432,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153433,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153434,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153435,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153436,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153437,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153438,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153439,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153440,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153441,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153442,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153443,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153444,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153445,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153446,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153447,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153448,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153449,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153450,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153451,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153452,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153453,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153454,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153455,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153456,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153457,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153458,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153459,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153460,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153461,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153462,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153463,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153464,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153465,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153466,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153467,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153468,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153469,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153470,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153471,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153472,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153473,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153474,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153475,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153476,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153477,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153478,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153479,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153480,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153481,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153482,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153483,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153484,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153485,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153486,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153487,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153488,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153489,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153490,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153491,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153492,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153493,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153494,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153495,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153496,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153497,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153498,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153499,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153500,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153501,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153502,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153503,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153504,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153505,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153506,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153507,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153508,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153509,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153510,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153511,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153512,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153513,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153514,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153515,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153516,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153517,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153518,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153519,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153520,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153521,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153522,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153523,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153524,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153525,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153526,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153527,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153528,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153529,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153530,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153531,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153532,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153533,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153534,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153535,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153536,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153537,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153538,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153539,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153540,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153541,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153542,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153543,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153544,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153545,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153546,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153547,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153548,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153549,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153550,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153551,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153552,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153553,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153554,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153555,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153556,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153557,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153558,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153559,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153560,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153561,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153562,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153563,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153564,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153565,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153566,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153567,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153568,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153569,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153570,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153571,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153572,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153573,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153574,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153575,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153576,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153577,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153578,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153579,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153580,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153581,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153582,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153583,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153584,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153585,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153586,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153587,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153588,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153589,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153590,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153591,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153592,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153593,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153594,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153595,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153596,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153597,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153598,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153599,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153600,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153601,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153602,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153603,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153604,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153605,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153606,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153607,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153608,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153609,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153610,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153611,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153612,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153613,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153614,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153615,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153616,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153617,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153618,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153619,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153620,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153621,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153622,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153623,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153624,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153625,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153626,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153627,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153628,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153629,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153630,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153631,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153632,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153633,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153634,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153635,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153636,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153637,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153638,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153639,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153640,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153641,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153642,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153643,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153644,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153645,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153646,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153647,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153648,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153649,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153650,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153651,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153652,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153653,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153654,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153655,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153656,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153657,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153658,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153659,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153660,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153661,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153662,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153663,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153664,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153665,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153666,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153667,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153668,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153669,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153670,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153671,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153672,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153673,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153674,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153675,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153676,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153677,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153678,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153679,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153680,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153681,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153682,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153683,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153684,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153685,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153686,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153687,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153688,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153689,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153690,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153691,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153692,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153693,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153694,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153695,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153696,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153697,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153698,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153699,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153700,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153701,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153702,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153703,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153704,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153705,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153706,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153707,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153708,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153709,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153710,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153711,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153712,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153713,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153714,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153715,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153716,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153717,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153718,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153719,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153720,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153721,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153722,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153723,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153724,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153725,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153726,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153727,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153728,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153729,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153730,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153731,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153732,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153733,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153734,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153735,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153736,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153737,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153738,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153739,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153740,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153741,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153742,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153743,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153744,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153745,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153746,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153747,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153748,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153749,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153750,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153751,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153752,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153753,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153754,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153755,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153756,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153757,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153758,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153759,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153760,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153761,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153762,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153763,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153764,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153765,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153766,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153767,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153768,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153769,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153770,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153771,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153772,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153773,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153774,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153775,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153776,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153777,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153778,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153779,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153780,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153781,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153782,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153783,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153784,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153785,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153786,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153787,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153788,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153789,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153790,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153791,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153792,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153793,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153794,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153795,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153796,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153797,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153798,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153799,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153800,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153801,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153802,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153803,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153804,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153805,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153806,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153807,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153808,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153809,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153810,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153811,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153812,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153813,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153814,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153815,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153816,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153817,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153818,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153819,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153820,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153821,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153822,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153823,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153824,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153825,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153826,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153827,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153828,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153829,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153830,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153831,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153832,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153833,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153834,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153835,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153836,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153837,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153838,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153839,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153840,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153841,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153842,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153843,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153844,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153845,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153846,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153847,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153848,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153849,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153850,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153851,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153852,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153853,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153854,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153855,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153856,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153857,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153858,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153859,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153860,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153861,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153862,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153863,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153864,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153865,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153866,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153867,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153868,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153869,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153870,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153871,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153872,[],[],[],[],[],[],[],[],[],[],[]
SAMN32153873,[],[],[],[],[],[],[],[],[],[],[]
