biosample,bioproject,tejido,estres,tratamiento
SAMN27921919,PRJNA832802,hypocotyl,fungus,control
SAMN27921920,PRJNA832802,hypocotyl,,control
SAMN27921921,PRJNA832802,hypocotyl,fungus,control
SAMN27921922,PRJNA832802,hypocotyl,fungus,control
SAMN27921923,PRJNA832802,hypocotyl,,control
SAMN27921924,PRJNA832802,hypocotyl,,control
SAMN27921925,PRJNA832802,hypocotyl,,control
SAMN27921926,PRJNA832802,hypocotyl,,control
SAMN27921927,PRJNA832802,hypocotyl,,control
SAMN27921928,PRJNA832802,hypocotyl,,control
SAMN27921929,PRJNA832802,hypocotyl,,control
SAMN27921930,PRJNA832802,hypocotyl,,control
SAMN27921931,PRJNA832802,hypocotyl,,control
SAMN27921932,PRJNA832802,hypocotyl,,control
SAMN27921933,PRJNA832802,hypocotyl,fungus,control
SAMN27921934,PRJNA832802,hypocotyl,fungus,control
SAMN27921935,PRJNA832802,hypocotyl,,control
SAMN27926285,PRJNA832958,root,drought,treatment
SAMN27926286,PRJNA832958,root,drought,treatment
SAMN27926287,PRJNA832958,root,drought,treatment
SAMN27926288,PRJNA832958,root,transgenic,treatment
SAMN27926289,PRJNA832958,root,drought,treatment
SAMN27926290,PRJNA832958,root,transgenic,treatment
SAMN27926291,PRJNA832958,leaf,drought,treatment
SAMN27926292,PRJNA832958,leaf,drought,treatment
SAMN27926293,PRJNA832958,leaf,drought,treatment
SAMN27926294,PRJNA832958,leaf,drought,treatment
SAMN27926295,PRJNA832958,leaf,transgenic,treatment
SAMN27926296,PRJNA832958,leaf,drought,treatment
SAMN28000073,PRJNA833532,root,mineral poisoning,treatment
SAMN28000074,PRJNA833532,root,mineral poisoning,treatment
SAMN28000075,PRJNA833532,root,mineral poisoning,treatment
SAMN28000076,PRJNA833532,root,mineral poisoning,treatment
SAMN28000077,PRJNA833532,root,mineral poisoning,treatment
SAMN28000078,PRJNA833532,root,mineral poisoning,treatment
SAMN28000079,PRJNA833532,root,mineral poisoning,treatment
SAMN28000080,PRJNA833532,root,mineral poisoning,treatment
SAMN28000081,PRJNA833532,root,mineral poisoning,treatment
SAMN28000082,PRJNA833532,root,mineral poisoning,treatment
SAMN28000083,PRJNA833532,root,mineral poisoning,treatment
SAMN28000084,PRJNA833532,root,mineral poisoning,treatment
SAMN28054338,PRJNA834849,leaf,drought,treatment
SAMN28054339,PRJNA834849,leaf,drought,treatment
SAMN28054340,PRJNA834849,leaf,drought,treatment
SAMN28054341,PRJNA834849,leaf,drought,treatment
SAMN28054342,PRJNA834849,leaf,drought,treatment
SAMN28054343,PRJNA834849,leaf,drought,treatment
SAMN28196684,PRJNA837341,root,parasite,treatment
SAMN28196686,PRJNA837341,root,parasite,treatment
SAMN28196688,PRJNA837341,root,parasite,treatment
SAMN28196690,PRJNA837341,root,,control
SAMN28196692,PRJNA837341,root,,control
SAMN28196694,PRJNA837341,root,,control
SAMN28196696,PRJNA837341,root,parasite,treatment
SAMN28196698,PRJNA837341,root,parasite,treatment
SAMN28196700,PRJNA837341,root,parasite,treatment
SAMN28196702,PRJNA837341,root,parasite,control
SAMN28196704,PRJNA837341,root,parasite,control
SAMN28196706,PRJNA837341,root,,control
SAMN28772339,PRJNA843914,root,senescense,treatment
SAMN28772340,PRJNA843914,root,senescense,treatment
SAMN28772341,PRJNA843914,root,senescense,treatment
SAMN28772343,PRJNA843914,root,senescense,treatment
SAMN28772345,PRJNA843914,root,senescense,control
SAMN28772362,PRJNA843914,root,senescense,control
SAMN28772363,PRJNA843914,root,senescense,control
SAMN28772364,PRJNA843914,root,senescense,treatment
SAMN28772365,PRJNA843914,root,senescense,treatment
SAMN28772403,PRJNA843914,root,senescense,treatment
SAMN28772420,PRJNA843914,root,senescense,treatment
SAMN28772421,PRJNA843914,root,senescense,treatment
SAMN28772422,PRJNA843914,root,senescense,treatment
SAMN28772423,PRJNA843914,root,senescense,treatment
SAMN28772424,PRJNA843914,root,senescense,treatment
SAMN28887505,PRJNA846361,seed,transgenic,control
SAMN28887506,PRJNA846361,seed,transgenic,control
SAMN28887507,PRJNA846361,seed,transgenic,control
SAMN28887508,PRJNA846361,seed,transgenic,treatment
SAMN28887509,PRJNA846361,seed,transgenic,treatment
SAMN28887510,PRJNA846361,seed,transgenic,treatment
SAMN28887511,PRJNA846361,seed,transgenic,treatment
SAMN28887512,PRJNA846361,seed,transgenic,treatment
SAMN28887513,PRJNA846361,seed,transgenic,treatment
SAMN28898361,PRJNA846599,seed,,treatment
SAMN28898362,PRJNA846599,seed,,treatment
SAMN28898363,PRJNA846599,seed,,treatment
SAMN28898364,PRJNA846599,seed,,treatment
SAMN28898365,PRJNA846599,seed,,treatment
SAMN28898366,PRJNA846599,seed,,treatment
SAMN28898367,PRJNA846599,seed,,treatment
SAMN28898368,PRJNA846599,seed,,treatment
SAMN28898369,PRJNA846599,seed,,treatment
SAMN28898370,PRJNA846599,seed,,treatment
SAMN28898371,PRJNA846599,seed,,treatment
SAMN28898372,PRJNA846599,seed,,treatment
SAMN29132382,PRJNA849746,root,bacteria,control
SAMN29132383,PRJNA849746,root,fungus,control
SAMN29132384,PRJNA849746,root,bacteria,control
SAMN29132385,PRJNA849746,root,fungus,treatment
SAMN29132386,PRJNA849746,root,fungus,treatment
SAMN29132387,PRJNA849746,root,fungus,treatment
SAMN29132388,PRJNA849746,root,bacteria,control
SAMN29132389,PRJNA849746,root,bacteria,control
SAMN29132390,PRJNA849746,root,fungus,control
SAMN29132391,PRJNA849746,root,fungus,treatment
SAMN29132392,PRJNA849746,root,bacteria,treatment
SAMN29132393,PRJNA849746,root,fungus,treatment
SAMN29132394,PRJNA849746,root,bacteria,control
SAMN29132395,PRJNA849746,root,fungus,control
SAMN29132396,PRJNA849746,root,bacteria,treatment
SAMN29132397,PRJNA849746,root,fungus,treatment
SAMN29132398,PRJNA849746,root,fungus,treatment
SAMN29132399,PRJNA849746,root,fungus,treatment
SAMN29153364,PRJNA850028,leaf,,control
SAMN29153365,PRJNA850028,leaf,,control
SAMN29153366,PRJNA850028,leaf,,control
SAMN29153367,PRJNA850028,leaf,nutrient poisoning,treatment
SAMN29153368,PRJNA850028,leaf,nutrient poisoning,treatment
SAMN29153369,PRJNA850028,leaf,nutrient poisoning,treatment
SAMN29153370,PRJNA850028,leaf,nutrient poisoning,treatment
SAMN29153371,PRJNA850028,leaf,nutrient poisoning,treatment
SAMN29153372,PRJNA850028,leaf,nutrient poisoning,treatment
SAMN29220777,PRJNA851273,leaf,other,treatment
SAMN29220778,PRJNA851273,leaf,other,treatment
SAMN29220779,PRJNA851273,leaf,other,treatment
SAMN29220780,PRJNA851273,leaf,,control
SAMN29220781,PRJNA851273,leaf,,control
SAMN29220782,PRJNA851273,leaf,,control
SAMN29220783,PRJNA851273,leaf,other,treatment
SAMN29220784,PRJNA851273,leaf,other,treatment
SAMN29220785,PRJNA851273,leaf,other,treatment
SAMN29220786,PRJNA851273,leaf,,control
SAMN29220787,PRJNA851273,leaf,,control
SAMN29220788,PRJNA851273,leaf,,control
SAMN29341239,PRJNA852689,leaf,drought,treatment
SAMN29341240,PRJNA852689,leaf,drought,treatment
SAMN29341241,PRJNA852689,leaf,drought,treatment
SAMN29341242,PRJNA852689,leaf,drought,treatment
SAMN29341243,PRJNA852689,leaf,drought,treatment
SAMN29341244,PRJNA852689,leaf,drought,treatment
SAMN29341245,PRJNA852689,leaf,drought,treatment
SAMN29341246,PRJNA852689,leaf,drought,treatment
SAMN29341247,PRJNA852689,leaf,drought,treatment
SAMN29341248,PRJNA852689,leaf,drought,treatment
SAMN29341249,PRJNA852689,leaf,drought,treatment
SAMN29341250,PRJNA852689,leaf,drought,treatment
SAMN29341251,PRJNA852689,leaf,drought,treatment
SAMN29341252,PRJNA852689,leaf,drought,treatment
SAMN29341253,PRJNA852689,leaf,drought,treatment
SAMN29341254,PRJNA852689,leaf,drought,treatment
SAMN29341255,PRJNA852689,leaf,drought,treatment
SAMN29341256,PRJNA852689,leaf,drought,treatment
SAMN29395022,PRJNA854192,leaf,nutrient poisoning,treatment
SAMN29395023,PRJNA854192,leaf,nutrient poisoning,treatment
SAMN29395024,PRJNA854192,leaf,,treatment
SAMN29395025,PRJNA854192,leaf,,treatment
SAMN29395026,PRJNA854192,leaf,nutrient poisoning,treatment
SAMN29395027,PRJNA854192,leaf,nutrient poisoning,treatment
SAMN29470424,PRJNA854816,root,,control
SAMN29470426,PRJNA854816,root,,control
SAMN29470428,PRJNA854816,root,,control
SAMN29470430,PRJNA854816,root,,control
SAMN29470432,PRJNA854816,root,,control
SAMN29470434,PRJNA854816,root,,control
SAMN29470436,PRJNA854816,root,,control
SAMN29470438,PRJNA854816,root,,control
SAMN29470440,PRJNA854816,root,,control
SAMN29470442,PRJNA854816,root,,control
SAMN29470444,PRJNA854816,root,,control
SAMN29470446,PRJNA854816,root,,control
SAMN29470448,PRJNA854816,root,,control
SAMN29470450,PRJNA854816,root,,control
SAMN29470452,PRJNA854816,root,,control
SAMN29470454,PRJNA854816,root,bacteria,treatment
SAMN29470456,PRJNA854816,root,,treatment
SAMN29470458,PRJNA854816,root,,treatment
SAMN29470460,PRJNA854816,root,,treatment
SAMN29470462,PRJNA854816,root,,treatment
SAMN29470464,PRJNA854816,root,,treatment
SAMN29470466,PRJNA854816,root,,treatment
SAMN29470468,PRJNA854816,root,,treatment
SAMN29470470,PRJNA854816,root,,treatment
SAMN29470472,PRJNA854816,root,,treatment
SAMN29470474,PRJNA854816,root,,treatment
SAMN29470476,PRJNA854816,root,,treatment
SAMN29470478,PRJNA854816,root,,treatment
SAMN29470480,PRJNA854816,root,,treatment
SAMN29470482,PRJNA854816,root,,treatment
SAMN29470484,PRJNA854816,root,,treatment
SAMN29470486,PRJNA854816,root,,treatment
SAMN29470488,PRJNA854816,root,,treatment
SAMN29470490,PRJNA854816,root,,treatment
SAMN29470492,PRJNA854816,root,,treatment
SAMN29470494,PRJNA854816,root,,treatment
SAMN29470496,PRJNA854816,root,,treatment
SAMN29470498,PRJNA854816,root,,treatment
SAMN29470500,PRJNA854816,root,,treatment
SAMN29470502,PRJNA854816,root,,treatment
SAMN29470504,PRJNA854816,root,,treatment
SAMN29470506,PRJNA854816,root,,treatment
SAMN29470508,PRJNA854816,root,,treatment
SAMN29470510,PRJNA854816,root,,treatment
SAMN29470512,PRJNA854816,root,,treatment
SAMN29470514,PRJNA854816,root,bacteria,treatment
SAMN29470516,PRJNA854816,root,bacteria,treatment
SAMN29470518,PRJNA854816,root,,treatment
SAMN29470520,PRJNA854816,root,bacteria,treatment
SAMN29470522,PRJNA854816,root,,treatment
SAMN29470524,PRJNA854816,root,,treatment
SAMN29470526,PRJNA854816,root,bacteria,treatment
SAMN29470528,PRJNA854816,root,bacteria,treatment
SAMN29470530,PRJNA854816,root,,treatment
SAMN29470532,PRJNA854816,root,,treatment
SAMN29470534,PRJNA854816,root,,treatment
SAMN29470536,PRJNA854816,root,,treatment
SAMN29470538,PRJNA854816,root,bacteria,treatment
SAMN29470540,PRJNA854816,root,bacteria,treatment
SAMN29470542,PRJNA854816,root,,treatment
SAMN29494544,PRJNA855551,leaf,fungus,control
SAMN29494545,PRJNA855551,leaf,fungus,treatment
SAMN29494546,PRJNA855551,leaf,fungus,treatment
SAMN29494547,PRJNA855551,leaf,fungus,treatment
SAMN29494548,PRJNA855551,leaf,fungus,treatment
SAMN29494549,PRJNA855551,leaf,fungus,treatment
SAMN29494550,PRJNA855551,leaf,fungus,control
SAMN29494551,PRJNA855551,leaf,fungus,treatment
SAMN29494552,PRJNA855551,leaf,fungus,treatment
SAMN29494553,PRJNA855551,leaf,fungus,treatment
SAMN29494554,PRJNA855551,leaf,fungus,treatment
SAMN29494555,PRJNA855551,leaf,fungus,treatment
SAMN29642328,PRJNA857873,root,,treatment
SAMN29911692,PRJNA861378,root,,treatment
SAMN29911694,PRJNA861378,root,,treatment
SAMN29911696,PRJNA861378,root,,treatment
SAMN29911698,PRJNA861378,root,,treatment
SAMN29911700,PRJNA861378,root,,treatment
SAMN29911702,PRJNA861378,root,,treatment
SAMN29911704,PRJNA861378,root,,treatment
SAMN29911706,PRJNA861378,root,,treatment
SAMN29911708,PRJNA861378,root,,treatment
SAMN29911710,PRJNA861378,root,,treatment
SAMN29911712,PRJNA861378,root,,treatment
SAMN29911714,PRJNA861378,root,,treatment
SAMN29911716,PRJNA861378,stem,,treatment
SAMN29911718,PRJNA861378,stem,,treatment
SAMN29911720,PRJNA861378,stem,,treatment
SAMN29911722,PRJNA861378,stem,,treatment
SAMN29911724,PRJNA861378,stem,,treatment
SAMN29911726,PRJNA861378,stem,,treatment
SAMN29911728,PRJNA861378,stem,,treatment
SAMN29911730,PRJNA861378,stem,,treatment
SAMN29911732,PRJNA861378,stem,,treatment
SAMN29911734,PRJNA861378,stem,,treatment
SAMN29911736,PRJNA861378,stem,,treatment
SAMN29911738,PRJNA861378,stem,,treatment
SAMN29911740,PRJNA861378,stem,,treatment
SAMN29911742,PRJNA861378,stem,,treatment
SAMN29911744,PRJNA861378,stem,,treatment
SAMN29911746,PRJNA861378,stem,,treatment
SAMN29911748,PRJNA861378,stem,,treatment
SAMN29911750,PRJNA861378,stem,,treatment
SAMN29911752,PRJNA861378,stem,,treatment
SAMN29911754,PRJNA861378,stem,,treatment
SAMN29911756,PRJNA861378,stem,,treatment
SAMN29911758,PRJNA861378,stem,,treatment
SAMN29911760,PRJNA861378,stem,,treatment
SAMN29911762,PRJNA861378,stem,,treatment
SAMN29911764,PRJNA861378,stem,,treatment
SAMN29911766,PRJNA861378,stem,,treatment
SAMN29911768,PRJNA861378,stem,,treatment
SAMN29911770,PRJNA861378,stem,,control
SAMN29911772,PRJNA861378,stem,,treatment
SAMN29911774,PRJNA861378,stem,,treatment
SAMN29911776,PRJNA861378,stem,,treatment
SAMN29911778,PRJNA861378,stem,,treatment
SAMN29911780,PRJNA861378,stem,,treatment
SAMN29911782,PRJNA861378,stem,,treatment
SAMN29911784,PRJNA861378,stem,,treatment
SAMN29911786,PRJNA861378,stem,,treatment
SAMN29914699,PRJNA861407,leaf,virus,control
SAMN29914700,PRJNA861407,leaf,virus,control
SAMN29914701,PRJNA861407,leaf,virus,control
SAMN29914702,PRJNA861407,leaf,virus,control
SAMN29914703,PRJNA861407,leaf,virus,control
SAMN29914704,PRJNA861407,leaf,virus,control
SAMN29914705,PRJNA861407,leaf,virus,control
SAMN29914706,PRJNA861407,leaf,virus,control
SAMN29914707,PRJNA861407,leaf,virus,control
SAMN29914708,PRJNA861407,leaf,virus,control
SAMN29914709,PRJNA861407,leaf,virus,control
SAMN29914710,PRJNA861407,leaf,virus,control
SAMN29914711,PRJNA861407,leaf,virus,treatment
SAMN29914712,PRJNA861407,leaf,virus,treatment
SAMN29914713,PRJNA861407,leaf,virus,treatment
SAMN29914714,PRJNA861407,leaf,virus,treatment
SAMN29914715,PRJNA861407,leaf,virus,treatment
SAMN29914716,PRJNA861407,leaf,virus,treatment
SAMN29914717,PRJNA861407,leaf,virus,treatment
SAMN29914718,PRJNA861407,leaf,virus,treatment
SAMN29914719,PRJNA861407,leaf,virus,treatment
SAMN29914720,PRJNA861407,leaf,virus,treatment
SAMN29914721,PRJNA861407,leaf,virus,treatment
SAMN29914722,PRJNA861407,leaf,virus,treatment
SAMN29914723,PRJNA861407,leaf,virus,control
SAMN29914724,PRJNA861407,leaf,virus,control
SAMN29914725,PRJNA861407,leaf,virus,control
SAMN29914726,PRJNA861407,leaf,virus,control
SAMN29914727,PRJNA861407,leaf,virus,control
SAMN29914728,PRJNA861407,leaf,virus,control
SAMN29914729,PRJNA861407,leaf,virus,control
SAMN29914730,PRJNA861407,leaf,virus,control
SAMN29914731,PRJNA861407,leaf,virus,control
SAMN29914732,PRJNA861407,leaf,virus,control
SAMN29914733,PRJNA861407,leaf,virus,control
SAMN29914734,PRJNA861407,leaf,virus,control
SAMN29914735,PRJNA861407,leaf,virus,treatment
SAMN29914736,PRJNA861407,leaf,virus,treatment
SAMN29914737,PRJNA861407,leaf,virus,treatment
SAMN29914738,PRJNA861407,leaf,virus,treatment
SAMN29914739,PRJNA861407,leaf,virus,treatment
SAMN29914740,PRJNA861407,leaf,virus,treatment
SAMN29914741,PRJNA861407,leaf,virus,treatment
SAMN29914742,PRJNA861407,leaf,virus,treatment
SAMN29914743,PRJNA861407,leaf,virus,treatment
SAMN29914744,PRJNA861407,leaf,virus,treatment
SAMN29914745,PRJNA861407,leaf,virus,treatment
SAMN29914746,PRJNA861407,leaf,virus,treatment
SAMN29993469,PRJNA862748,seed,,control
SAMN29993470,PRJNA862748,seed,,control
SAMN29993471,PRJNA862748,seed,,control
SAMN29993472,PRJNA862748,seed,,control
SAMN29993473,PRJNA862748,seed,,control
SAMN29993474,PRJNA862748,seed,,control
SAMN29993475,PRJNA862748,seed,,control
SAMN29993476,PRJNA862748,seed,,control
SAMN29993477,PRJNA862748,seed,,control
SAMN29993478,PRJNA862748,seed,,control
SAMN29993479,PRJNA862748,seed,,control
SAMN29993480,PRJNA862748,seed,,control
SAMN29993481,PRJNA862748,seed,,control
SAMN29993482,PRJNA862748,seed,,control
SAMN29993483,PRJNA862748,seed,,control
SAMN29993484,PRJNA862748,seed,,control
SAMN29993485,PRJNA862748,seed,,control
SAMN29993486,PRJNA862748,seed,,control
SAMN29993487,PRJNA862748,seed,,control
SAMN29993488,PRJNA862748,seed,,control
SAMN29993489,PRJNA862748,seed,,control
SAMN29993490,PRJNA862748,seed,,control
SAMN29993491,PRJNA862748,seed,,control
SAMN29993492,PRJNA862748,seed,,control
SAMN29993493,PRJNA862748,seed,,control
SAMN29993494,PRJNA862748,seed,,control
SAMN29993495,PRJNA862748,seed,,control
SAMN29993496,PRJNA862748,seed,,control
SAMN29993497,PRJNA862748,seed,,treatment
SAMN29993498,PRJNA862748,seed,,control
SAMN30003062,PRJNA862941,root,fungus,control
SAMN30003063,PRJNA862941,root,fungus,treatment
SAMN30003064,PRJNA862941,root,fungus,treatment
SAMN30003065,PRJNA862941,root,fungus,control
SAMN30003066,PRJNA862941,root,fungus,treatment
SAMN30003067,PRJNA862941,root,fungus,treatment
SAMN30164305,PRJNA866385,root,,control
SAMN30164306,PRJNA866385,root,,treatment
SAMN30164307,PRJNA866385,root,,treatment
SAMN30164308,PRJNA866385,root,,control
SAMN30164309,PRJNA866385,root,,treatment
SAMN30164310,PRJNA866385,root,,treatment
SAMN30192803,PRJNA867332,root,nutrient deficit,treatment
SAMN30192804,PRJNA867332,root,nutrient deficit,treatment
SAMN30192805,PRJNA867332,root,nutrient deficit,treatment
SAMN30192806,PRJNA867332,root,nutrient poisoning,treatment
SAMN30192807,PRJNA867332,root,nutrient poisoning,treatment
SAMN30192808,PRJNA867332,root,nutrient poisoning,treatment
SAMN30192809,PRJNA867332,root,nutrient deficit,treatment
SAMN30192810,PRJNA867332,root,nutrient deficit,treatment
SAMN30192811,PRJNA867332,root,nutrient deficit,treatment
SAMN30192812,PRJNA867332,root,nutrient poisoning,treatment
SAMN30192813,PRJNA867332,root,nutrient poisoning,treatment
SAMN30192814,PRJNA867332,root,nutrient poisoning,treatment
SAMN30192815,PRJNA867332,root,nutrient deficit,treatment
SAMN30192816,PRJNA867332,root,nutrient deficit,treatment
SAMN30192817,PRJNA867332,root,nutrient deficit,treatment
SAMN30192818,PRJNA867332,root,nutrient deficit,treatment
SAMN30192819,PRJNA867332,root,nutrient poisoning,treatment
SAMN30192820,PRJNA867332,root,nutrient poisoning,treatment
SAMN30202748,PRJNA867503,root,nutrient deficit,treatment
SAMN30202749,PRJNA867503,nodule,nutrient deficit,treatment
SAMN30202750,PRJNA867503,nodule,nutrient deficit,treatment
SAMN30215957,PRJNA867574,seed,,control
SAMN30215958,PRJNA867574,seed,,control
SAMN30215959,PRJNA867574,seed,,control
SAMN30215960,PRJNA867574,seed,,control
SAMN30215961,PRJNA867574,seed,,control
SAMN30215962,PRJNA867574,seed,,control
SAMN30215963,PRJNA867574,seed,,control
SAMN30215964,PRJNA867574,seed,,control
SAMN30215965,PRJNA867574,seed,,control
SAMN30215966,PRJNA867574,seed,,control
SAMN30215967,PRJNA867574,seed,,control
SAMN30215968,PRJNA867574,seed,,control
SAMN30215969,PRJNA867574,seed,,control
SAMN30215970,PRJNA867574,seed,,control
SAMN30215971,PRJNA867574,seed,,control
SAMN30215972,PRJNA867574,seed,,control
SAMN30215973,PRJNA867574,seed,,control
SAMN30215974,PRJNA867574,seed,,control
SAMN30227622,PRJNA868178,root,drought,treatment
SAMN30227623,PRJNA868178,root,drought,treatment
SAMN30227624,PRJNA868178,root,drought,treatment
SAMN30227625,PRJNA868178,root,drought,treatment
SAMN30227626,PRJNA868178,root,drought,treatment
SAMN30227627,PRJNA868178,root,drought,treatment
SAMN30227628,PRJNA868178,root,drought,treatment
SAMN30227629,PRJNA868178,root,drought,treatment
SAMN30227630,PRJNA868178,root,drought,treatment
SAMN30227631,PRJNA868178,root,drought,treatment
SAMN30227632,PRJNA868178,root,drought,treatment
SAMN30227633,PRJNA868178,root,drought,treatment
SAMN30227634,PRJNA868178,root,drought,treatment
SAMN30227635,PRJNA868178,root,drought,treatment
SAMN30227636,PRJNA868178,root,drought,treatment
SAMN30227637,PRJNA868178,root,drought,treatment
SAMN30227638,PRJNA868178,root,drought,treatment
SAMN30227639,PRJNA868178,root,drought,treatment
SAMN30227640,PRJNA868178,root,drought,treatment
SAMN30227641,PRJNA868178,root,drought,treatment
SAMN30227642,PRJNA868178,root,drought,treatment
SAMN30227643,PRJNA868178,root,drought,treatment
SAMN30227644,PRJNA868178,root,drought,treatment
SAMN30227645,PRJNA868178,root,drought,treatment
SAMN30310281,PRJNA869516,flower,,treatment
SAMN30310282,PRJNA869516,flower,,control
SAMN30310283,PRJNA869516,root,,treatment
SAMN30310284,PRJNA869516,root,,treatment
SAMN30310285,PRJNA869516,root,,treatment
SAMN30310286,PRJNA869516,stem,,treatment
SAMN30310287,PRJNA869516,stem,,treatment
SAMN30310288,PRJNA869516,stem,,treatment
SAMN30310289,PRJNA869516,leaf,,control
SAMN30310290,PRJNA869516,leaf,,control
SAMN30310291,PRJNA869516,leaf,,treatment
SAMN30310292,PRJNA869516,pod,,treatment
SAMN30310293,PRJNA869516,pod,,treatment
SAMN30310294,PRJNA869516,pod,,treatment
SAMN30310295,PRJNA869516,seed,,treatment
SAMN30310296,PRJNA869516,seed,,treatment
SAMN30310297,PRJNA869516,seed,,treatment
SAMN30311953,PRJNA869584,nodule,,treatment
SAMN30311954,PRJNA869584,nodule,,treatment
SAMN30311955,PRJNA869584,nodule,,treatment
SAMN30311956,PRJNA869584,nodule,,treatment
SAMN30311957,PRJNA869584,nodule,,treatment
SAMN30311958,PRJNA869584,nodule,,treatment
SAMN30311959,PRJNA869584,nodule,,treatment
SAMN30311960,PRJNA869584,nodule,,treatment
SAMN30344319,PRJNA869950,root,fungus,treatment
SAMN30344320,PRJNA869950,root,fungus,treatment
SAMN30344321,PRJNA869950,root,fungus,treatment
SAMN30344322,PRJNA869950,root,fungus,treatment
SAMN30427427,PRJNA871448,leaf,nutrient deficit,treatment
SAMN30427428,PRJNA871448,root,nutrient deficit,treatment
SAMN30427429,PRJNA871448,root,nutrient deficit,treatment
SAMN30427430,PRJNA871448,leaf,nutrient deficit,control
SAMN30427431,PRJNA871448,root,nutrient deficit,control
SAMN30427432,PRJNA871448,leaf,nutrient deficit,treatment
SAMN30428953,PRJNA871800,root,nutrient poisoning,control
SAMN30428954,PRJNA871800,root,mineral poisoning,control
SAMN30428955,PRJNA871800,root,nutrient poisoning,control
SAMN30428956,PRJNA871800,root,mineral poisoning,treatment
SAMN30428957,PRJNA871800,root,nutrient poisoning,treatment
SAMN30428958,PRJNA871800,root,nutrient poisoning,treatment
SAMN30470202,PRJNA872762,leaf,drought,control
SAMN30470203,PRJNA872762,leaf,drought,control
SAMN30470204,PRJNA872762,leaf,drought,treatment
SAMN30470205,PRJNA872762,leaf,drought,treatment
SAMN30470206,PRJNA872762,leaf,drought,treatment
SAMN30470207,PRJNA872762,leaf,drought,treatment
SAMN30470208,PRJNA872762,leaf,drought,treatment
SAMN30470209,PRJNA872762,leaf,drought,treatment
SAMN30470210,PRJNA872762,leaf,drought,treatment
SAMN30470211,PRJNA872762,leaf,drought,treatment
SAMN30470212,PRJNA872762,leaf,drought,treatment
SAMN30470213,PRJNA872762,leaf,drought,treatment
SAMN30608896,PRJNA875233,whole,virus,control
SAMN30609232,PRJNA875247,nodule,nutrient deficit,control
SAMN30609233,PRJNA875247,nodule,nutrient deficit,treatment
SAMN30609234,PRJNA875247,nodule,nutrient deficit,treatment
SAMN30609235,PRJNA875247,nodule,nutrient deficit,treatment
SAMN30609236,PRJNA875247,nodule,nutrient deficit,treatment
SAMN30609237,PRJNA875247,nodule,nutrient deficit,treatment
SAMN30609238,PRJNA875247,nodule,nutrient deficit,treatment
SAMN30609239,PRJNA875247,nodule,nutrient deficit,treatment
SAMN30609202,PRJNA875265,leaf,nutrient deficit,control
SAMN30609203,PRJNA875265,leaf,nutrient deficit,control
SAMN30609204,PRJNA875265,leaf,nutrient deficit,control
SAMN30609205,PRJNA875265,leaf,nutrient deficit,treatment
SAMN30609206,PRJNA875265,leaf,nutrient deficit,treatment
SAMN30609207,PRJNA875265,leaf,nutrient deficit,treatment
SAMN33845187,PRJNA876203,leaf,,control
SAMN33845188,PRJNA876203,stem,,control
SAMN33845189,PRJNA876203,shoot,,control
SAMN30685013,PRJNA877111,leaf,transgenic,control
SAMN30685014,PRJNA877111,leaf,transgenic,control
SAMN30685015,PRJNA877111,leaf,transgenic,control
SAMN30685016,PRJNA877111,leaf,parasite,treatment
SAMN30685017,PRJNA877111,leaf,parasite,treatment
SAMN30685018,PRJNA877111,leaf,parasite,treatment
SAMN30685019,PRJNA877111,leaf,transgenic,control
SAMN30685020,PRJNA877111,leaf,transgenic,control
SAMN30685021,PRJNA877111,leaf,transgenic,control
SAMN30685022,PRJNA877111,leaf,parasite,treatment
SAMN30685023,PRJNA877111,leaf,parasite,treatment
SAMN30685024,PRJNA877111,leaf,parasite,treatment
SAMN30685025,PRJNA877111,leaf,parasite,control
SAMN30685026,PRJNA877111,leaf,parasite,control
SAMN30685027,PRJNA877111,leaf,parasite,control
SAMN30685028,PRJNA877111,leaf,parasite,treatment
SAMN30685029,PRJNA877111,leaf,parasite,treatment
SAMN30685030,PRJNA877111,leaf,parasite,treatment
SAMN30685031,PRJNA877111,leaf,parasite,control
SAMN30685032,PRJNA877111,leaf,parasite,control
SAMN30685033,PRJNA877111,leaf,parasite,control
SAMN30685034,PRJNA877111,leaf,parasite,treatment
SAMN30685035,PRJNA877111,leaf,parasite,treatment
SAMN30685036,PRJNA877111,leaf,parasite,treatment
SAMN30696807,PRJNA877350,leaf,parasite,control
SAMN30696808,PRJNA877350,leaf,parasite,control
SAMN30696809,PRJNA877350,leaf,parasite,control
SAMN30696810,PRJNA877350,leaf,parasite,control
SAMN30696811,PRJNA877350,leaf,parasite,control
SAMN30696812,PRJNA877350,leaf,parasite,control
SAMN30696813,PRJNA877350,leaf,parasite,control
SAMN30696814,PRJNA877350,leaf,parasite,control
SAMN30696815,PRJNA877350,leaf,parasite,control
SAMN30696816,PRJNA877350,leaf,parasite,treatment
SAMN30696817,PRJNA877350,leaf,parasite,treatment
SAMN30696818,PRJNA877350,leaf,parasite,treatment
SAMN30696819,PRJNA877350,leaf,parasite,treatment
SAMN30696820,PRJNA877350,leaf,parasite,treatment
SAMN30696821,PRJNA877350,leaf,parasite,treatment
SAMN30696822,PRJNA877350,leaf,parasite,treatment
SAMN30696823,PRJNA877350,leaf,parasite,treatment
SAMN30696824,PRJNA877350,leaf,parasite,treatment
