biosample,control,ctrl,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fung,sporus,iron,aluminum,cadmium,cold,temperature,nitrogen,heat
SAMN22841324,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'IsoClark scion on IsoClark rootstock (Iso/Iso), 30 minutes after transfer, rep 2 root tissue, deficient iron', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN09513357,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37004721,"{'treatment_sam_ss_dpl55': 'control', 'title': 'RNAseq, NE2701, 8 hpi, control3', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13520111,{},{},{},{},{},{},{},{},"{'stage_sam': '24 hours after infestation', 'Stage': '24 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN31760306,{},{},"{'treatment_sam_ss_dpl55': 'Heat stress', 'title': 'Heat stress soybean flower anther replicate 2', 'treatment': 'Heat stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Heat stress', 'title': 'Heat stress soybean flower anther replicate 2', 'treatment': 'Heat stress'}"
SAMN37004704,{},{},{},{},{},"{'title': 'RNAseq, Senaki, 8 hpi, inoculated2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03014464,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'water_deficit_24hr', 'treatment': 'water_deficit_24hr'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03473690,{},{},{},{},{},{},{},{},{'treatment_stage_sam': '24 h after aphid infestation'},{},{},{},{},{},{},{},{},{},{},{}
SAMN11340095,"{'sample_name': '11C_Control_ Susceptible_Day11', 'primary_search': ""['11340095', '11C.fastq', '11C_Control_ Susceptible_Day11', '2', '530958', 'PRJNA530958', 'SAMN11340095', 'SRP190833', 'SRR8848028', 'SRS4581554', 'SRX5635785', 'bp0']"", 'Sample name': '11C_Control_ Susceptible_Day11'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02225603,{},{},{},{},{},"{'inoculation_sam': 'mock-inoculated', 'inoculation': 'mock-inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09714855,{'title': 'Plant Control(non infected) Si-'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31760279,{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower stigma replicate 2', 'treatment': 'Water deficit and heat stress'}",{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower stigma replicate 2', 'treatment': 'Water deficit and heat stress'}",{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower stigma replicate 2', 'treatment': 'Water deficit and heat stress'}"
SAMN15041642,"{'treatment_sam_ss_dpl55': 'As a control group replicate 2', 'treatment': 'As a control group replicate 2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12727382,{},{},{},{},{},{'source_name_sam': 'SMV-G7 inoculated leaf'},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03755613,{},{},{'title': 'ZT8-16h_Stress-R1'},{},{},{},{},{'source_name_sam': 'leaves_ZT8_16h_water_deficit'},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359687,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 464877 (G4), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN02225597,{},{},{},{},{},"{'inoculation_sam': 'P. sojae inoculated', 'inoculation': 'P. sojae inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33988724,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Six months in cold chamber', 'treatment': 'Six months in cold chamber'}",{},{},{}
SAMN03389606,{'title': 'Seed Coat (25-50 mg) control mRNA-Seq biorep 1'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30876649,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit', 'title': 'Water deficit soybean pod replicate 2', 'treatment': 'Water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN27921916,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with mycelium of Phytophthora sojae Race 2', 'treatment': 'Inoculated with mycelium of Phytophthora sojae Race 2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37004712,{},{},{},{},{},"{'title': 'RNAseq, Senaki, 2 hpi, inoculated2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN01832612,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'preservation_sam': 'room temperature', 'preservation': 'room temperature'}",{},{}
SAMN36630211,{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity+low phosphate', 'title': 'Combined acidity+low phosphate flowers replicate 3', 'treatment': 'Acidity+low phosphate'}",{},{},{},{},{},{},{},{},{}
SAMN09513369,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10721136,{},{},{},{},{},{},{},{},"{'age_sam': '30 day post aphid infestation', 'age': '30 day post aphid infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN05327848,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': '6 hours after infestation', 'treatment': '6 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMD00222780,{},{},{},{},{},{'treatment_sam_ss_dpl55': 'Inoculated with bel2-5'},{},{},{},{},{},{},{},{},{},{},{},{},{'growth_protocol_sam_s_dpl216': 'Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions'},{}
SAMN21359679,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Leaf tissue, PI 578366 (G3), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN05327854,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': '48 hours after infestation', 'treatment': '48 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN30722363,"{'isolate_sam_ss_dpl100': 'RNA of anther and leaf samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther and leaf samples of high temperature stress treated and control soybean'}",{},"{'isolate_sam_ss_dpl100': 'RNA of anther and leaf samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther and leaf samples of high temperature stress treated and control soybean'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'RNA of anther and leaf samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther and leaf samples of high temperature stress treated and control soybean'}",{},{}
SAMN21359866,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Root tissue, PI 054854 (G16), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN37004713,"{'treatment_sam_ss_dpl55': 'control', 'title': 'RNAseq, Senaki, 2 hpi, control3', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29914729,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN04125392,{},{},"{'treatment_sam_ss_dpl55': 'Elevated [CO2] and 50 min of drought stress-Biological replicate 2', 'treatment': 'Elevated [CO2] and 50 min of drought stress-Biological replicate 2'}","{'treatment_sam_ss_dpl55': 'Elevated [CO2] and 50 min of drought stress-Biological replicate 2', 'treatment': 'Elevated [CO2] and 50 min of drought stress-Biological replicate 2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630280,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Cadmium (300 uM CdCl2)', 'title': 'Cadmium leaves replicate 3', 'treatment': 'Cadmium (300 uM CdCl2)'}",{},{},{},{}
SAMN10588599,{},{},"{'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'treatment': 'produced in non-heat stressed field in Columbia, MO'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'treatment': 'produced in non-heat stressed field in Columbia, MO'}"
SAMN33196668,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'Room temperature treatment of recipient plants at 25 Celsius', 'isolate': 'Room temperature treatment of recipient plants at 25 Celsius'}",{},{}
SAMN30427428,{},{},"{'isolate_sam_ss_dpl100': 'Stressed low phosphorus treated soybean roots', 'isolate': 'Stressed low phosphorus treated soybean roots'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN14918705,{},{},"{'treatment_sam_ss_dpl55': 'Severe water stress', 'treatment': 'Severe water stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15464742,{'title': 'CT49_Ch_control (CT)'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30876651,{'title': 'Control soybean pod replicate 3'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10721169,{},{},{},{},{},{},{},{},"{'age_sam': '5 day post aphid infestation', 'age': '5 day post aphid infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN32509953,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'Spray melatonin for 24 hours at low temperature treatment.', 'isolate': 'Spray melatonin for 24 hours at low temperature treatment.'}",{},{}
SAMN36630266,{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity+low phosphate', 'title': 'Combined acidity+low phosphate leaves replicate 2', 'treatment': 'Acidity+low phosphate'}",{},{},{},{},{},{},{},{},{}
SAMN13386936,{},{},"{'title': ""RNA-Seq of 'Nan-nong94-156' under low-P stress""}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29914709,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN35882916,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with USDA110, treated with eBL', 'treatment': 'Inoculated with USDA110, treated with eBL'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13520109,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'infestation', 'stage_sam': '24 hours after infestation', 'title': 'P746 24HAI infestation rep2', 'treatment': 'infestation', 'Stage': '24 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN14474684,{},{},{},"{'phenotype_sam': 'Drought_sensible', 'phenotype': 'Drought_sensible'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16226304,{},{},{},{},{},{},{},{},{},{},{},{},{},{'center_name': 'COLLEGE OF RESOURCE AND ENVIRONMENTAL SCIENCE'},{},{},{},{},{},{}
SAMN13520104,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'infestation', 'stage_sam': '48 hours after infestation', 'title': 'P746 48HAI infestation rep1', 'treatment': 'infestation', 'Stage': '48 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN10721154,"{'sample_name': 'MN1806CN_treatment_control_30d_R1', 'treatment_sam_ss_dpl55': 'Control', 'primary_search': ""['10721154', '19', '3-7a_S43_L006_R1_001.fastq.gz', '514200', 'MN1806CN_treatment_control_30d_R1', 'PRJNA514200', 'SAMN10721154', 'SRP178193', 'SRR8427391', 'SRS4238954', 'SRX5235236', 'bp0']"", 'treatment': 'Control', 'Sample name': 'MN1806CN_treatment_control_30d_R1'}",{},{},{},{},{},{},{},"{'age_sam': '30 day post aphid infestation', 'age': '30 day post aphid infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN27921926,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with sterile water', 'treatment': 'Inoculated with sterile water'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30876653,{'title': 'Control soybean pod replicate 1'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513358,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN14604357,"{'treatment_sam_ss_dpl55': 'Control 1', 'title': 'Stacked Control R1', 'treatment': 'Control 1'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513367,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12727369,{},{},{},{},{},{'source_name_sam': 'SMV-G7 inoculated leaf'},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33199889,{},{},"{'treatment_sam_ss_dpl55': 'saline-alkali stress 28d', 'isolate_sam_ss_dpl100': 'Recipient soybean under saline-alkali stress for 28d biological replicate 3', 'title': 'Recipient soybean under saline-alkali stress for 28d biological replicate 3', 'isolate': 'Recipient soybean under saline-alkali stress for 28d biological replicate 3', 'treatment': 'saline-alkali stress 28d'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN14786290,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with Sinorhizobium fredii CCBAU45436', 'title': 'RNAseq of soybean remaing root inoculated with Sinorhizobium fredii CCBAU45436 replicate 2', 'treatment': 'Inoculated with Sinorhizobium fredii CCBAU45436'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10740389,"{'sample_name': 'Soybean_control_biological_replicate_2', 'library_name': 'Soybean_control_Rep_2_RNA-seq', 'treatment_sam_ss_dpl55': 'Control', 'primary_search': ""['10740389', '515005', 'PRJNA515005', 'SAMN10740389', 'SRP179043', 'SRR8439497', 'SRS4249179', 'SRX5246944', 'Soybean_control_Rep_2_RNA-seq', 'Soybean_control_biological_replicate_2', 'Soybean_control_biological_replicate_2_forward.fastq', 'bp0']"", 'phenotype_sam': 'Soybean_control_Rep2', 'treatment': 'Control', 'phenotype': 'Soybean_control_Rep2', 'Sample name': 'Soybean_control_biological_replicate_2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31760325,{'title': 'Control soybean flower sepal replicate 1'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630225,{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Salinity+acidity', 'title': 'Combined salinity+acidity flowers replicate 1', 'treatment': 'Salinity+acidity'}",{},{},{},{},{},{},{},{},{}
SAMN14642776,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with Sinorhizobium fredii CCBAU25509', 'title': 'RNAseq of soybean stripped root inoculated with Sinorhizobium fredii CCBAU45436 replicate 3', 'treatment': 'Inoculated with Sinorhizobium fredii CCBAU25509'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16086456,{},{},{},{},{},{},{},{},{},{},{},{},{},{'center_name': 'COLLEGE OF RESOURCE AND ENVIRONMENTAL SCIENCE'},{},{},{},{},{},{}
SAMN09240715,"{'treatment_sam_ss_dpl55': 'Control', 'treatment': 'Control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10588617,{},{},"{'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}"
SAMN18877643,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359692,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 438103 (G5), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN03755600,"{'source_name_sam': 'leaves_ZT20_4h_control', 'title': 'ZT20-4h_Control-R3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30428958,{},{},"{'isolate_sam_ss_dpl100': 'Root3 of Glycine max under stress', 'isolate': 'Root3 of Glycine max under stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33988729,"{'treatment_sam_ss_dpl55': 'Six months in uncontrolled enviroment', 'treatment': 'Six months in uncontrolled enviroment'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00235524,{'sample_name_sam': '[Control_DAS1]'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00235543,{},{},{},{},{},{},{},{},{},{},{},{},"{'sample_name_sam': '[Rhizopus_oligosporus_DAS4]', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}",{},{},{},{},{},{},{}
SAMN03406694,{},{'title': '72 hpi CTRL 3'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36760670,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R48-1-1 at low temperature treatment for 0 hours'},{},{}
SAMN09513398,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN18877660,{},{},"{'treatment_sam_ss_dpl55': 'stress', 'treatment': 'stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513386,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33199882,{},{},"{'treatment_sam_ss_dpl55': 'saline-alkali stress 28d', 'isolate_sam_ss_dpl100': 'Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 2', 'title': 'Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 2', 'isolate': 'Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 2', 'treatment': 'saline-alkali stress 28d'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37004742,"{'treatment_sam_ss_dpl55': 'control', 'title': 'RNAseq, Colfax, 4 hpi, control2', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37004692,{},{},{},{},{},"{'title': 'RNAseq, Williams 82, 4 hpi, inoculated2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513422,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03755623,"{'source_name_sam': 'leaves_ZT12_20h_control', 'title': 'ZT12-20h_Control-R2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN27921918,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with sterile water', 'treatment': 'Inoculated with sterile water'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513337,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN26492865,{},{},{},"{'treatment_sam_ss_dpl55': 'drought', 'treatment': 'drought'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630201,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Salinity+water deficit+low phosphate', 'title': 'Combined salinity+water deficit+low phosphate flowers replicate 1', 'treatment': 'Salinity+water deficit+low phosphate'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03473674,{},{},{},{},{},{},{},{},{'treatment_stage_sam': '8 h after aphid infestation'},{},{},{},{},{},{},{},{},{},{},{}
SAMN30876647,{},{},"{'treatment_sam_ss_dpl55': 'Heat stress', 'title': 'Heat stress soybean pod replicate 1', 'treatment': 'Heat stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Heat stress', 'title': 'Heat stress soybean pod replicate 1', 'treatment': 'Heat stress'}"
SAMN02225601,{},{},{},{},{},"{'inoculation_sam': 'mock-inoculated', 'inoculation': 'mock-inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15456430,{},{},{},"{'sample_name': 'Drought256sorted', 'primary_search': ""['15456430', '644307', 'D-2-56_1_sorted.bam', 'Drought256sorted', 'PRJNA644307', 'Population 11 treatment', 'SAMN15456430', 'SRP272085', 'SRR12228791', 'SRS7009920', 'SRX8737321', 'bp0']"", 'ecotype_sam': 'Drought', 'ecotype': 'Drought', 'Sample name': 'Drought256sorted'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13520112,{},{},{},{},{},{},{},{},"{'stage_sam': '24 hours after infestation', 'Stage': '24 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN02191996,{},{},{},"{'treatment_sam_ss_dpl55': 'Drought', 'treatment': 'Drought'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN34240562,"{'isolate_sam_ss_dpl100': 'After 24 h of control treatment', 'isolate': 'After 24 h of control treatment'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36760689,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R48-7-2 at non-low temperature treatment for 24 hours'},{},{}
SAMN32509950,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'Low temperature treatment for 24 hours treatment.', 'isolate': 'Low temperature treatment for 24 hours treatment.'}",{},{}
SAMN20971788,{},{},{},{},{},{'source_name_sam': '7 day old hypocotyls inoculated with Phytophthora sojae'},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630231,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit (30% of the water available for transpiration)', 'title': 'Water deficit flowers replicate 1', 'treatment': 'Water deficit (30% of the water available for transpiration)'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630285,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit (30% of the water available for transpiration)', 'title': 'Water deficit leaves replicate 1', 'treatment': 'Water deficit (30% of the water available for transpiration)'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13520116,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'infestation', 'stage_sam': '96 hours after infestation', 'title': 'P203 96HAI infestation rep1', 'treatment': 'infestation', 'Stage': '96 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN08912399,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'sample_name': 'Xu_Heat_2', 'library_name': 'Xu_Heat_2', 'primary_search': ""['449574', '8912399', 'PRJNA449574', 'SAMN08912399', 'SRP139514', 'SRR6983160', 'SRS3157896', 'SRX3923422', 'Xu_Heat_2', 'Xu_Heat_2.fq.gz']"", 'Sample name': 'Xu_Heat_2'}"
SAMN15464737,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit', 'title': 'WD54_Ch_Water deficit (WD)', 'treatment': 'Water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05327838,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': '12 hours after infestation', 'treatment': '12 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN10721138,{},{},{},{},{},{},{},{},"{'age_sam': '30 day post aphid infestation', 'age': '30 day post aphid infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN12727386,{},{},{},{},{},{'source_name_sam': 'SMV-G7 inoculated leaf'},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630275,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Salinity+water deficit', 'title': 'Combined salinity+water deficit leaves replicate 2', 'treatment': 'Salinity+water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12099663,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Fusarium virgliforme Inoculated', 'title': 'Soybean root inoculated with Fusarium viguliforme at 2 DPI mRNA', 'treatment': 'Fusarium virgliforme Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513400,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36780224,{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'DN50 inoculated with Rhizobium NopL mutant at 24 hpi, Repeat 2', 'isolate': 'DN50 inoculated with Rhizobium NopL mutant at 24 hpi, Repeat 2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12099669,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Mock Inoculated', 'title': 'Soybean root mockinoculated at 2 DPI mRNA', 'treatment': 'Mock Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36760723,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R89-9-3 at non-low temperature treatment for 48 hours'},{},{}
SAMN37004686,"{'treatment_sam_ss_dpl55': 'control', 'title': 'RNAseq, Williams 82, 16 hpi, control2', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03014466,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'water_deficit_24hr', 'treatment': 'water_deficit_24hr'}",{},{},{},{},{},{},{},{},{},{},{},{}
